apply	element_type_path	offset	size	proposed_name	proposed_type	evidence_count	reason
1	/SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element	0	1	field_0000	/undefined1	1	observed_types={/undefined1=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element
1	/SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element	1	2	field_0001	/short	2	observed_types={/short=6}; semantic_roles={}; role_sites=; source_names={}; sites=0067B520 pvVar10->field_0001 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element
1	/SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element	3	2	field_0003	/short	2	observed_types={/short=5}; semantic_roles={}; role_sites=; source_names={}; sites=0067B520 pvVar10->field_0003 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element
1	/SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element	7	1	state	/byte	2	observed_types={/byte=9}; semantic_roles={state=3}; role_sites=0067B520 small assigned/compared domain=[0, 1, 2]; source_names={}; sites=0067B520 pvVar10->state | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element
1	/SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element	8	2	field_0008	/ushort	2	observed_types={/ushort=7}; semantic_roles={}; role_sites=; source_names={}; sites=0067B520 pvVar10->field_0008 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiPlrClassTy_field_06A1Element
0	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00A5Element	4	4	field_0004	pointer:/AiFltClassTy	13	observed_types={/int=5, /uint=2, /undefined4=9, pointer:/AiFltClassTy=20, pointer:/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0065DA50=2, pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_00660D40_E58DF1E6=6}; semantic_roles={}; role_sites=; source_names={}; sites=0068E290 puVar4[1] | 0068E480 puVar5[1] | 0068E610 puVar1[1] | 0068E730 puVar3[1] | 0068EC70 puVar10[1] | 0068EC70 puVar13+0x4 | 0068F020 puVar7+0x4 | 0068FD00 puVar5+0x4 | 00690230 puVar1+0x4 | 006902B0 puVar1+0x4 | 00690650 puVar11+0x4 | 00690B90 puVar7[1] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00A5Element
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	0	1	field_0000	/undefined1	2	observed_types={/undefined1=2}; semantic_roles={}; role_sites=; source_names={}; sites=0068F020 *puVar7 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	4	4	field_0004	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_00660D40_E58DF1E6	2	observed_types={pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_00660D40_E58DF1E6=5}; semantic_roles={}; role_sites=; source_names={}; sites=0068F020 puVar7+0x4 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	12	2	field_000C	/ushort	2	observed_types={/ushort=2}; semantic_roles={}; role_sites=; source_names={}; sites=0068F020 puVar7+0xC | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	14	4	field_000E	/int	2	observed_types={/int=3}; semantic_roles={}; role_sites=; source_names={}; sites=0068EC70 puVar14->field_000E | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	18	4	field_0012	/int	2	observed_types={/int=3}; semantic_roles={}; role_sites=; source_names={}; sites=0068EC70 puVar14->field_0012 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	44	4	state	/int	2	observed_types={/int=9}; semantic_roles={state=3}; role_sites=0068EC70 small assigned/compared domain=[1, 2, 3]; source_names={}; sites=0068EC70 puVar14->state | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	48	4	field_0030	pointer:/AiFltClassTy	3	observed_types={/int=1, /uint=1, pointer:/AiFltClassTy=2}; semantic_roles={}; role_sites=; source_names={}; sites=0068EC70 puVar14->field_0030 | 0068F020 puVar7+0x30 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	52	4	field_0034	/uint	2	observed_types={/uint=4}; semantic_roles={}; role_sites=; source_names={}; sites=0068EC70 puVar14->field_0034 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	56	2	field_0038	/undefined2	2	observed_types={/undefined2=2}; semantic_roles={}; role_sites=; source_names={}; sites=0068EC70 puVar14->field_0038 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement	58	4	field_003A	/int	2	observed_types={/int=4}; semantic_roles={}; role_sites=; source_names={}; sites=0068EC70 puVar14->field_003A | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00BDElement
1	/SubmarineTitans/Recovered/DArrayElements/BldLabPanelTy_field_027AElement	0	4	field_0000	/SubmarineTitans/Recovered/Enums/Global_sub_00526BA0_param_1Enum	3	observed_types={/SubmarineTitans/Recovered/Enums/Global_sub_00526BA0_param_1Enum=6}; semantic_roles={}; role_sites=; source_names={}; sites=004EFFE0 local_8->field_0000 | 004F0210 *pGVar5 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/BldLabPanelTy_field_027AElement
1	/SubmarineTitans/Recovered/DArrayElements/BldLabPanelTy_field_027AElement	8	4	field_0008	/int	3	observed_types={/SubmarineTitans/Recovered/Enums/Global_sub_00526BA0_param_1Enum=1, /int=5}; semantic_roles={}; role_sites=; source_names={}; sites=004EFFE0 local_8->field_0008 | 004F0210 pGVar5[2] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/BldLabPanelTy_field_027AElement
1	/SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element	0	4	field_0000	/int	12	observed_types={/int=23}; semantic_roles={}; role_sites=; source_names={}; sites=006964F0 *piVar5 | 00696940 piVar7->field_0000 | 00696940 piVar8->field_0000 | 00696DC0 pAVar6->field_0000 | 00696DC0 piVar1->field_0000 | 006971B0 piVar3->field_0000 | 006975F0 local_10->field_0000 | 006975F0 piVar4->field_0000 | 006978C0 local_8->field_0000 | 006978C0 piVar9->field_0000 | 006988C0 local_8->field_0000 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element
1	/SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element	5	4	field_0005	/uint	4	observed_types={/uint=10}; semantic_roles={}; role_sites=; source_names={}; sites=00696940 piVar8->field_0005 | 006975F0 local_10->field_0005 | 006975F0 piVar4->field_0005 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element
1	/SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element	13	4	field_000D	/int	4	observed_types={/int=9}; semantic_roles={}; role_sites=; source_names={}; sites=006975F0 local_10->field_000D | 006975F0 piVar4->field_000D | 006988C0 local_8->field_000D | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element
1	/SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element	17	4	field_0011	/int	8	observed_types={/int=9}; semantic_roles={}; role_sites=; source_names={}; sites=006964F0 piVar5+0x11 | 00696DC0 pAVar6->field_0011 | 00696DC0 piVar1->field_0011 | 006971B0 piVar3->field_0011 | 006975F0 local_10->field_0011 | 006975F0 piVar4->field_0011 | 006978C0 local_8->field_0011 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element
1	/SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element	21	4	field_0015	/int	6	observed_types={/int=14}; semantic_roles={}; role_sites=; source_names={}; sites=006964F0 piVar5+0x15 | 00696940 piVar7->field_0015 | 00696940 piVar8->field_0015 | 006975F0 local_10->field_0015 | 006978C0 local_8->field_0015 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/CGenerate_field_5853Element
0	/SubmarineTitans/Recovered/DArrayElements/CPanelTy_field_0B95Element	0	4	field_0000	/int	1	observed_types={/int=2}; semantic_roles={}; role_sites=; source_names={}; sites=004FF380 *piVar10
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	0	4	field_0000	/uint	3	observed_types={/uint=3}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 *local_10 | 005A4350 *local_8 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	4	4	field_0004	/ulong	1	observed_types={/ulong=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	16	4	field_0010	/inaddr.h/in_addr	1	observed_types={/inaddr.h/in_addr=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	36	4	field_0024	/int	2	observed_types={/int=7, /uint=3}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 local_8[9] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	40	4	field_0028	/int	2	observed_types={/int=7, /uint=3}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 local_8[10] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	44	4	field_002C	/undefined4	4	observed_types={/int=4, /uint=6, /ulong=2, /undefined4=3, pointer:/char=4}; semantic_roles={}; role_sites=; source_names={}; sites=005A3540 puVar5->field_002C | 005A4350 local_8[11] | 005A4350 puVar24->field_002C | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	48	4	field_0030	/undefined4	2	observed_types={/int=4, /uint=4, /ulong=2, /undefined4=1, pointer:/byte=2}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 local_8[12] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	96	4	field_0060	/uint	1	observed_types={/uint=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	124	1	field_007C	/char	2	observed_types={/char=4}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 puVar24->field_007C | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	125	1	field_007D	/undefined1	2	observed_types={/undefined1=2}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 puVar24->field_007D | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	126	1	field_007E	/undefined1	2	observed_types={/undefined1=2}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 puVar24->field_007E | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	144	4	field_0090	/undefined4	1	observed_types={/undefined4=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement	480	4	field_01E0	/uint	2	observed_types={/uint=3}; semantic_roles={}; role_sites=; source_names={}; sites=005A4350 local_8[120] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1EBEElement
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	0	4	field_0000	/undefined4	1	observed_types={/undefined4=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	4	4	field_0004	/ulong	1	observed_types={/ulong=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	36	4	field_0024	/uint	1	observed_types={/uint=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	40	4	field_0028	/uint	1	observed_types={/uint=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	44	4	field_002C	/uint	1	observed_types={/uint=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	48	4	field_0030	/undefined4	1	observed_types={/undefined4=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	96	4	field_0060	/uint	1	observed_types={/uint=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	124	1	field_007C	/char	1	observed_types={/char=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	125	1	field_007D	/char	1	observed_types={/char=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	126	1	field_007E	/char	1	observed_types={/char=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
1	/SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element	144	4	field_0090	/undefined4	1	observed_types={/undefined4=1}; semantic_roles={}; role_sites=; source_names={}; sites=existing generated baseline /SubmarineTitans/Recovered/DArrayElements/FSGSTy_field_1FB3Element
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01BBElement	0	4	resourceId	/undefined4	5	observed_types={/WinDef.h/UINT=6, /uint=11, /undefined1=1}; semantic_roles={}; role_sites=; source_names={resourceId=10}; sites=00510E30 *pUVar15 | 00510E30 *pUVar19 | 00510E30 *pvVar6 | 0051DDD0 *local_1c | 0051DDD0 *local_8
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01BBElement	9	4	variant_0009	/int	2	observed_types={/int=13, /uint=4, pointer:/void=3}; semantic_roles={index=2, variant=6}; role_sites=00516480 callee parameter param_1 selects constant domain [1, 2] | 00516A40 callee parameter param_1 indexes an aggregate | 0051B5A0 callee parameter param_1 selects constant domain [13, 14] | 0051C980 callee parameter param_1 selects constant domain [253, 254]; source_names={}; sites=00510E30 pvVar6+0x9 | 0051DDD0 local_1c+0x9
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01BBElement	13	4	variant_000D	/undefined4	2	observed_types={/int=7, /uint=5}; semantic_roles={variant=6}; role_sites=0051A100 callee parameter param_2 selects constant domain [1, 2, 3] | 0051C980 callee parameter param_2 selects constant domain [1, 2, 3] | 0051D540 callee parameter param_2 selects constant domain [1, 2, 3]; source_names={}; sites=00510E30 pvVar6+0xD | 0051DDD0 local_1c+0xD
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01BBElement	17	1	field_0011	/byte	1	observed_types={/byte=2}; semantic_roles={}; role_sites=; source_names={}; sites=0051DDD0 local_8+0x11
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01BBElement	19	1	field_0013	/char	1	observed_types={/char=1}; semantic_roles={}; role_sites=; source_names={}; sites=0051DDD0 local_8+0x13
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01CBElement	0	1	field_0000	/undefined1	2	observed_types={/undefined1=4}; semantic_roles={}; role_sites=; source_names={}; sites=00514330 *puVar6 | 005145E0 *puVar6
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01CBElement	1	4	variant_0001	/int	2	observed_types={/int=24, /uint=8, pointer:/void=6}; semantic_roles={index=4, variant=12}; role_sites=00516480 callee parameter param_1 selects constant domain [1, 2] | 00516A40 callee parameter param_1 indexes an aggregate | 0051B5A0 callee parameter param_1 selects constant domain [13, 14] | 0051C980 callee parameter param_1 selects constant domain [253, 254]; source_names={}; sites=00514330 puVar6+0x1 | 005145E0 puVar6+0x1
0	/SubmarineTitans/Recovered/DArrayElements/HelpPanelTy_field_01CBElement	5	4	variant_0005	/undefined4	2	observed_types={/int=12, /uint=10}; semantic_roles={variant=12}; role_sites=0051A100 callee parameter param_2 selects constant domain [1, 2, 3] | 0051C980 callee parameter param_2 selects constant domain [1, 2, 3] | 0051D540 callee parameter param_2 selects constant domain [1, 2, 3]; source_names={}; sites=00514330 puVar6+0x5 | 005145E0 puVar6+0x5
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	0	4	field_0000	/int	2	observed_types={/int=5}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 *piVar22 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	5	4	field_0005	/uint	2	observed_types={/uint=10}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x5 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	9	1	field_0009	/undefined1	2	observed_types={/undefined1=3, /undefined4=3}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x9 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	10	1	field_000A	/undefined1	2	observed_types={/undefined1=4}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0xA | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	11	1	field_000B	/char	2	observed_types={/char=4}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0xB | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	13	1	field_000D	/undefined1	2	observed_types={/undefined1=8}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0xD | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	14	1	field_000E	/undefined1	2	observed_types={/int=1, /uint=2, /undefined1=4}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0xE | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	15	4	field_000F	/uint	2	observed_types={/uint=12}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0xF | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	20	4	field_0014	/int	2	observed_types={/int=4}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22[5] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	24	1	field_0018	/undefined1	2	observed_types={/undefined1=2}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x18 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	25	1	field_0019	/char	2	observed_types={/char=8}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x19 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	26	4	field_001A	/uint	2	observed_types={/int=2, /uint=8}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x1A | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	30	4	field_001E	/uint	2	observed_types={/uint=7}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x1E | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	34	4	field_0022	/int	2	observed_types={/int=18, /uint=4}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x22 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	38	4	field_0026	/undefined4	2	observed_types={/int=9, /uint=6, /undefined4=1}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x26 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	42	4	field_002A	/int	2	observed_types={/int=14}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x2A | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element	46	4	field_002E	/int	2	observed_types={/int=8}; semantic_roles={}; role_sites=; source_names={}; sites=005E1330 piVar22+0x2E | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/MTaskTy_field_0074Element
1	/SubmarineTitans/Recovered/DArrayElements/OptPanelTy_field_02FDElement	0	4	field_0000	/uint	3	observed_types={/uint=6}; semantic_roles={}; role_sites=; source_names={}; sites=005325B0 *puVar13 | 00533D10 *puVar25 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/OptPanelTy_field_02FDElement
1	/SubmarineTitans/Recovered/DArrayElements/OptPanelTy_field_02FDElement	108	4	field_006C	/uint	2	observed_types={/uint=2}; semantic_roles={}; role_sites=; source_names={}; sites=00533D10 puVar25[27] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/OptPanelTy_field_02FDElement
1	/SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element	0	1	field_0000	/char	2	observed_types={/char=8}; semantic_roles={}; role_sites=; source_names={}; sites=005F4FA0 *pcVar8 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element
1	/SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element	1	1	field_0001	/byte	2	observed_types={/byte=3, /char=1}; semantic_roles={}; role_sites=; source_names={}; sites=005F4FA0 pcVar8[1] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element
1	/SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element	2	4	field_0002	/int	2	observed_types={/int=6}; semantic_roles={}; role_sites=; source_names={}; sites=005F4FA0 pcVar8+0x2 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element
1	/SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element	6	4	field_0006	/int	2	observed_types={/int=8}; semantic_roles={}; role_sites=; source_names={}; sites=005F4FA0 pcVar8+0x6 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element
1	/SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element	10	4	field_000A	/int	2	observed_types={/int=3}; semantic_roles={}; role_sites=; source_names={}; sites=005F4FA0 pcVar8+0xA | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element
1	/SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element	18	4	field_0012	/int	3	observed_types={/int=3}; semantic_roles={}; role_sites=; source_names={}; sites=005F4C50 pcVar3->field_0012 | 005F4FA0 pcVar8+0x12 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/STBHEShellC_field_0169Element
