function_address	enum_name	status	detail
006389F0	STWorldObject_value_20State	disabled	apply=0
00638CA0	Global_sub_00638CA0_switch_0Enum	disabled	apply=0
00639C90	Global_sub_00639C90_switch_0Enum	disabled	apply=0
006406D0	STTorpC_field_0259State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STTorpC_field_0259State; field already uses enum
006406D0	STTorpC_GetMessage_SVar5Enum	disabled	apply=0
00645880	Global_sub_00645880_uVar6Enum	disabled	apply=0
00645D30	Global_sub_00645D30_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00645D30_param_2Enum; parameter already uses enum
006461E0	STVolcanoC_field_00A9State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STVolcanoC_field_00A9State; field already uses enum
00648FE0	Global_CreateAi_switch_0Enum	disabled	apply=0
00648FE0	Global_CreateAi_switch_1Enum	disabled	apply=0
0064A970	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0064A970_iVar6Enum	disabled	apply=0
0064A970	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0064A970_switch_1Enum	disabled	apply=0
0064A970	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0064A970_switch_2Enum	disabled	apply=0
0064A970	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0064A970_switch_6Enum	disabled	apply=0
0064A970	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0064A970_switch_7Enum	disabled	apply=0
0064A970	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0064A970_switch_8Enum	disabled	apply=0
00652810	AiEventClassTy_GetMessage_local_EAX_488Enum	disabled	apply=0
0065BD70	AiEventClassTy_sub_0065BD70_SVar1Enum	disabled	apply=0
0065E450	Global_sub_0065E450_GVar2Enum	disabled	apply=0
0065E450	Global_sub_0065E450_param_3Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_0065E450_param_3Enum; parameter already uses enum
00660F70	AiFltClassTy_sub_00660F70_switch_0Enum	disabled	apply=0
00662240	AiFltClassTy_field_009BState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/AiFltClassTy_field_009BState; field already uses enum
00662240	AiFltClassTy_GetAiMess_iVar20Enum	disabled	apply=0
00662240	AiFltClassTy_GetAiMess_switch_0Enum	disabled	apply=0
00662240	AiFltClassTy_GetAiMess_switch_2Enum	disabled	apply=0
00664960	AiFltClassTy_sub_00664960_AVar18Enum	disabled	apply=0
00664960	AiFltClassTy_sub_00664960_switch_0Enum	disabled	apply=0
00664960	AiFltClassTy_sub_00664960_switch_3Enum	disabled	apply=0
00664960	AiFltClassTy_sub_00664960_switch_4Enum	disabled	apply=0
006686F0	Global_sub_006686F0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006686F0_param_1Enum; parameter already uses enum
00668AA0	Global_sub_00668AA0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00668AA0_param_1Enum; parameter already uses enum
00668AA0	Global_sub_00668AA0_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00668AA0_param_2Enum; parameter already uses enum
0066ACC0	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0066ACC0_iVar4Enum	disabled	apply=0
0066ACC0	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_0064A970_sub_0066ACC0_uVar18Enum	disabled	apply=0
00671F10	Global_sub_00671F10_switch_0Enum	disabled	apply=0
00673D20	Global_sub_00673D20_DAT_00811954Enum	disabled	apply=0
00673D20	Global_sub_00673D20_switch_0Enum	disabled	apply=0
006753A0	Global_sub_006753A0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006753A0_param_1Enum; parameter already uses enum
00675430	Global_sub_00675430_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00675430_param_1Enum; parameter already uses enum
00677700	Global_sub_00677700_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00677700_param_2Enum; parameter already uses enum
006777D0	Global_sub_006777D0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006777D0_param_1Enum; parameter already uses enum
0067B520	AiPlrClassTy_ExecTech_switch_0Enum	disabled	apply=0
0067C7E0	AiPlrClassTy_GetMessage_SVar2Enum	disabled	apply=0
006829B0	Global_sub_006829B0_iVar1Enum	disabled	apply=0
00682DF0	Global_sub_00682DF0_DAT_007d2d18Enum	disabled	apply=0
00683C70	Global_sub_00683C70_iVar8Enum	disabled	apply=0
00683C70	Global_sub_00683C70_switch_0Enum	disabled	apply=0
00683C70	Global_sub_00683C70_switch_5Enum	disabled	apply=0
00683C70	Global_sub_00683C70_switch_6Enum	disabled	apply=0
00683C70	Global_sub_00683C70_switch_8Enum	disabled	apply=0
0068CDA0	Global_sub_0068CDA0_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_0068CDA0_param_2Enum; parameter already uses enum
0068EC70	AiTactClassTy_ExecClaim_switch_0Enum	disabled	apply=0
0068FD00	AiTactClassTy_GetAiMess_switch_0Enum	disabled	apply=0
00692C10	Global_sub_00692C10_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00692C10_param_1Enum; parameter already uses enum
00693560	Global_sub_00693560_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00693560_param_1Enum; parameter already uses enum
00693710	Global_sub_00693710_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00693710_param_1Enum; parameter already uses enum
0069ECE0	Global_sub_0069ECE0_uVar2Enum	disabled	apply=0
006A5210	Global_sub_006A5210_iVar4Enum	disabled	apply=0
006A6360	Global_sub_006A6360_uVar2Enum	disabled	apply=0
006AAEF0	Global_sub_006AAEF0_switch_0Enum	disabled	apply=0
006AD020	Global_sub_006AD020_param_3Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006AD020_param_3Enum; parameter already uses enum
006C8EC0	Global_sub_006C8EC0_param_3Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006C8EC0_param_3Enum; parameter already uses enum
006DC320	AnonShape_006DC320_0C876EFA_field_00A8State	disabled	apply=0
006DCD60	Global_sub_006DCD60_switch_0Enum	disabled	apply=0
006DD050	Global_sub_006DD050_SVar2Enum	disabled	apply=0
006DD050	Global_sub_006DD050_switch_0Enum	disabled	apply=0
006DD530	ST3DSMAPContext_sub_006DD530_switch_0Enum	disabled	apply=0
006E1C20	ST3DSMAPContext_field_00A8State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/ST3DSMAPContext_field_00A8State; field already uses enum
006E1EE0	AnonShape_006E1EE0_698AE49A_field_0024State	disabled	apply=0
006E25D0	ST3DSMAPContext_sub_006E25D0_SVar1Enum	disabled	apply=0
006E25D0	ST3DSMAPContext_sub_006E25D0_switch_1Enum	disabled	apply=0
006E29D0	Global_sub_006E29D0_switch_0Enum	disabled	apply=0
006E3DD0	AppClassTy_SendMessage_switch_0Enum	disabled	apply=0
006E5970	SystemClassTy_SendMessage_switch_0Enum	disabled	apply=0
006F94D0	Global_sub_006F94D0_iVar5Enum	disabled	apply=0
006F9AD0	Global_sub_006F9AD0_iVar7Enum	disabled	apply=0
006FADC0	Global_sub_006FADC0_iVar8Enum	disabled	apply=0
006FB4A0	Global_sub_006FB4A0_iVar6Enum	disabled	apply=0
006FCB30	Global_sub_006FCB30_iVar6Enum	disabled	apply=0
006FD430	Global_sub_006FD430_iVar8Enum	disabled	apply=0
006FED50	Global_sub_006FED50_iVar7Enum	disabled	apply=0
006FF690	Global_sub_006FF690_iVar9Enum	disabled	apply=0
00700920	Global_sub_00700920_iVar8Enum	disabled	apply=0
00701AD0	Global_sub_00701AD0_iVar9Enum	disabled	apply=0
00702A30	Global_sub_00702A30_iVar6Enum	disabled	apply=0
00703650	Global_sub_00703650_iVar4Enum	disabled	apply=0
00704460	Global_sub_00704460_iVar9Enum	disabled	apply=0
00705180	Global_sub_00705180_iVar6Enum	disabled	apply=0
007059A0	Global_sub_007059A0_iVar5Enum	disabled	apply=0
00706340	Global_sub_00706340_iVar4Enum	disabled	apply=0
00707810	Global_sub_00707810_iVar8Enum	disabled	apply=0
00709A10	Global_sub_00709A10_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00709A10_param_2Enum; parameter already uses enum
00709AF0	Global_mfRLoad_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_mfRLoad_param_2Enum; parameter already uses enum
0070B900	Global_imgGetDibFromFile_iVar3Enum	disabled	apply=0
00713480	ccFntTy_CreateTypeSSpr_param_4Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/ccFntTy_CreateTypeSSpr_param_4Enum; parameter already uses enum
007140E0	Global_sub_007140E0_switch_0Enum	disabled	apply=0
007140E0	Global_sub_007140E0_switch_1Enum	disabled	apply=0
00715AB0	SpriteClassTy_field_004CState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SpriteClassTy_field_004CState; field already uses enum
00715C60	SpriteClassTy_SetImagesReg_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SpriteClassTy_SetImagesReg_param_2Enum; parameter already uses enum
00716040	SpriteClassTy_SetImages_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SpriteClassTy_SetImages_param_2Enum; parameter already uses enum
00716480	SpriteClassTy_SetImagesPtr_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SpriteClassTy_SetImagesPtr_param_2Enum; parameter already uses enum
00719410	Global_sub_00719410_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00719410_param_2Enum; parameter already uses enum
0071B760	Global_sub_0071B760_switch_0Enum	disabled	apply=0
0071CFD0	ButtonClassTy_field_0020State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/ButtonClassTy_field_0020State; field already uses enum
007550C0	Global_sub_007550C0_switch_0Enum	disabled	apply=0
007575B0	Global_sub_007575B0_switch_0Enum	disabled	apply=0
