apply	layout_apply	layout_name	proposed_name	owner	slot_count	named_slot_count	confidence	reason	strong_vptr_refs	all_code_refs	slot_owners	constructor_owners	vptr_writer_owners	primary_vptr_store	this_vptr_offsets	related_tables	table_address
1	1	VTable_0079C008	MMObjTyVTable	MMObjTy	3	3	high	unique_slot_owner_and_vptr_store	005D7825 FUN_005d77a0 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005EADBF FUN_005ead30 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005AA345 FUN_005aa2c0 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005B281F FUN_005b2790 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005BD36F FUN_005bd2e0 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005D4BC5 FUN_005d4b40 [vptr-store] MOV dword ptr [ESI],0x79c008	005D7825 FUN_005d77a0 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005EADBF FUN_005ead30 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005AA345 FUN_005aa2c0 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005B281F FUN_005b2790 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005BD36F FUN_005bd2e0 [vptr-store] MOV dword ptr [ESI],0x79c008 | 005D4BC5 FUN_005d4b40 [vptr-store] MOV dword ptr [ESI],0x79c008	MMObjTy			0	unknown	0079C0C4 | 0079C1AC	0079C008
0	1	VTable_0079C018	ComboTyVTable	ComboTy	2	1	medium	single_named_slot_owner	005D77C4 FUN_005d77a0 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005EAD5E FUN_005ead30 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005AA2E4 FUN_005aa2c0 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005B27BE FUN_005b2790 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005BD30E FUN_005bd2e0 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005D4B64 FUN_005d4b40 [vptr-store] MOV dword ptr [ESI],0x79c018	005D77C4 FUN_005d77a0 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005EAD5E FUN_005ead30 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005AA2E4 FUN_005aa2c0 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005B27BE FUN_005b2790 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005BD30E FUN_005bd2e0 [vptr-store] MOV dword ptr [ESI],0x79c018 | 005D4B64 FUN_005d4b40 [vptr-store] MOV dword ptr [ESI],0x79c018	ComboTy			0	unknown		0079C018
0	1	VTable_0079C02C	FSGSTyVTable	FSGSTy	3	3	medium	derived_owner_from_rare_override	005AA3D2 FUN_005aa2c0 [vptr-store] MOV dword ptr [ESI],0x79c02c	005AA3D2 FUN_005aa2c0 [vptr-store] MOV dword ptr [ESI],0x79c02c	FSGSTy | MMObjTy			0	unknown		0079C02C
0	1	VTable_0079C088	ChooseMapTyVTable	ChooseMapTy	3	3	medium	derived_owner_from_rare_override	005B288A FUN_005b2790 [vptr-store] MOV dword ptr [ESI],0x79c088	005B288A FUN_005b2790 [vptr-store] MOV dword ptr [ESI],0x79c088	ChooseMapTy | MMObjTy			0	unknown		0079C088
0	0	VTable_0079C098	VTable_0079C098		3	3	low	competing_slot_owners_left_unresolved			MMObjTy | MainMenuTy			0			0079C098
0	0	VTable_0079C0A8	VTable_0079C0A8		3	3	low	competing_slot_owners_left_unresolved			MMObjTy | MMsgTy			0			0079C0A8
1	1	VTable_0079C0C4	PrividerTyVTable	PrividerTy	3	3	high	derived_owner_from_nonbase_override	005BD3DA FUN_005bd2e0 [vptr-store] MOV dword ptr [ESI],0x79c0c4	005BD3DA FUN_005bd2e0 [vptr-store] MOV dword ptr [ESI],0x79c0c4	MMObjTy | PrividerTy			0	unknown	0079C008 | 0079C1AC	0079C0C4
0	1	VTable_0079C124	VTable_0079C124		12	10	low	competing_slot_owners_left_unresolved	005D4D49 FUN_005d4b40 [vptr-store] MOV dword ptr [ESI],0x79c124	005D4D49 FUN_005d4b40 [vptr-store] MOV dword ptr [ESI],0x79c124	MMObjTy | SettMapMTy | SettMapTy			0	unknown		0079C124
0	1	VTable_0079C160	VTable_0079C160		12	10	low	competing_slot_owners_left_unresolved	005D79A9 FUN_005d77a0 [vptr-store] MOV dword ptr [ESI],0x79c160	005D79A9 FUN_005d77a0 [vptr-store] MOV dword ptr [ESI],0x79c160	MMObjTy | SettMapMTy | SettMapSTy | SettMapTy			0	unknown		0079C160
0	0	VTable_0079C1AC	VTable_0079C1AC		3	3	low	competing_slot_owners_left_unresolved			MMObjTy | SIDTy			0		0079C008 | 0079C0C4	0079C1AC
1	1	VTable_0079C1E8	StartSystemTyVTable	StartSystemTy	9	4	high	unique_constructor_vptr_anchor	005DA668 StartSystemTy::StartSystemTy [vptr-store] MOV dword ptr [ESI],0x79c1e8	005DA668 StartSystemTy::StartSystemTy [vptr-store] MOV dword ptr [ESI],0x79c1e8	StartSystemTy	StartSystemTy	StartSystemTy	1	0x0	0079ADB8 | 0079B1B4 | 0079B20C | 0079E188	0079C1E8
0	1	VTable_0079C24C	WaitTyVTable	WaitTy	3	3	medium	derived_owner_from_rare_override	005EAE20 FUN_005ead30 [vptr-store] MOV dword ptr [ESI],0x79c24c	005EAE20 FUN_005ead30 [vptr-store] MOV dword ptr [ESI],0x79c24c	MMObjTy | WaitTy			0	unknown		0079C24C
0	0	VTable_0079C25C	VTable_0079C25C		83	7	low	competing_slot_owners_left_unresolved			STArtiafactC | STGameObjC | STSprGameObjC			0		0079C710	0079C25C
1	1	VTable_0079C3EC	STSprGameObjCVTable	STSprGameObjC	82	8	high	unique_constructor_vptr_anchor	005EC809 STSprGameObjC::STSprGameObjC [vptr-store] MOV dword ptr [ESI],0x79c3ec	005EC809 STSprGameObjC::STSprGameObjC [vptr-store] MOV dword ptr [ESI],0x79c3ec	STGameObjC | STSprGameObjC	STSprGameObjC	STSprGameObjC	1	0x0	007900A0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079C3EC
0	1	VTable_0079C578	VTable_0079C578		1	0	medium	named_nonconstructor_vptr_writer_review	005EC7F6 STSprGameObjC::STSprGameObjC [vptr-store] MOV dword ptr [EDI],0x79c578	005EC7F6 STSprGameObjC::STSprGameObjC [vptr-store] MOV dword ptr [EDI],0x79c578			STSprGameObjC	0	0x1D5		0079C578
1	1	VTable_0079C580	STManBasisCVTable	STManBasisC	1	1	high	unique_constructor_vptr_anchor	005F1363 STManBasisC::STManBasisC [vptr-store] MOV dword ptr [ESI],0x79c580	005F1363 STManBasisC::STManBasisC [vptr-store] MOV dword ptr [ESI],0x79c580	STManBasisC	STManBasisC	STManBasisC	1	0x0		0079C580
1	1	VTable_0079C584	STBHEShellCVTable	STBHEShellC	1	1	high	unique_constructor_vptr_anchor	005F3453 STBHEShellC::STBHEShellC [vptr-store] MOV dword ptr [ESI],0x79c584	005F3453 STBHEShellC::STBHEShellC [vptr-store] MOV dword ptr [ESI],0x79c584	STBHEShellC	STBHEShellC	STBHEShellC	1	0x0		0079C584
1	1	VTable_0079C5A8	STColl3CVTable_at_1D5	STColl3C	1	0	high	unique_constructor_vptr_anchor	005F661E STColl3C::STColl3C [vptr-store] MOV dword ptr [EDI],0x79c5a8	005F661E STColl3C::STColl3C [vptr-store] MOV dword ptr [EDI],0x79c5a8		STColl3C	STColl3C	0	0x1D5		0079C5A8
1	1	VTable_0079C5AC	STColl3CVTable	STColl3C	73	4	high	unique_constructor_vptr_anchor	005F6618 STColl3C::STColl3C [vptr-store] MOV dword ptr [ESI],0x79c5ac	005F6618 STColl3C::STColl3C [vptr-store] MOV dword ptr [ESI],0x79c5ac	STColl3C | STGameObjC	STColl3C	STColl3C	1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079C5AC
0	0	VTable_0079C710	VTable_0079C710		83	7	low	competing_slot_owners_left_unresolved			STContainerC | STGameObjC | STSprGameObjC			0		0079C25C	0079C710
0	1	VTable_0079C8A0	STGameObjCVTable_0079C8A0	STGameObjC	53	1	medium	single_named_slot_owner	005FD726 FUN_005fd710 [vptr-store] MOV dword ptr [ESI],0x79c8a0	005FD726 FUN_005fd710 [vptr-store] MOV dword ptr [ESI],0x79c8a0	STGameObjC			1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079C8A0
1	1	VTable_0079C9B0	STDestCVTable	STDestC	73	2	high	unique_constructor_vptr_anchor	00602419 STDestC::STDestC [vptr-store] MOV dword ptr [ESI],0x79c9b0	00602419 STDestC::STDestC [vptr-store] MOV dword ptr [ESI],0x79c9b0	STDestC | STGameObjC	STDestC	STDestC	1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079C9B0
0	1	VTable_0079CB10	VTable_0079CB10		1	0	medium	named_nonconstructor_vptr_writer_review	00602406 STDestC::STDestC [vptr-store] MOV dword ptr [EDI],0x79cb10	00602406 STDestC::STDestC [vptr-store] MOV dword ptr [EDI],0x79cb10			STDestC	0	0x1D5		0079CB10
1	1	VTable_0079CB14	STExplosionVTable	STExplosion	53	2	high	unique_constructor_vptr_anchor	00604098 STExplosion::STExplosion [vptr-store] MOV dword ptr [ESI],0x79cb14	00604098 STExplosion::STExplosion [vptr-store] MOV dword ptr [ESI],0x79cb14	STExplosion | STGameObjC	STExplosion	STExplosion	1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079CB14
0	1	VTable_0079CC28	STGameObjCVTable_0079CC28	STGameObjC	53	1	medium	single_named_slot_owner	0060995B FUN_00609950 [vptr-store] MOV dword ptr [ESI],0x79cc28	0060995B FUN_00609950 [vptr-store] MOV dword ptr [ESI],0x79cc28	STGameObjC			1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079CC28
0	1	VTable_0079CD94	STGameObjCVTable_0079CD94	STGameObjC	53	1	medium	single_named_slot_owner	0060EC7B FUN_0060ec70 [vptr-store] MOV dword ptr [ESI],0x79cd94	0060EC7B FUN_0060ec70 [vptr-store] MOV dword ptr [ESI],0x79cd94	STGameObjC			1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079CD94
1	1	VTable_0079CEBC	JumpManagCVTable	JumpManagC	1	1	high	unique_constructor_vptr_anchor	00617853 JumpManagC::JumpManagC [vptr-store] MOV dword ptr [ESI],0x79cebc	00617853 JumpManagC::JumpManagC [vptr-store] MOV dword ptr [ESI],0x79cebc	JumpManagC	JumpManagC	JumpManagC	1	0x0		0079CEBC
1	1	VTable_0079CED0	STJumpMineCVTable	STJumpMineC	1	1	high	unique_constructor_vptr_anchor	00619178 STJumpMineC::STJumpMineC [vptr-store] MOV dword ptr [ESI],0x79ced0	00619178 STJumpMineC::STJumpMineC [vptr-store] MOV dword ptr [ESI],0x79ced0	STJumpMineC	STJumpMineC	STJumpMineC	1	0x0		0079CED0
1	1	VTable_0079CED4	STLightCVTable	STLightC	2	2	high	unique_constructor_vptr_anchor	0061D628 STLightC::STLightC [vptr-store] MOV dword ptr [ESI],0x79ced4	0061D628 STLightC::STLightC [vptr-store] MOV dword ptr [ESI],0x79ced4	STLightC | SndUnderAttMenegC	STLightC	STLightC	1	0x0		0079CED4
1	1	VTable_0079CEFC	STMineSetCVTable	STMineSetC	73	4	high	unique_constructor_vptr_anchor	00622629 STMineSetC::STMineSetC [vptr-store] MOV dword ptr [ESI],0x79cefc	00622629 STMineSetC::STMineSetC [vptr-store] MOV dword ptr [ESI],0x79cefc	STGameObjC | STMineSetC	STMineSetC	STMineSetC	1	0x0	007900A0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079D098 | 0079D1D8 | 0079D33C | 0079D4AC	0079CEFC
0	1	VTable_0079D05C	VTable_0079D05C		1	0	medium	named_nonconstructor_vptr_writer_review	00622616 STMineSetC::STMineSetC [vptr-store] MOV dword ptr [EDI],0x79d05c	00622616 STMineSetC::STMineSetC [vptr-store] MOV dword ptr [EDI],0x79d05c			STMineSetC	0	0x1D5		0079D05C
1	1	VTable_0079D084	STManRub3CVTable	STManRub3C	1	1	high	unique_constructor_vptr_anchor	0062CF0B STManRub3C::STManRub3C [vptr-store] MOV dword ptr [ESI],0x79d084	0062CF0B STManRub3C::STManRub3C [vptr-store] MOV dword ptr [ESI],0x79d084	STManRub3C	STManRub3C	STManRub3C	1	0x0		0079D084
1	1	VTable_0079D098	STRubbishCVTable	STRubbishC	53	2	high	unique_constructor_vptr_anchor	0062ED37 STRubbishC::STRubbishC [vptr-store] MOV dword ptr [ESI],0x79d098	0062ED37 STRubbishC::STRubbishC [vptr-store] MOV dword ptr [ESI],0x79d098	STGameObjC | STRubbishC	STRubbishC	STRubbishC	1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D1D8 | 0079D33C | 0079D4AC	0079D098
1	1	VTable_0079D19C	STManRuinCVTable	STManRuinC	1	1	high	unique_constructor_vptr_anchor	0063087B STManRuinC::STManRuinC [vptr-store] MOV dword ptr [ESI],0x79d19c	0063087B STManRuinC::STManRuinC [vptr-store] MOV dword ptr [ESI],0x79d19c	STManRuinC	STManRuinC	STManRuinC	1	0x0		0079D19C
0	1	VTable_0079D1D8	STGameObjCVTable_0079D1D8	STGameObjC	73	1	medium	single_named_slot_owner	006394A9 FUN_00639480 [vptr-store] MOV dword ptr [ESI],0x79d1d8	006394A9 FUN_00639480 [vptr-store] MOV dword ptr [ESI],0x79d1d8	STGameObjC			1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D33C | 0079D4AC	0079D1D8
0	1	VTable_0079D338	VTable_0079D338		1	0	medium	unnamed_vptr_store	00639496 FUN_00639480 [vptr-store] MOV dword ptr [EDI],0x79d338	00639496 FUN_00639480 [vptr-store] MOV dword ptr [EDI],0x79d338				0	0x1D5		0079D338
0	1	VTable_0079D33C	STGameObjCVTable_0079D33C	STGameObjC	73	1	medium	single_named_slot_owner	0063BFD9 FUN_0063bfa0 [vptr-store] MOV dword ptr [ESI],0x79d33c	0063BFD9 FUN_0063bfa0 [vptr-store] MOV dword ptr [ESI],0x79d33c	STGameObjC			1	0x0	007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D4AC	0079D33C
0	1	VTable_0079D49C	VTable_0079D49C		1	0	medium	unnamed_vptr_store	0063BFB8 FUN_0063bfa0 [vptr-store] MOV dword ptr [EDI],0x79d49c	0063BFB8 FUN_0063bfa0 [vptr-store] MOV dword ptr [EDI],0x79d49c				0	0x1D5		0079D49C
0	0	VTable_0079D4AC	VTable_0079D4AC		73	2	low	competing_slot_owners_left_unresolved			STGameObjC | STTorpC			0		007900A0 | 00790AA0 | 00797560 | 00798C70 | 0079B238 | 0079B3C4 | 0079B528 | 0079B68C | 0079B78C | 0079B8F0 | 0079BA54 | 0079BBB8 | 0079BD1C | 0079BE80 | 0079C3EC | 0079C5AC | 0079C8A0 | 0079C9B0 | 0079CB14 | 0079CC28 | 0079CD94 | 0079CEFC | 0079D098 | 0079D1D8 | 0079D33C	0079D4AC
1	1	VTable_0079D610	STVolcanoCVTable	STVolcanoC	1	1	high	unique_constructor_vptr_anchor	00646C9B STVolcanoC::STVolcanoC [vptr-store] MOV dword ptr [ESI],0x79d610	00646C9B STVolcanoC::STVolcanoC [vptr-store] MOV dword ptr [ESI],0x79d610	STVolcanoC	STVolcanoC	STVolcanoC	1	0x0		0079D610
1	1	VTable_0079D618	AiBossClassTyVTable_at_1C	AiBossClassTy	13	0	high	unique_constructor_vptr_anchor	00647AEB AiBossClassTy::AiBossClassTy [vptr-store] MOV dword ptr [EDI],0x79d618	00647AEB AiBossClassTy::AiBossClassTy [vptr-store] MOV dword ptr [EDI],0x79d618		AiBossClassTy	AiBossClassTy	0	0x1C	0079D67C | 0079D6D4	0079D618
1	1	VTable_0079D658	AiBossClassTyVTable	AiBossClassTy	1	1	high	unique_constructor_vptr_anchor	00647AE5 AiBossClassTy::AiBossClassTy [vptr-store] MOV dword ptr [ESI],0x79d658	00647AE5 AiBossClassTy::AiBossClassTy [vptr-store] MOV dword ptr [ESI],0x79d658	AiBossClassTy	AiBossClassTy	AiBossClassTy	1	0x0		0079D658
0	1	VTable_0079D67C	VTable_0079D67C		13	0	medium	unnamed_vptr_store	0064CCA4 FUN_0064cc90 [vptr-store] MOV dword ptr [ESI],0x79d67c	0064CCA4 FUN_0064cc90 [vptr-store] MOV dword ptr [ESI],0x79d67c				1	0x0	0079D618 | 0079D6D4	0079D67C
1	1	VTable_0079D6BC	AiFltClassTyVTable	AiFltClassTy	1	1	high	unique_constructor_vptr_anchor	0065D23B AiFltClassTy::AiFltClassTy [vptr-store] MOV dword ptr [ESI],0x79d6bc	0065D23B AiFltClassTy::AiFltClassTy [vptr-store] MOV dword ptr [ESI],0x79d6bc	AiFltClassTy	AiFltClassTy	AiFltClassTy	1	0x0		0079D6BC
1	1	VTable_0079D6D4	AiPlrClassTyVTable_at_1C	AiPlrClassTy	13	1	high	unique_constructor_vptr_anchor	006788CB AiPlrClassTy::AiPlrClassTy [vptr-store] MOV dword ptr [EDI],0x79d6d4	006788CB AiPlrClassTy::AiPlrClassTy [vptr-store] MOV dword ptr [EDI],0x79d6d4	AiPlrClassTy	AiPlrClassTy	AiPlrClassTy	0	0x1C	0079D618 | 0079D67C	0079D6D4
1	1	VTable_0079D714	AiPlrClassTyVTable	AiPlrClassTy	1	1	high	unique_constructor_vptr_anchor	006788C5 AiPlrClassTy::AiPlrClassTy [vptr-store] MOV dword ptr [ESI],0x79d714	006788C5 AiPlrClassTy::AiPlrClassTy [vptr-store] MOV dword ptr [ESI],0x79d714	AiPlrClassTy	AiPlrClassTy	AiPlrClassTy	1	0x0		0079D714
0	0	VTable_0079D75C	VTable_0079D75C		3	0	low	function_pointer_run_without_owner						0			0079D75C
1	1	VTable_0079D76C	AiTactClassTyVTable	AiTactClassTy	1	1	high	unique_constructor_vptr_anchor	0068DC0B AiTactClassTy::AiTactClassTy [vptr-store] MOV dword ptr [ESI],0x79d76c	0068DC0B AiTactClassTy::AiTactClassTy [vptr-store] MOV dword ptr [ESI],0x79d76c	AiTactClassTy	AiTactClassTy	AiTactClassTy	1	0x0		0079D76C
0	1	VTable_0079DAF0	VTable_0079DAF0		5	0	medium	unnamed_vptr_store	006D51C7 FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0xcc],0x79daf0 | 006D506E FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0xcc],0x79daf0	006D51C7 FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0xcc],0x79daf0 | 006D506E FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0xcc],0x79daf0				0	0xCC	007A1550	0079DAF0
0	1	VTable_0079DB04	VTable_0079DB04		9	0	medium	unnamed_vptr_store	006D51BD FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0xc8],0x79db04 | 006D5064 FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0xc8],0x79db04	006D51BD FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0xc8],0x79db04 | 006D5064 FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0xc8],0x79db04				0	0xC8	007A1568	0079DB04
0	1	VTable_0079DB28	VTable_0079DB28		5	0	medium	unnamed_vptr_store	006D51B6 FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0x10],0x79db28 | 006D505D FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0x10],0x79db28	006D51B6 FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0x10],0x79db28 | 006D505D FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0x10],0x79db28				0	0x10	007A1590	0079DB28
0	1	VTable_0079DB3C	VTable_0079DB3C		15	0	medium	unnamed_vptr_store	006D51AF FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0xc],0x79db3c | 006D5056 FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0xc],0x79db3c	006D51AF FUN_006d51a0 [vptr-store] MOV dword ptr [ESI + 0xc],0x79db3c | 006D5056 FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI + 0xc],0x79db3c				0	0xC	007A1390 | 007A15A8	0079DB3C
0	1	VTable_0079DB78	VTable_0079DB78		49	2	medium	slot_owner_may_be_inherited_from_related_table	006D51A9 FUN_006d51a0 [vptr-store] MOV dword ptr [ESI],0x79db78 | 006D5050 FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI],0x79db78	006D51A9 FUN_006d51a0 [vptr-store] MOV dword ptr [ESI],0x79db78 | 006D5050 FUN_006d4ff0 [vptr-store] MOV dword ptr [ESI],0x79db78	CBaseRenderer			1	0x0	007A13D0 | 007A15E8 | 007A1C08 | 007A1CB8 | 007A1D88	0079DB78
0	1	VTable_0079DC3C	VTable_0079DC3C		9	0	medium	unnamed_vptr_store	006D575D FUN_006d5720 [vptr-store] MOV dword ptr [ESI + 0x98],0x79dc3c	006D575D FUN_006d5720 [vptr-store] MOV dword ptr [ESI + 0x98],0x79dc3c				0	0x98	0079DE58 | 007A1488 | 007A1740 | 007A18C8	0079DC3C
