target_address	target_function	callable_entry	callable_function	via_thunk	call_address	caller_address	caller_function	call_instruction	ecx_mode	ecx_evidence	pushes_in_window	stack_reservation	caller_cleanup_bytes	backward_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	00614FA4	00614EE0	FUN_00614ee0	CALL 0x004031e3	pointer_setup	00614F9F: MOV ECX,EDI	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	0061633E	00616280	FUN_00616280	CALL 0x004031e3	pointer_setup	0061632C: MOV ECX,dword ptr [EBP + -0x10]	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	0061859D	00618240	FUN_00618240	CALL 0x004031e3	pointer_setup	0061859B: MOV ECX,EDI	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	0061C755	0061C5F0	FUN_0061c5f0	CALL 0x004031e3	pointer_setup	0061C753: MOV ECX,EDI	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	0061CD94	0061CA90	FUN_0061ca90	CALL 0x004031e3	pointer_setup	0061CD92: MOV ECX,EBX	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	006259F7	00625730	STMineSetC::sub_00625730	CALL 0x004031e3	pointer_setup	006259F5: MOV ECX,ESI	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	00625D0A	00625730	STMineSetC::sub_00625730	CALL 0x004031e3	pointer_setup	00625D08: MOV ECX,ESI	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	00626542	006264D0	FUN_006264d0	CALL 0x004031e3	no_ecx_evidence		3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	00637628	00637350	FUN_00637350	CALL 0x004031e3	pointer_setup	00637626: MOV ECX,ESI	3	0	0	control_flow_boundary
004031E3	thunk_FUN_00416270	004031E3	thunk_FUN_00416270	0	00645F58	00645F10	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00644410::sub_00645F10	CALL 0x004031e3	pointer_setup	00645F4F: MOV ECX,EBX	4	0	0	control_flow_boundary
004031E8	thunk_FUN_00423d80	004031E8	thunk_FUN_00423d80	0	00423E0E	00423E00	FUN_00423e00	CALL 0x004031e8	pointer_setup	00423E0B: MOV ECX,ESI	1	0	0	previous_call
004031E8	thunk_FUN_00423d80	004031E8	thunk_FUN_00423d80	0	0042B85E	0042B7D0	STAllPlayersC::AddObjsToGroup	CALL 0x004031e8	no_ecx_evidence		1	0	0	control_flow_boundary
004031F2	thunk_FUN_005ecfe0	004031F2	thunk_FUN_005ecfe0	0	005EFBFA	005EFBD0	FUN_005efbd0	CALL 0x004031f2	pointer_setup	005EFBF8: MOV ECX,ESI	5	0	0	control_flow_boundary
004031F2	thunk_FUN_005ecfe0	004031F2	thunk_FUN_005ecfe0	0	005F0340	005F0310	FUN_005f0310	CALL 0x004031f2	no_ecx_evidence		5	0	0	control_flow_boundary
00403238	thunk_FUN_004cdeb0	00403238	thunk_FUN_004cdeb0	0	004CE29B	004CE250	FUN_004ce250	CALL 0x00403238	pointer_setup	004CE297: MOV ECX,dword ptr [EBP + -0x4]	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005689A1	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	0056899F: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005689D7	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	005689D5: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005689FE	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	005689FC: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00568A25	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	00568A23: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00568A4C	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	00568A4A: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00568A73	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	00568A71: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00568A9A	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	00568A98: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00568AC1	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	00568ABF: MOV ECX,EDI	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00568AE2	00568940	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00568940::FUN_00568940	CALL 0x0040329c	pointer_setup	00568ADD: MOV ECX,dword ptr [EBP + -0x4]	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	0059130F	00590B40	CampaignTy::InitCampaign	CALL 0x0040329c	scalar_setup	0059130A: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00591335	00590B40	CampaignTy::InitCampaign	CALL 0x0040329c	scalar_setup	00591330: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	0059177C	005916F0	CampaignTy::DoneCampaign	CALL 0x0040329c	scalar_setup	00591775: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00592952	005926E0	CampaignTy::AnimationCampaign	CALL 0x0040329c	scalar_setup	0059294D: MOV ECX,0x807658	1	0	0	control_flow_boundary
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	00596595	00595E40	FSGSTy::InitFSGS	CALL 0x0040329c	scalar_setup	00596590: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005AC4BF	005AB300	ChooseMapTy::InitChooseMap	CALL 0x0040329c	scalar_setup	005AC4BA: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005B2D91	005B2970	MainMenuTy::InitMainMenu	CALL 0x0040329c	scalar_setup	005B2D8C: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005BACC9	005BAAC0	PrividerTy::SetMode	CALL 0x0040329c	scalar_setup	005BACC0: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005BE043	005BD7A0	MReportTy::InitMReport	CALL 0x0040329c	scalar_setup	005BE03E: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005DFCE6	005DFA30	MTaskTy::InitMTask	CALL 0x0040329c	scalar_setup	005DFCDA: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005E1C38	005E1330	MTaskTy::PlayScript	CALL 0x0040329c	scalar_setup	005E1C2B: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005E4731	005E4570	MTaskTy::GetMessage	CALL 0x0040329c	scalar_setup	005E472C: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005E4AE6	005E4570	MTaskTy::GetMessage	CALL 0x0040329c	scalar_setup	005E4AE1: MOV ECX,0x807658	1	0	0	previous_call
0040329C	thunk_FUN_00568bc0	0040329C	thunk_FUN_00568bc0	0	005E7215	005E6770	WaitTy::InitWait	CALL 0x0040329c	scalar_setup	005E7210: MOV ECX,0x807658	1	0	0	previous_call
004032AB	thunk_FUN_0062fa80	004032AB	thunk_FUN_0062fa80	0	0062EA36	0062E740	STRubbishC::GetMessage	CALL 0x004032ab	pointer_setup	0062EA34: MOV ECX,ESI	1	0	0	control_flow_boundary
004032D8	thunk_FUN_004ce770	004032D8	thunk_FUN_004ce770	0	004C8034	004C7CC0	TLOBaseTy::FUN_004c7cc0	CALL 0x004032d8	pointer_setup	004C8032: MOV ECX,EBX	3	0	0	control_flow_boundary
004032DD	thunk_FUN_004e8e50	004032DD	thunk_FUN_004e8e50	0	004CB180	004CAFC0	TLOBaseTy::sub_004CAFC0	CALL 0x004032dd	pointer_setup	004CB17E: MOV ECX,ESI	4	0	0	control_flow_boundary
004032F1	thunk_FUN_004f91a0	004032F1	thunk_FUN_004f91a0	0	0066B9AC	0066ACC0	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_0064A970::FUN_0066acc0	CALL 0x004032f1	no_ecx_evidence		3	0	0	control_flow_boundary
004033A0	thunk_FUN_0056a960	004033A0	thunk_FUN_0056a960	0	00577BEF	005776D0	GameSystemC::GetMessage	CALL 0x004033a0	scalar_setup	00577BEA: MOV ECX,0x807620	2	0	0	control_flow_boundary
004033A0	thunk_FUN_0056a960	004033A0	thunk_FUN_0056a960	0	005D0DA4	005D0BB0	SettMapMTy::ChangePlayerTeam	CALL 0x004033a0	scalar_setup	005D0D9F: MOV ECX,0x807620	2	0	0	control_flow_boundary
004033A0	thunk_FUN_0056a960	004033A0	thunk_FUN_0056a960	0	005D69F1	005D5560	SettMapSTy::GetMessage	CALL 0x004033a0	scalar_setup	005D69EC: MOV ECX,0x807620	2	0	0	control_flow_boundary
004033A5	thunk_FUN_00639670	004033A5	thunk_FUN_00639670	0	00638E05	00638CA0	FUN_00638ca0	CALL 0x004033a5	pointer_setup	00638E03: MOV ECX,EBX	1	0	0	previous_call
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	0041DB60	0041DA30	FUN_0041da30	CALL 0x004033aa	pointer_setup	0041DB57: MOV ECX,ESI	1	0	0	previous_call
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	004C61F6	004C61E0	TLOBldMark::sub_004C61E0	CALL 0x004033aa	pointer_setup	004C61F2: MOV ECX,dword ptr [ESI + 0x2c]	1	0	0	previous_call
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	004CBE80	004CBE10	FUN_004cbe10	CALL 0x004033aa	pointer_setup	004CBE73: MOV ECX,dword ptr [ESI + 0x5ff]	1	0	0	previous_call
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	004CC6E5	004CC370	FUN_004cc370	CALL 0x004033aa	pointer_setup	004CC6DE: MOV ECX,dword ptr [ESI + 0x603]	1	0	0	previous_call
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	004D4B8D	004D32C0	FUN_004d32c0	CALL 0x004033aa	pointer_setup	004D4B8A: MOV ECX,dword ptr [EDI]	1	0	0	previous_call
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	004D4BB7	004D32C0	FUN_004d32c0	CALL 0x004033aa	pointer_setup	004D4BB1: MOV ECX,dword ptr [ESI + 0x35c]	1	0	0	control_flow_boundary
004033AA	thunk_FUN_004ac9e0	004033AA	thunk_FUN_004ac9e0	0	0057E9FD	0057E0A0	STDcResourcC::GetMessage	CALL 0x004033aa	pointer_setup	0057E9F9: MOV ECX,dword ptr [EAX + ESI*0x4]	1	0	0	control_flow_boundary
004034D1	thunk_FUN_0062e6b0	004034D1	thunk_FUN_0062e6b0	0	004DD631	004DD570	FUN_004dd570	CALL 0x004034d1	pointer_setup	004DD629: MOV ECX,dword ptr [0x008117a4]	2	0	0	control_flow_boundary
0040352B	thunk_FUN_00568780	0040352B	thunk_FUN_00568780	0	005695FE	00568DD0	SoundClassTy::PlaySound	CALL 0x0040352b	pointer_setup	005695FC: MOV ECX,EBX	2	0	0	control_flow_boundary
0040356C	thunk_FUN_0069c360	0040356C	thunk_FUN_0069c360	0	0069CC45	0069CB50	CGenerate::sub_0069CB50	CALL 0x0040356c	pointer_setup	0069CC43: MOV ECX,EDI	3	0	0	previous_call
00403580	thunk_FUN_0060a430	00403580	thunk_FUN_0060a430	0	004C2FC2	004C2F70	TLOBaseTy::sub_004C2F70	CALL 0x00403580	pointer_setup	004C2FBD: MOV ECX,dword ptr [EBP + -0x4]	1	0	0	control_flow_boundary
00403580	thunk_FUN_0060a430	00403580	thunk_FUN_0060a430	0	006094AE	00608E90	FUN_00608e90	CALL 0x00403580	pointer_setup	006094AC: MOV ECX,EBX	1	0	0	control_flow_boundary
004035A8	thunk_FUN_005fd940	004035A8	thunk_FUN_005fd940	0	0060009B	005FFF60	FUN_005fff60	CALL 0x004035a8	pointer_setup	00600098: MOV ECX,ESI	1	0	0	control_flow_boundary
004035A8	thunk_FUN_005fd940	004035A8	thunk_FUN_005fd940	0	0060092B	00600750	FUN_00600750	CALL 0x004035a8	pointer_setup	00600929: MOV ECX,EDI	1	0	0	control_flow_boundary
004035A8	thunk_FUN_005fd940	004035A8	thunk_FUN_005fd940	0	00600E5E	00600750	FUN_00600750	CALL 0x004035a8	pointer_setup	00600E5B: MOV ECX,EDI	1	0	0	control_flow_boundary
004035A8	thunk_FUN_005fd940	004035A8	thunk_FUN_005fd940	0	00600E6B	00600750	FUN_00600750	CALL 0x004035a8	pointer_setup	00600E68: MOV ECX,EDI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CD845	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CD83D: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CD8F4	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CD8F2: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CD9AF	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CD9A7: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CDA6A	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CDA68: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CDB12	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CDB0A: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CDBC9	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CDBC7: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CDC76	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CDC6E: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CDD24	004CD790	FUN_004cd790	CALL 0x004035b2	pointer_setup	004CDD1C: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CE364	004CE250	FUN_004ce250	CALL 0x004035b2	pointer_setup	004CE35C: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CE412	004CE250	FUN_004ce250	CALL 0x004035b2	pointer_setup	004CE40A: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CE4BD	004CE250	FUN_004ce250	CALL 0x004035b2	pointer_setup	004CE4BB: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CE560	004CE250	FUN_004ce250	CALL 0x004035b2	pointer_setup	004CE55E: MOV ECX,ESI	1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CE652	004CE640	FUN_004ce640	CALL 0x004035b2	no_ecx_evidence		1	0	0	control_flow_boundary
004035B2	thunk_FUN_004ce250	004035B2	thunk_FUN_004ce250	0	004CE6E2	004CE6E0	FUN_004ce6e0	CALL 0x004035b2	no_ecx_evidence		1	0	0	caller_start
004035D5	thunk_FUN_0057f530	004035D5	thunk_FUN_0057f530	0	005805D5	005805C0	STDcResourcC::sub_005805C0	CALL 0x004035d5	live_prior_ecx	005805C1: MOV ESI,ECX	5	0	0	caller_start
00403611	thunk_FUN_005f8810	00403611	thunk_FUN_005f8810	0	005F7D78	005F6F60	STColl3C::sub_005F6F60	CALL 0x00403611	pointer_setup	005F7D75: MOV ECX,EBX	1	0	0	previous_call
00403620	thunk_FUN_004ec700	00403620	thunk_FUN_004ec700	0	004CB117	004CAFC0	TLOBaseTy::sub_004CAFC0	CALL 0x00403620	pointer_setup	004CB115: MOV ECX,ESI	4	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005934EB	00593040	CampaignTy::GetMessage	CALL 0x004036c0	pointer_setup	005934E9: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	00593527	00593040	CampaignTy::GetMessage	CALL 0x004036c0	pointer_setup	00593525: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005A3406	005A32F0	FSGSTy::CreateGame	CALL 0x004036c0	pointer_setup	005A3404: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005A50D9	005A4350	FSGSTy::GetMessage	CALL 0x004036c0	pointer_setup	005A50D7: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005A5DAA	005A4350	FSGSTy::GetMessage	CALL 0x004036c0	pointer_setup	005A5DA8: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B1039	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B1037: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B10C2	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B10C0: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B113B	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B1139: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B1386	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B1384: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B15EB	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B15E9: MOV ECX,EBX	3	0	0	previous_call
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B1798	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B178F: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B1838	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B1836: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B1AA1	005B0BA0	ChooseMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005B1A9F: MOV ECX,EBX	3	0	0	window_limit
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005B4EBE	005B4BB0	MainMenuTy::GetMessage	CALL 0x004036c0	pointer_setup	005B4EBC: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005BB4B3	005BAE00	PrividerTy::NonePrivider	CALL 0x004036c0	pointer_setup	005BB4B1: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005BB4F1	005BAE00	PrividerTy::NonePrivider	CALL 0x004036c0	pointer_setup	005BB4EF: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005BC9F4	005BC5E0	PrividerTy::GetMessage	CALL 0x004036c0	pointer_setup	005BC9F2: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005BCA46	005BC5E0	PrividerTy::GetMessage	CALL 0x004036c0	pointer_setup	005BCA3D: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005BCAEC	005BC5E0	PrividerTy::GetMessage	CALL 0x004036c0	pointer_setup	005BCAE4: MOV ECX,ESI	2	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005BCD5B	005BC5E0	PrividerTy::GetMessage	CALL 0x004036c0	pointer_setup	005BCD59: MOV ECX,ESI	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005C9CEA	005C8A40	SettMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005C9CE8: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005C9D64	005C8A40	SettMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005C9D5B: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005C9DB1	005C8A40	SettMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005C9DAF: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005C9DEE	005C8A40	SettMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005C9DEC: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005C9E49	005C8A40	SettMapTy::GetMessage	CALL 0x004036c0	pointer_setup	005C9E47: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005D48A2	005D4850	SettMapMTy::RunGame	CALL 0x004036c0	pointer_setup	005D48A0: MOV ECX,ESI	3	0	0	previous_call
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005D5CD0	005D5560	SettMapSTy::GetMessage	CALL 0x004036c0	pointer_setup	005D5CCE: MOV ECX,EBX	0	0	0	window_limit
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005D5E5C	005D5560	SettMapSTy::GetMessage	CALL 0x004036c0	pointer_setup	005D5E5A: MOV ECX,EBX	0	0	0	window_limit
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005E8DC7	005E84D0	WaitTy::NoneWait	CALL 0x004036c0	pointer_setup	005E8DBF: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005EA95C	005EA680	WaitTy::GetMessage	CALL 0x004036c0	pointer_setup	005EA95A: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005EA985	005EA680	WaitTy::GetMessage	CALL 0x004036c0	pointer_setup	005EA983: MOV ECX,EBX	3	0	0	control_flow_boundary
004036C0	thunk_FUN_005b6350	004036C0	thunk_FUN_005b6350	0	005EA9AB	005EA680	WaitTy::GetMessage	CALL 0x004036c0	pointer_setup	005EA9A9: MOV ECX,EBX	3	0	0	control_flow_boundary
004036ED	thunk_FUN_00695010	004036ED	thunk_FUN_00695010	0	0069EF91	0069ECE0	FUN_0069ece0	CALL 0x004036ed	pointer_setup	0069EF81: MOV ECX,ESI	3	0	0	window_limit
004036FC	thunk_FUN_00647a60	004036FC	thunk_FUN_00647a60	0	006463CC	006461E0	STVolcanoC::GetMessage	CALL 0x004036fc	pointer_setup	006463C0: MOV ECX,ESI	1	0	0	previous_call
004036FC	thunk_FUN_00647a60	004036FC	thunk_FUN_00647a60	0	00646863	006461E0	STVolcanoC::GetMessage	CALL 0x004036fc	pointer_setup	00646857: MOV ECX,ESI	1	0	0	control_flow_boundary
004036FC	thunk_FUN_00647a60	004036FC	thunk_FUN_00647a60	0	00647473	006473E0	FUN_006473e0	CALL 0x004036fc	pointer_setup	00647471: MOV ECX,ESI	1	0	0	previous_call
00403751	thunk_FUN_005ff1f0	00403751	thunk_FUN_005ff1f0	0	006007C3	00600750	FUN_00600750	CALL 0x00403751	pointer_setup	006007C1: MOV ECX,EDI	3	0	0	control_flow_boundary
00403788	thunk_FUN_00424620	00403788	thunk_FUN_00424620	0	0065744D	00652810	AiEventClassTy::GetMessage	CALL 0x00403788	pointer_setup	0065744B: MOV ECX,EAX	1	0	0	control_flow_boundary
00403797	thunk_FUN_0063de20	00403797	thunk_FUN_0063de20	0	00639DA6	00639C90	FUN_00639c90	CALL 0x00403797	pointer_setup	00639DA4: MOV ECX,EBX	1	0	0	previous_call
00403797	thunk_FUN_0063de20	00403797	thunk_FUN_0063de20	0	0063AA50	00639C90	FUN_00639c90	CALL 0x00403797	pointer_setup	0063AA47: MOV ECX,EBX	1	0	0	previous_call
00403797	thunk_FUN_0063de20	00403797	thunk_FUN_0063de20	0	0063ABF9	00639C90	FUN_00639c90	CALL 0x00403797	pointer_setup	0063ABF7: MOV ECX,EBX	1	0	0	previous_call
004037A1	thunk_FUN_0062dbd0	004037A1	thunk_FUN_0062dbd0	0	0062E52B	0062E520	FUN_0062e520	CALL 0x004037a1	no_ecx_evidence		3	0	0	caller_start
004037B5	thunk_FUN_004934b0	004037B5	thunk_FUN_004934b0	0	00478846	00478640	STBoatC::Recharge	CALL 0x004037b5	pointer_setup	00478844: MOV ECX,ESI	4	0	0	control_flow_boundary
