convention_apply	receiver_type_apply	address	expected_name	expected_name_source	expected_signature	expected_signature_source	expected_calling_convention	proposed_calling_convention	receiver_type_name	receiver_type_path	observed_size	vtable_slots	calls	ecx_pointer_setup	ecx_scalar_setup	ecx_live_prior	caller_cleanup_calls	expected_stack_bytes	confidence	reason
0	0	007484F4	FUN_007484f4	DEFAULT	undefined FUN_007484f4(void)	DEFAULT	unknown	__thiscall	AnonReceiver_007484F4	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_007484F4	156		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00748527	FUN_00748527	DEFAULT	undefined FUN_00748527(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00748527	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00748527	28		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0074853B	FUN_0074853b	DEFAULT	undefined FUN_0074853b(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074853B	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074853B	28		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	007489A5	FUN_007489a5	DEFAULT	undefined FUN_007489a5(void)	DEFAULT	unknown	__thiscall	AnonReceiver_007489A5	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_007489A5	162		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=3; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	007489CF	FUN_007489cf	DEFAULT	undefined FUN_007489cf(void)	DEFAULT	unknown	__thiscall	AnonReceiver_007489CF	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_007489CF	162		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=3; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00749CEC	FUN_00749cec	DEFAULT	undefined FUN_00749cec(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00749CEC	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00749CEC	92		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	0074A220	FUN_0074a220	DEFAULT	undefined FUN_0074a220(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074A220	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074A220	28	0x5C	0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=0; stack_discipline_mismatch
0	0	0074A30E	FUN_0074a30e	DEFAULT	undefined FUN_0074a30e(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074A30E	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074A30E	104	0x38,0x3C,0xAC	0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=4; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	0074AB73	FUN_0074ab73	DEFAULT	undefined FUN_0074ab73(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074AB73	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074AB73	220		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	0074AB88	FUN_0074ab88	DEFAULT	undefined FUN_0074ab88(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074AB88	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074AB88	220		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[]; expected_stack=0; stack_discipline_mismatch
0	0	0074AB93	FUN_0074ab93	DEFAULT	undefined FUN_0074ab93(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074AB93	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074AB93	220		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[]; expected_stack=0; stack_discipline_mismatch
0	0	0074AB9E	FUN_0074ab9e	DEFAULT	undefined FUN_0074ab9e(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00747F57	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00747F57	220		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	0074AD27	FUN_0074ad27	DEFAULT	undefined FUN_0074ad27(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074AD27	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074AD27	4	0xBC	0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0074AD32	FUN_0074ad32	DEFAULT	undefined FUN_0074ad32(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074AD32	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074AD32	324		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0074AD60	FUN_0074ad60	DEFAULT	undefined FUN_0074ad60(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074AD60	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074AD60	312		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=11; incoming_edx_uses=4; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[8]; expected_stack=0; stack_discipline_mismatch
0	0	0074C1CA	FUN_0074c1ca	DEFAULT	undefined FUN_0074c1ca(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C1CA	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C1CA	148		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0074C1DC	FUN_0074c1dc	DEFAULT	undefined FUN_0074c1dc(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C1DC	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C1DC	148		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0074C1EE	FUN_0074c1ee	DEFAULT	undefined FUN_0074c1ee(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C1EE	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C1EE	148		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[]; expected_stack=0; stack_discipline_mismatch
0	0	0074C35B	FUN_0074c35b	DEFAULT	undefined FUN_0074c35b(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C35B	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C35B	220		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=3; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0074C7F6	FUN_0074c7f6	DEFAULT	undefined FUN_0074c7f6(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C7F6	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C7F6	164		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	0074C842	FUN_0074c842	DEFAULT	undefined FUN_0074c842(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C842	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C842	164		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[8]; expected_stack=0; stack_discipline_mismatch
0	0	0074C858	FUN_0074c858	DEFAULT	undefined FUN_0074c858(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074C858	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074C858	164		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[8]; expected_stack=0; stack_discipline_mismatch
