function_address	function	parameter_ordinal	parameter_name	parameter_type	storage	frame_offset	qualifies	selected	score	direct_reads	scalar_operations	signed_comparisons	unsigned_bounds	pointer_dereferences	slot_reused	evidence
006F5C60	FUN_006f5c60	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F5C60	FUN_006f5c60	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	105	1	5	0	0	2	0	006F5C7B incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006F5CD7 pointer-like dereference: MOV byte ptr [EDX],AL | 006F5CDC scalar operation: INC EDX | 006F5D0B pointer-like dereference: MOV byte ptr [EDX],AL | 006F5D10 scalar operation: INC EDX | 006F5D1F scalar operation: ADD EDX,EAX | 006F5D42 scalar operation: ADD EDX,EDI | 006F5D5F scalar operation: ADD EDX,EBX
006F5D80	FUN_006f5d80	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F5D80	FUN_006f5d80	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	1	1	006F5E4D incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F5E50 pointer-like dereference: MOV byte ptr [EDI],DL | 006F5E55 incoming load: MOV EBX,dword ptr [EBP + 0x8] | 006F5E5B scalar operation: INC EBX | 006F5E60 first slot write: MOV dword ptr [EBP + 0x8],EBX
006F6020	FUN_006f6020	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F6020	FUN_006f6020	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1103	1	3	0	0	3	1	006F603E incoming load: MOV ESI,dword ptr [EBP + 0x8] | 006F60FB pointer-like dereference: MOV byte ptr [ESI],DL | 006F610C pointer-like dereference: MOV byte ptr [ESI],BL | 006F6114 scalar operation: INC ESI | 006F6153 pointer-like dereference: MOV byte ptr [ESI],DL | 006F615B scalar operation: INC ESI | 006F6192 scalar operation: ADD ESI,EAX | 006F61DC first slot write: MOV dword ptr [EBP + 0x8],EDX
006F6AE0	FUN_006f6ae0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F6AE0	FUN_006f6ae0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	1	1	006F6B16 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F6BE9 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F6C06 pointer-like dereference: MOV byte ptr [EDI],CL | 006F6C0E scalar operation: INC EDI | 006F6C28 first slot write: MOV dword ptr [EBP + 0x8],EDI
006F6EA0	FUN_006f6ea0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F6EA0	FUN_006f6ea0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	2	1	006F6ED6 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F6FA9 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F6FC6 pointer-like dereference: MOV byte ptr [EDI],CL | 006F6FD7 pointer-like dereference: MOV byte ptr [EDI],AL | 006F6FDF scalar operation: INC EDI | 006F7000 first slot write: MOV dword ptr [EBP + 0x8],EDI
006F7D10	FUN_006f7d10	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F7D10	FUN_006f7d10	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	108	1	8	0	0	4	0	006F7D2F incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F7DDF pointer-like dereference: MOV byte ptr [EDI],AL | 006F7DE7 scalar operation: INC EDI | 006F7E19 pointer-like dereference: MOV byte ptr [EDI],DL | 006F7E21 scalar operation: INC EDI | 006F7E31 scalar operation: ADD EDI,EAX | 006F7EB2 pointer-like dereference: MOV byte ptr [EDI],DL | 006F7EBD scalar operation: INC EDI | 006F7EF2 pointer-like dereference: MOV byte ptr [EDI],DL | 006F7EFD scalar operation: INC EDI | 006F7F0D scalar operation: ADD EDI,ESI | 006F7F7C scalar operation: ADD EDI,ECX | 006F7F97 scalar operation: ADD EDI,EDX
006F7FC0	FUN_006f7fc0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F7FC0	FUN_006f7fc0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	108	1	8	0	0	4	0	006F7FD9 incoming load: MOV EBX,dword ptr [EBP + 0x8] | 006F8063 scalar operation: ADD EBX,EAX | 006F8087 pointer-like dereference: MOV DL,byte ptr [EBX] | 006F808C pointer-like dereference: MOV byte ptr [EBX],DL | 006F8094 scalar operation: INC EBX | 006F80A4 scalar operation: ADD EBX,EAX | 006F80E7 scalar operation: ADD EBX,EDI | 006F810E pointer-like dereference: MOV DL,byte ptr [EBX] | 006F8113 pointer-like dereference: MOV byte ptr [EBX],DL | 006F811E scalar operation: INC EBX | 006F812E scalar operation: ADD EBX,EDI | 006F818D scalar operation: ADD EBX,ECX | 006F81A1 scalar operation: ADD EBX,ECX
006F81D0	FUN_006f81d0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F81D0	FUN_006f81d0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1100	1	0	0	0	0	1	006F8204 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F82A7 first slot write: MOV dword ptr [EBP + 0x8],ESI
006F85A0	FUN_006f85a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F85A0	FUN_006f85a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	105	1	5	0	0	2	0	006F85B0 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 006F85E7 scalar operation: INC ECX | 006F85ED pointer-like dereference: MOV byte ptr [ECX + -0x1],AL | 006F8607 scalar operation: INC ECX | 006F860D pointer-like dereference: MOV byte ptr [ECX + -0x1],AL | 006F861C scalar operation: ADD ECX,EAX | 006F8633 scalar operation: ADD ECX,ESI | 006F8644 scalar operation: ADD ECX,ESI
006F8660	FUN_006f8660	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F8660	FUN_006f8660	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	006F8677 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F8745 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F874D scalar operation: ADD EDI,EAX | 006F874F first slot write: MOV dword ptr [EBP + 0x8],EDI
006F88A0	FUN_006f88a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006F88A0	FUN_006f88a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	108	1	8	0	0	4	0	006F88B5 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006F8953 scalar operation: INC EDI | 006F8959 pointer-like dereference: MOV byte ptr [EDI + -0x1],AL | 006F8976 scalar operation: INC EDI | 006F897C pointer-like dereference: MOV byte ptr [EDI + -0x1],DL | 006F8986 scalar operation: ADD EDI,EAX | 006F89E0 scalar operation: INC EDI | 006F89E5 pointer-like dereference: MOV byte ptr [EDI + -0x1],DL | 006F8A09 scalar operation: INC EDI | 006F8A0E pointer-like dereference: MOV byte ptr [EDI + -0x1],DL | 006F8A1C scalar operation: ADD EDI,ESI | 006F8A84 scalar operation: ADD EDI,ECX | 006F8A90 scalar operation: ADD EDI,ECX
006FA280	FUN_006fa280	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FA280	FUN_006fa280	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1211	2	11	0	0	9	1	006FA30E incoming load: MOV ESI,dword ptr [EBP + 0x8] | 006FA3FB pointer-like dereference: MOV byte ptr [ESI],DL | 006FA400 scalar operation: INC ESI | 006FA41C pointer-like dereference: MOV byte ptr [ESI],DL | 006FA421 scalar operation: INC ESI | 006FA43F pointer-like dereference: MOV byte ptr [ESI],DL | 006FA444 scalar operation: INC ESI | 006FA48E pointer-like dereference: MOV byte ptr [ESI],CL | 006FA496 scalar operation: INC ESI | 006FA4BE pointer-like dereference: MOV byte ptr [ESI],CL | 006FA4C6 scalar operation: INC ESI | 006FA4FF pointer-like dereference: MOV byte ptr [ESI],CL | 006FA507 scalar operation: INC ESI | 006FA549 scalar operation: INC ESI | 006FA5D3 pointer-like dereference: MOV byte ptr [ESI],BL | 006FA5DB scalar operation: INC ESI
006FA7A0	FUN_006fa7a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FA7A0	FUN_006fa7a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1216	2	16	0	0	14	1	006FA833 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 006FA917 pointer-like dereference: MOV byte ptr [ECX],BL | 006FA91C scalar operation: INC ECX | 006FA936 scalar operation: INC ECX | 006FA940 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 006FA972 pointer-like dereference: MOV byte ptr [ECX],BL | 006FA977 scalar operation: INC ECX | 006FA9A8 pointer-like dereference: MOV byte ptr [ECX],BL | 006FA9AD scalar operation: INC ECX | 006FAA04 pointer-like dereference: MOV byte ptr [ECX],BL | 006FAA09 scalar operation: INC ECX | 006FAA45 pointer-like dereference: MOV byte ptr [ECX],BL | 006FAA4A scalar operation: INC ECX | 006FAA98 pointer-like dereference: MOV byte ptr [ECX],BL | 006FAA9D scalar operation: INC ECX | 006FAABF scalar operation: INC ECX
006FADC0	FUN_006fadc0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FADC0	FUN_006fadc0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	006FAE54 incoming load: MOV EBX,dword ptr [EBP + 0x8] | 006FB418 incoming load: MOV EBX,dword ptr [EBP + 0x8] | 006FB424 scalar operation: ADD EBX,ECX | 006FB42C first slot write: MOV dword ptr [EBP + 0x8],EBX
006FB4A0	FUN_006fb4a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FB4A0	FUN_006fb4a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1218	2	18	0	0	29	1	006FB540 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 006FB61B pointer-like dereference: MOV byte ptr [ESI],CL | 006FB62C pointer-like dereference: MOV byte ptr [ESI],DL | 006FB638 scalar operation: INC ESI | 006FB673 pointer-like dereference: MOV byte ptr [ESI],CL | 006FB681 pointer-like dereference: MOV byte ptr [ESI],DL | 006FB689 scalar operation: INC ESI | 006FB6D7 pointer-like dereference: MOV byte ptr [ESI],CL | 006FB6E5 pointer-like dereference: MOV byte ptr [ESI],DL | 006FB6F1 scalar operation: INC ESI | 006FB71C pointer-like dereference: MOV byte ptr [ESI],CL | 006FB72A pointer-like dereference: MOV byte ptr [ESI],DL | 006FB732 scalar operation: INC ESI | 006FB79D pointer-like dereference: MOV byte ptr [ESI],CL | 006FB7AE pointer-like dereference: MOV byte ptr [ESI],DL | 006FB7BA scalar operation: INC ESI
006FDEA0	FUN_006fdea0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FDEA0	FUN_006fdea0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	006FDF39 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 006FE3EB incoming load: MOV EBX,dword ptr [EBP + 0x8] | 006FE3FA scalar operation: ADD EBX,EAX | 006FE404 first slot write: MOV dword ptr [EBP + 0x8],EBX
006FE570	FUN_006fe570	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FE570	FUN_006fe570	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	006FE60C incoming load: MOV EDI,dword ptr [EBP + 0x8] | 006FECFC incoming load: MOV EAX,dword ptr [EBP + 0x8] | 006FED0B scalar operation: ADD EAX,EDX | 006FED10 first slot write: MOV dword ptr [EBP + 0x8],EAX
006FED50	FUN_006fed50	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FED50	FUN_006fed50	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	006FEDF5 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 006FF457 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 006FF460 scalar operation: ADD EAX,ECX | 006FF465 first slot write: MOV dword ptr [EBP + 0x8],EAX
006FF690	FUN_006ff690	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006FF690	FUN_006ff690	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	006FF735 incoming load: MOV EDI,dword ptr [EBP + 0x8] | 007000F7 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 00700103 scalar operation: ADD EAX,ECX | 00700108 first slot write: MOV dword ptr [EBP + 0x8],EAX
007012F0	FUN_007012f0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
007012F0	FUN_007012f0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1216	2	16	0	0	12	1	00701448 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 007015EA pointer-like dereference: MOV byte ptr [ESI],CL | 007015EC scalar operation: INC ESI | 007015FB scalar operation: INC ESI | 0070162E pointer-like dereference: MOV byte ptr [ESI],CL | 00701633 scalar operation: INC ESI | 00701663 pointer-like dereference: MOV byte ptr [ESI],CL | 00701668 scalar operation: INC ESI | 007016A9 pointer-like dereference: MOV byte ptr [ESI],CL | 007016AE scalar operation: INC ESI | 007016E9 pointer-like dereference: MOV byte ptr [ESI],CL | 007016EE scalar operation: INC ESI | 00701722 pointer-like dereference: MOV byte ptr [ESI],CL | 00701727 scalar operation: INC ESI | 0070173B scalar operation: INC ESI | 007017F9 pointer-like dereference: MOV byte ptr [ESI],CL
00701AD0	FUN_00701ad0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00701AD0	FUN_00701ad0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1219	2	19	0	0	16	1	00701C3B incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00701DD6 pointer-like dereference: MOV byte ptr [ESI],CL | 00701DDB scalar operation: INC ESI | 00701E10 pointer-like dereference: MOV byte ptr [ESI],CL | 00701E15 scalar operation: INC ESI | 00701E64 pointer-like dereference: MOV byte ptr [ESI],CL | 00701E69 scalar operation: INC ESI | 00701E99 pointer-like dereference: MOV byte ptr [ESI],CL | 00701E9E scalar operation: INC ESI | 00701EFE pointer-like dereference: MOV byte ptr [ESI],CL | 00701F03 scalar operation: INC ESI | 00701F41 pointer-like dereference: MOV byte ptr [ESI],CL | 00701F46 scalar operation: INC ESI | 00701F9F pointer-like dereference: MOV byte ptr [ESI],CL | 00701FA4 scalar operation: INC ESI | 00701FD8 pointer-like dereference: MOV byte ptr [ESI],CL
00702510	FUN_00702510	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00702510	FUN_00702510	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1214	2	14	0	0	12	1	0070259D incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00702673 pointer-like dereference: MOV byte ptr [ESI],CL | 00702678 scalar operation: INC ESI | 0070269B pointer-like dereference: MOV byte ptr [ESI],CL | 007026A0 scalar operation: INC ESI | 007026D4 pointer-like dereference: MOV byte ptr [ESI],CL | 007026D9 scalar operation: INC ESI | 0070271B pointer-like dereference: MOV byte ptr [ESI],CL | 00702723 scalar operation: INC ESI | 0070274A pointer-like dereference: MOV byte ptr [ESI],CL | 00702752 scalar operation: INC ESI | 00702789 pointer-like dereference: MOV byte ptr [ESI],CL | 00702791 scalar operation: INC ESI | 007027A9 scalar operation: INC ESI | 0070284E pointer-like dereference: MOV byte ptr [ESI],CL | 00702856 scalar operation: INC ESI
00702A30	FUN_00702a30	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00702A30	FUN_00702a30	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1214	2	14	0	0	12	1	00702AC2 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00702B94 pointer-like dereference: MOV byte ptr [ESI],CL | 00702B99 scalar operation: INC ESI | 00702BCD pointer-like dereference: MOV byte ptr [ESI],CL | 00702BD2 scalar operation: INC ESI | 00702C11 pointer-like dereference: MOV byte ptr [ESI],CL | 00702C16 scalar operation: INC ESI | 00702C4A pointer-like dereference: MOV byte ptr [ESI],CL | 00702C4F scalar operation: INC ESI | 00702CAA pointer-like dereference: MOV byte ptr [ESI],CL | 00702CB2 scalar operation: INC ESI | 00702CF1 pointer-like dereference: MOV byte ptr [ESI],CL | 00702CF9 scalar operation: INC ESI | 00702D4A pointer-like dereference: MOV byte ptr [ESI],CL | 00702D52 scalar operation: INC ESI | 00702D8D pointer-like dereference: MOV byte ptr [ESI],CL
00703160	FUN_00703160	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00703160	FUN_00703160	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1214	2	14	0	0	24	1	007031E8 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 007032BC pointer-like dereference: MOV BL,byte ptr [ECX] | 007032C9 pointer-like dereference: MOV byte ptr [ECX],BL | 007032CE scalar operation: INC ECX | 007032EB pointer-like dereference: MOV BL,byte ptr [ECX] | 007032F8 pointer-like dereference: MOV byte ptr [ECX],BL | 007032FD scalar operation: INC ECX | 0070332B pointer-like dereference: MOV BL,byte ptr [ECX] | 00703338 pointer-like dereference: MOV byte ptr [ECX],BL | 0070333D scalar operation: INC ECX | 00703375 pointer-like dereference: MOV BL,byte ptr [ECX] | 0070337A pointer-like dereference: MOV byte ptr [ECX],BL | 0070337F scalar operation: INC ECX | 0070339B pointer-like dereference: MOV BL,byte ptr [ECX] | 007033A0 pointer-like dereference: MOV byte ptr [ECX],BL | 007033A5 scalar operation: INC ECX
00703650	FUN_00703650	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00703650	FUN_00703650	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1218	2	18	0	0	32	1	007036DF incoming load: MOV ESI,dword ptr [EBP + 0x8] | 007037B3 pointer-like dereference: MOV BL,byte ptr [ESI] | 007037C0 pointer-like dereference: MOV byte ptr [ESI],CL | 007037C5 scalar operation: INC ESI | 007037F3 pointer-like dereference: MOV BL,byte ptr [ESI] | 00703800 pointer-like dereference: MOV byte ptr [ESI],CL | 00703805 scalar operation: INC ESI | 0070383E pointer-like dereference: MOV BL,byte ptr [ESI] | 0070384B pointer-like dereference: MOV byte ptr [ESI],CL | 00703850 scalar operation: INC ESI | 0070387E pointer-like dereference: MOV BL,byte ptr [ESI] | 0070388B pointer-like dereference: MOV byte ptr [ESI],CL | 00703890 scalar operation: INC ESI | 007038E3 pointer-like dereference: MOV CL,byte ptr [ESI] | 007038E8 pointer-like dereference: MOV byte ptr [ESI],CL | 007038ED scalar operation: INC ESI
00703D40	FUN_00703d40	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00703D40	FUN_00703d40	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1214	2	14	0	0	12	1	00703DE7 incoming load: MOV EBX,dword ptr [EBP + 0x8] | 00703EB9 pointer-like dereference: MOV byte ptr [EBX],CL | 00703EC1 scalar operation: INC EBX | 00703F0A pointer-like dereference: MOV byte ptr [EBX],CL | 00703F12 scalar operation: INC EBX | 00703F6C pointer-like dereference: MOV byte ptr [EBX],CL | 00703F74 scalar operation: INC EBX | 00703FE0 pointer-like dereference: MOV byte ptr [EBX],CL | 00703FE8 scalar operation: INC EBX | 00704038 pointer-like dereference: MOV byte ptr [EBX],CL | 00704040 scalar operation: INC EBX | 007040A8 pointer-like dereference: MOV byte ptr [EBX],CL | 007040B0 scalar operation: INC EBX | 007040F1 scalar operation: INC EBX | 007041B0 pointer-like dereference: MOV byte ptr [EBX],CL | 007041B8 scalar operation: INC EBX
00704460	FUN_00704460	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00704460	FUN_00704460	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1214	2	14	0	0	12	1	0070450E incoming load: MOV EDI,dword ptr [EBP + 0x8] | 00704606 pointer-like dereference: MOV byte ptr [EDI],CL | 00704612 scalar operation: INC EDI | 00704667 pointer-like dereference: MOV byte ptr [EDI],CL | 00704672 scalar operation: INC EDI | 007046D4 pointer-like dereference: MOV byte ptr [EDI],CL | 007046E0 scalar operation: INC EDI | 00704735 pointer-like dereference: MOV byte ptr [EDI],CL | 00704740 scalar operation: INC EDI | 007047C2 pointer-like dereference: MOV byte ptr [EDI],CL | 007047CE scalar operation: INC EDI | 00704838 pointer-like dereference: MOV byte ptr [EDI],CL | 00704840 scalar operation: INC EDI | 007048C2 pointer-like dereference: MOV byte ptr [EDI],CL | 007048CE scalar operation: INC EDI | 0070491D pointer-like dereference: MOV byte ptr [EDI],CL
007055D0	FUN_007055d0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
007055D0	FUN_007055d0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1214	2	14	0	0	12	1	0070565B incoming load: MOV ECX,dword ptr [EBP + 0x8] | 00705713 pointer-like dereference: MOV byte ptr [ECX],DL | 00705715 scalar operation: INC ECX | 0070571D pointer-like dereference: MOV byte ptr [ECX],DL | 0070571F scalar operation: INC ECX | 00705734 pointer-like dereference: MOV byte ptr [ECX],DL | 00705736 scalar operation: INC ECX | 0070573E pointer-like dereference: MOV byte ptr [ECX],DL | 00705740 scalar operation: INC ECX | 00705771 scalar operation: INC ECX | 00705778 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 0070578A scalar operation: INC ECX | 00705793 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 007057B1 scalar operation: INC ECX | 007057B8 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 007057C7 scalar operation: INC ECX
007059A0	FUN_007059a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
007059A0	FUN_007059a0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1201	2	1	0	0	0	1	00705A2C incoming load: MOV EDI,dword ptr [EBP + 0x8] | 00705D79 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00705D7C scalar operation: ADD EDX,ECX | 00705D82 first slot write: MOV dword ptr [EBP + 0x8],EDX
00705ED0	FUN_00705ed0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00705ED0	FUN_00705ed0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1218	2	18	0	0	16	1	00705F58 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0070601B scalar operation: INC ECX | 00706022 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 00706035 scalar operation: INC ECX | 00706040 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 00706060 scalar operation: INC ECX | 00706067 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 0070607A scalar operation: INC ECX | 00706085 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 007060B0 scalar operation: INC ECX | 007060B8 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 007060C7 scalar operation: INC ECX | 007060CE pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 007060EC scalar operation: INC ECX | 007060F4 pointer-like dereference: MOV byte ptr [ECX + -0x1],BL | 00706103 scalar operation: INC ECX
00706340	FUN_00706340	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00706340	FUN_00706340	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1218	2	18	0	0	16	1	007063CF incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0070648E scalar operation: INC ESI | 00706494 pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 007064B9 scalar operation: INC ESI | 007064BF pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 007064ED scalar operation: INC ESI | 007064F5 pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 00706515 scalar operation: INC ESI | 0070651D pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 00706561 scalar operation: INC ESI | 00706568 pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 0070658E scalar operation: INC ESI | 00706595 pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 007065B9 scalar operation: INC ESI | 007065C2 pointer-like dereference: MOV byte ptr [ESI + -0x1],CL | 007065DB scalar operation: INC ESI
007068D0	FUN_007068d0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
007068D0	FUN_007068d0	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1105	1	5	0	0	4	1	0070697E incoming load: MOV ECX,dword ptr [EBP + 0x8] | 00706A80 pointer-like dereference: MOV byte ptr [ECX],AL | 00706A8C scalar operation: INC ECX | 00706AC6 pointer-like dereference: MOV byte ptr [ECX],AL | 00706AD2 scalar operation: INC ECX | 00706ADB scalar operation: ADD ECX,EAX | 00706B76 pointer-like dereference: MOV byte ptr [ECX],BL | 00706B85 scalar operation: INC ECX | 00706BD1 pointer-like dereference: MOV byte ptr [ECX],BL | 00706BDD scalar operation: INC ECX | 00706C26 first slot write: MOV dword ptr [EBP + 0x8],EAX
00706E30	FUN_00706e30	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00706E30	FUN_00706e30	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	1220	2	27	0	0	24	1	00706F29 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 00707013 pointer-like dereference: MOV byte ptr [ECX],BL | 0070701C scalar operation: INC ECX | 00707047 pointer-like dereference: MOV byte ptr [ECX],BL | 00707050 scalar operation: INC ECX | 0070708C pointer-like dereference: MOV byte ptr [ECX],BL | 00707095 scalar operation: INC ECX | 007070DF pointer-like dereference: MOV byte ptr [ECX],BL | 007070EB scalar operation: INC ECX | 0070711A pointer-like dereference: MOV byte ptr [ECX],BL | 00707126 scalar operation: INC ECX | 00707165 pointer-like dereference: MOV byte ptr [ECX],BL | 00707171 scalar operation: INC ECX | 0070718C scalar operation: INC ECX | 00707239 pointer-like dereference: MOV byte ptr [ECX],BL | 00707245 scalar operation: INC ECX
00707810	FUN_00707810	0	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
