function_address	function	parameter_ordinal	parameter_name	parameter_type	storage	frame_offset	qualifies	selected	score	direct_reads	scalar_operations	signed_comparisons	unsigned_bounds	pointer_dereferences	slot_reused	evidence
00578520	FUN_00578520	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	0057853B incoming load: MOV ECX,dword ptr [EBP + 0x14] | 00578541 pointer-like dereference: MOV word ptr [ECX],AX
00578520	FUN_00578520	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x14	0	0	100	1	0	0	0	1	0	0057853B incoming load: MOV ECX,dword ptr [EBP + 0x14] | 00578541 pointer-like dereference: MOV word ptr [ECX],AX
00578520	FUN_00578520	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x18	0	0	100	1	0	0	0	1	0	0057853E incoming load: MOV EDX,dword ptr [EBP + 0x18] | 00578544 pointer-like dereference: MOV dword ptr [EDX],0x0
005797B0	FUN_005797b0	1	param_1	pointer:/undefined2	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
005797B0	FUN_005797b0	1	param_1	pointer:/undefined2	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	1	0	00579DB8 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 00579DC3 pointer-like dereference: MOV word ptr [ECX],DI
005797B0	FUN_005797b0	2	param_2	pointer:/undefined2	Stack[0x8]:4	0x8	0	0	100	1	0	0	0	1	0	00579DB8 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 00579DC3 pointer-like dereference: MOV word ptr [ECX],DI
005797B0	FUN_005797b0	2	param_2	pointer:/undefined2	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	1	0	00579DBE incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00579DC9 pointer-like dereference: MOV word ptr [EDX],CX
005797B0	FUN_005797b0	3	param_3	pointer:/undefined2	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	00579DBE incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00579DC9 pointer-like dereference: MOV word ptr [EDX],CX
005797B0	FUN_005797b0	3	param_3	pointer:/undefined2	Stack[0xc]:4	0x10	0	0	200	2	0	0	0	2	0	00579E7B incoming load: MOV EAX,dword ptr [EBP + 0x10] | 00579E81 pointer-like dereference: MOV word ptr [EAX],DX | 00579EA1 incoming load: MOV EDX,dword ptr [EBP + 0x10] | 00579EA8 pointer-like dereference: MOV word ptr [EDX],CX
0057A140	FUN_0057a140	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	0	0	0057A15E incoming load: MOV EAX,dword ptr [EBP + 0x10]
0057A140	FUN_0057a140	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	2	0	0057A143 incoming load: MOV EDX,dword ptr [EBP + 0x14] | 0057A150 pointer-like dereference: MOV dword ptr [EDX],0x0 | 0057A1F9 pointer-like dereference: MOV dword ptr [EDX],ECX
0057A140	FUN_0057a140	5	param_6	pointer:/undefined1	Stack[0x18]:4	0x18	0	0	100	1	0	0	0	1	0	0057A14D incoming load: MOV EBX,dword ptr [EBP + 0x18] | 0057A158 pointer-like dereference: MOV byte ptr [EBX],0x0
0057A140	FUN_0057a140	5	param_6	pointer:/undefined1	Stack[0x18]:4	0x1c	0	0	100	1	0	0	0	1	0	0057A146 incoming load: MOV EAX,dword ptr [EBP + 0x1c] | 0057A15B pointer-like dereference: MOV byte ptr [EAX],0x1d
0057BA30	FUN_0057ba30	0	param_1	pointer:/void	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0057BA30	FUN_0057ba30	0	param_1	pointer:/void	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0057BA3A incoming load: MOV ESI,dword ptr [EBP + 0x8]
0057BEE0	FUN_0057bee0	2	param_2	pointer:/undefined2	Stack[0x8]:4	0x8	0	0	0	0	0	0	0	0	0	-
0057BEE0	FUN_0057bee0	2	param_2	pointer:/undefined2	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	1	0	0057BEE3 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0057BEEA pointer-like dereference: MOV word ptr [EDX],AX
0057BEE0	FUN_0057bee0	3	param_3	pointer:/undefined2	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	0057BEE3 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0057BEEA pointer-like dereference: MOV word ptr [EDX],AX
0057BEE0	FUN_0057bee0	3	param_3	pointer:/undefined2	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	0057BEED incoming load: MOV EDX,dword ptr [EBP + 0x10] | 0057BEF4 pointer-like dereference: MOV word ptr [EDX],AX
0057BEE0	FUN_0057bee0	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	1	0	0057BEED incoming load: MOV EDX,dword ptr [EBP + 0x10] | 0057BEF4 pointer-like dereference: MOV word ptr [EDX],AX
0057BEE0	FUN_0057bee0	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	0057BEFB incoming load: MOV ECX,dword ptr [EBP + 0x14] | 0057BF01 pointer-like dereference: MOV word ptr [ECX],AX
0057BEE0	FUN_0057bee0	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x14	0	0	100	1	0	0	0	1	0	0057BEFB incoming load: MOV ECX,dword ptr [EBP + 0x14] | 0057BF01 pointer-like dereference: MOV word ptr [ECX],AX
0057BEE0	FUN_0057bee0	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x18	0	0	100	1	0	0	0	1	0	0057BEFE incoming load: MOV EDX,dword ptr [EBP + 0x18] | 0057BF04 pointer-like dereference: MOV dword ptr [EDX],0x0
00580700	FUN_00580700	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00580700	FUN_00580700	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	101	1	1	0	0	9	0	00580704 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0058070A pointer-like dereference: MOV byte ptr [ESI],0x4 | 00580713 pointer-like dereference: MOV byte ptr [ESI + 0x2],0x0 | 00580717 pointer-like dereference: MOV byte ptr [ESI + 0x1],AL | 0058071F pointer-like dereference: MOV dword ptr [ESI + 0x3],EAX | 00580731 pointer-like dereference: MOV byte ptr [ESI + 0x7],AL | 00580737 pointer-like dereference: MOV dword ptr [ESI + 0x8],ECX | 00580743 scalar operation: SUB EDX,EAX | 00580747 pointer-like dereference: MOV byte ptr [EDX + 0x2e],AL | 0058074A pointer-like dereference: MOV byte ptr [ESI + 0x1b],0x64 | 0058074E pointer-like dereference: MOV byte ptr [ESI + 0x1d],AL
00580860	FUN_00580860	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00580860	FUN_00580860	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	5	0	00580864 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0058086A pointer-like dereference: MOV byte ptr [ESI],0x4 | 0058086D pointer-like dereference: MOV byte ptr [ESI + 0x1],0x0 | 00580876 pointer-like dereference: MOV dword ptr [ESI + 0x2],EAX | 00580879 pointer-like dereference: MOV byte ptr [ESI + 0x6],0x0 | 00580881 pointer-like dereference: MOV dword ptr [ESI + 0x7],ECX
005808A0	FUN_005808a0	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
005808A0	FUN_005808a0	1	param_1	pointer:/undefined1	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	5	0	005808A4 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 005808AA pointer-like dereference: MOV byte ptr [ESI],0x4 | 005808AD pointer-like dereference: MOV byte ptr [ESI + 0x1],0x0 | 005808B6 pointer-like dereference: MOV dword ptr [ESI + 0x2],EAX | 005808B9 pointer-like dereference: MOV byte ptr [ESI + 0x6],0x0 | 005808C1 pointer-like dereference: MOV dword ptr [ESI + 0x7],ECX
00580910	FUN_00580910	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	0	0	0058092E incoming load: MOV EAX,dword ptr [EBP + 0x10]
00580910	FUN_00580910	3	param_4	pointer:/undefined4	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	3	0	00580913 incoming load: MOV EDX,dword ptr [EBP + 0x14] | 00580920 pointer-like dereference: MOV dword ptr [EDX],0x0 | 0058095E pointer-like dereference: MOV dword ptr [EDX],0x0 | 0058098F pointer-like dereference: MOV dword ptr [EDX],ECX
00580910	FUN_00580910	5	param_6	pointer:/undefined1	Stack[0x18]:4	0x18	0	0	100	1	0	0	0	1	0	0058091D incoming load: MOV EBX,dword ptr [EBP + 0x18] | 00580928 pointer-like dereference: MOV byte ptr [EBX],0x0
00580910	FUN_00580910	5	param_6	pointer:/undefined1	Stack[0x18]:4	0x1c	0	0	100	1	0	0	0	1	0	00580916 incoming load: MOV EAX,dword ptr [EBP + 0x1c] | 0058092B pointer-like dereference: MOV byte ptr [EAX],0x1d
00584C50	FUN_00584c50	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00584C50	FUN_00584c50	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	2	0	00584C57 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00584C8D pointer-like dereference: MOV EDX,dword ptr [ESI + 0x8] | 00584CA9 pointer-like dereference: MOV EDX,dword ptr [ESI]
00589B10	FUN_00589b10	2	param_2	pointer:/undefined2	Stack[0x8]:4	0x8	0	0	0	0	0	0	0	0	0	-
00589B10	FUN_00589b10	2	param_2	pointer:/undefined2	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	1	0	00589B13 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00589B1A pointer-like dereference: MOV word ptr [EDX],AX
00589B10	FUN_00589b10	3	param_3	pointer:/undefined2	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	00589B13 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00589B1A pointer-like dereference: MOV word ptr [EDX],AX
00589B10	FUN_00589b10	3	param_3	pointer:/undefined2	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	00589B1D incoming load: MOV EDX,dword ptr [EBP + 0x10] | 00589B24 pointer-like dereference: MOV word ptr [EDX],AX
00589B10	FUN_00589b10	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	1	0	00589B1D incoming load: MOV EDX,dword ptr [EBP + 0x10] | 00589B24 pointer-like dereference: MOV word ptr [EDX],AX
00589B10	FUN_00589b10	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	00589B2B incoming load: MOV ECX,dword ptr [EBP + 0x14] | 00589B31 pointer-like dereference: MOV word ptr [ECX],AX
00589B10	FUN_00589b10	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x14	0	0	100	1	0	0	0	1	0	00589B2B incoming load: MOV ECX,dword ptr [EBP + 0x14] | 00589B31 pointer-like dereference: MOV word ptr [ECX],AX
00589B10	FUN_00589b10	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x18	0	0	100	1	0	0	0	1	0	00589B2E incoming load: MOV EDX,dword ptr [EBP + 0x18] | 00589B34 pointer-like dereference: MOV dword ptr [EDX],0x0
