function_address	function	target_kind	target_ordinal	target_name	current_type	storage	source	candidate_type	strong_evidence	candidate_sites	status	type_evidence	evidence_sites
004028A6	thunk_FUN_0067fb00	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004028AB	thunk_FUN_004deeb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004028B5	StartSystemTy::CreateChatView	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004028CE	thunk_FUN_005fff60	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004028D3	thunk_FUN_00608b50	parameter	4	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
004028D3	thunk_FUN_00608b50	parameter	5	param_5	/undefined4	Stack[0x14]:4	DEFAULT		0	0	no_evidence		-
004028D3	thunk_FUN_00608b50	parameter	7	param_7	/undefined4	Stack[0x1c]:4	DEFAULT		0	0	no_evidence		-
004028D3	thunk_FUN_00608b50	parameter	8	param_8	/undefined4	Stack[0x20]:4	DEFAULT		0	0	no_evidence		-
004028D3	thunk_FUN_00608b50	parameter	9	param_9	/undefined1	Stack[0x24]:1	DEFAULT		0	0	no_evidence		-
004028D8	thunk_FUN_004d9350	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004028DD	thunk_FUN_00428ce0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004028E2	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00660180::thunk_FUN_00660180	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004028E7	thunk_FUN_0061c910	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
004028E7	thunk_FUN_0061c910	parameter	4	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
004028E7	thunk_FUN_0061c910	parameter	5	param_5	/undefined4	Stack[0x14]:4	DEFAULT		0	0	no_evidence		-
004028EC	thunk_FUN_004d32c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004028F1	TLOBaseTy::sub_004CC880	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004028F1	TLOBaseTy::sub_004CC880	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004028F6	thunk_FUN_004d78e0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402905	thunk_FUN_0041dbe0	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402905	thunk_FUN_0041dbe0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040290A	thunk_FUN_004f4950	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402914	thunk_FUN_004eefb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402919	thunk_FUN_0052a540	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040291E	thunk_FUN_004b71c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040292D	thunk_FUN_0064f320	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402932	_EnumArt	parameter	9	param_10	/undefined4	Stack[0x28]:4	DEFAULT		0	0	no_evidence		-
0040293C	thunk_FUN_0058bb90	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402941	WaitTy::CreateCtrls	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402946	CPanelTy::OutProc	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402946	CPanelTy::OutProc	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402946	CPanelTy::OutProc	parameter	6	param_6	/undefined4	Stack[0x18]:4	DEFAULT		0	0	no_evidence		-
00402946	CPanelTy::OutProc	parameter	7	param_7	/undefined4	Stack[0x1c]:4	DEFAULT		0	0	no_evidence		-
00402946	CPanelTy::OutProc	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402950	SettMapMTy::SetListCtrls	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402955	STGroupBoatC::GrpLoadObj	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040295A	thunk_FUN_0041ac40	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040295F	thunk_FUN_00417a20	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402964	thunk_FUN_00415b10	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402969	thunk_FUN_005efcd0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040296E	CPanelTy::SetControlBoatSI	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402978	thunk_FUN_005fe360	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040297D	thunk_FUN_00680c70	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402982	thunk_FUN_004ad460	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040298C	thunk_FUN_006473e0	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402991	STAllPlayersC::RegisterTorpedo	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004029A0	thunk_FUN_004c2e60	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004029A5	ChooseMapTy::NoneChooseMap	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029AA	thunk_FUN_004be1a0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029AF	SIDTy::InitSID	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029BE	thunk_FUN_00660420	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004029BE	thunk_FUN_00660420	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004029C8	HelpPanelTy::HomeBut	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029CD	SIDTy::PaintSID	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029D2	thunk_FUN_004d9bb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029D7	thunk_FUN_004ea6e0	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
004029D7	thunk_FUN_004ea6e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029DC	thunk_FUN_0062e610	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029E1	thunk_FUN_004dd6c0	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004029E1	thunk_FUN_004dd6c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004029E6	thunk_FUN_0067be20	parameter	1	param_2	/undefined4	EDX:4	DEFAULT		0	0	no_evidence		-
004029E6	thunk_FUN_0067be20	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004029EB	thunk_FUN_0064f080	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004029F0	thunk_FUN_0041d4f0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A18	thunk_FUN_0067b210	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A1D	thunk_FUN_0064ef10	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402A36	thunk_FUN_004b9920	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402A40	thunk_FUN_004dba20	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A45	thunk_FUN_004231a0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A4F	thunk_FUN_00615430	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402A5E	thunk_FUN_00553270	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A72	thunk_FUN_0041f3b0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A7C	thunk_FUN_004b1690	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402A81	STColl3C::sub_005F8650	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402A86	thunk_FUN_0061f5c0	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402A86	thunk_FUN_0061f5c0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A8B	thunk_FUN_0065e700	parameter	1	param_2	/undefined4	EDX:4	DEFAULT		0	0	no_evidence		-
00402A8B	thunk_FUN_0065e700	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402A90	thunk_FUN_004ad5e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	parameter	5	param_6	/undefined4	Stack[0x18]:4	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	parameter	6	param_7	/undefined4	Stack[0x1c]:4	DEFAULT		0	0	no_evidence		-
00402A95	thunk_FUN_0062b990	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402A9F	TLOBaseTy::sub_004CEB00	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402AAE	thunk_FUN_004e76e0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402AB3	thunk_FUN_006a23a0	parameter	6	param_7	/undefined4	Stack[0x1c]:4	DEFAULT		0	0	no_evidence		-
00402AB3	thunk_FUN_006a23a0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402AB8	thunk_FUN_004df910	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402AC2	thunk_FUN_00550bb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402ACC	thunk_FUN_0061fdb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402AD6	thunk_FUN_004cd3e0	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402AD6	thunk_FUN_004cd3e0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402AF4	thunk_FUN_00621580	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402AF9	thunk_FUN_004d7c10	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402AFE	thunk_FUN_004168d0	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402AFE	thunk_FUN_004168d0	return		<RETURN>	/undefined2	AX:2	DEFAULT		0	0	no_evidence		-
00402B03	thunk_FUN_00584b10	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B08	thunk_FUN_00617880	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B12	thunk_FUN_005f6df0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B17	thunk_FUN_004d9000	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B21	thunk_FUN_006a3be0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B2B	thunk_FUN_00608e90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B35	thunk_FUN_004be290	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B3F	STMineSetC::sub_0041D1A0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B44	thunk_FUN_0056a820	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B49	AiTactClassTy::sub_00690AB0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B4E	thunk_FUN_004ddb30	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B53	FrmPanelTy::DoneFrmPanel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B67	thunk_FUN_004977c0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402B6C	thunk_FUN_004e16d0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B85	STGroupBoatC::SetMine	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B8A	thunk_FUN_004b9bb0	parameter	3	param_3	/undefined2	Stack[0xc]:2	DEFAULT		0	0	no_evidence		-
00402B8A	thunk_FUN_004b9bb0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B8F	thunk_FUN_0061fa40	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402B99	thunk_FUN_0056abc0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BA3	thunk_FUN_00677200	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402BA3	thunk_FUN_00677200	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402BA3	thunk_FUN_00677200	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402BA3	thunk_FUN_00677200	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402BA8	AiEventClassTy::_CreateArt	parameter	5	param_5	/undefined4	Stack[0x14]:4	DEFAULT		0	0	no_evidence		-
00402BA8	AiEventClassTy::_CreateArt	parameter	8	param_8	/undefined4	Stack[0x20]:4	DEFAULT		0	0	no_evidence		-
00402BAD	thunk_FUN_0061dd40	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402BB7	thunk_FUN_00627700	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BBC	StartSystemTy::AddToChat	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BC1	thunk_FUN_00651b40	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402BC6	thunk_FUN_00584950	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BCB	thunk_FUN_00678200	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BDA	thunk_FUN_004ccad0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BE4	thunk_FUN_0052a3e0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402BE9	thunk_FUN_0041c6e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BF8	thunk_FUN_0041aea0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402BFD	thunk_FUN_00548b90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C07	thunk_FUN_004e4670	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C0C	thunk_FUN_004d7d30	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C11	thunk_FUN_0067f4b0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C16	thunk_FUN_00632030	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C20	CursorClassTy::TakeCmdToRun	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C2A	VisibleClassTy::sub_005594A0	parameter	6	param_6	/undefined4	Stack[0x18]:4	DEFAULT		0	0	no_evidence		-
00402C34	thunk_FUN_00580570	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C3E	thunk_FUN_00604fc0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C48	STJumpMineC::sub_00619A20	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C52	Library::MSVCRT::thunk_FUN_006a4f20	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C57	STVolcanoC::sub_006472B0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C5C	thunk_FUN_006831f0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C61	thunk_FUN_0067bf60	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C70	FSGSTy::Download	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402C70	FSGSTy::Download	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402C70	FSGSTy::Download	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C75	thunk_FUN_005fce70	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C7F	AiTactClassTy::sub_00690A40	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C84	FSGSTy::JoinChannel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C8E	AiFltClassTy::sub_00661580	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402C93	thunk_FUN_004cd790	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C98	thunk_FUN_004b79c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402C9D	STLightC::sub_0061F530	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CA2	thunk_FUN_00677f20	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402CA2	thunk_FUN_00677f20	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402CA2	thunk_FUN_00677f20	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402CA2	thunk_FUN_00677f20	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402CAC	HelpPanelTy::SpecProc	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CB1	thunk_FUN_00693b20	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CB6	thunk_FUN_00674eb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CBB	thunk_FUN_006264d0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402CC0	MAdvTy::DoneMAdv	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CD4	ChooseMapTy::InitChooseMap	parameter	1	param_1	/undefined1	Stack[0x4]:1	DEFAULT		0	0	no_evidence		-
00402CD4	ChooseMapTy::InitChooseMap	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CD9	STJellyGunC::sub_00584380	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402CE3	thunk_FUN_004d6c50	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CE8	thunk_FUN_00496cc0	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
00402CE8	thunk_FUN_00496cc0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CED	FSGSTy::DoLogon	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402CFC	STBoatC::GetCellForLoading	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D0B	thunk_FUN_00590150	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D15	thunk_FUN_004e4e90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D1F	thunk_FUN_005f00b0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D24	thunk_FUN_004969f0	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402D24	thunk_FUN_004969f0	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
00402D24	thunk_FUN_004969f0	parameter	5	param_6	/undefined4	Stack[0x18]:4	DEFAULT		0	0	no_evidence		-
00402D24	thunk_FUN_004969f0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D2E	thunk_FUN_0041ab90	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D33	thunk_FUN_0057a2c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D38	HelpPanelTy::sub_00515180	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D47	thunk_FUN_0060dab0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D4C	SettMapMTy::ChgPlList	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402D4C	SettMapMTy::ChgPlList	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402D4C	SettMapMTy::ChgPlList	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402D4C	SettMapMTy::ChgPlList	parameter	4	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
00402D51	thunk_FUN_0061d080	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402D51	thunk_FUN_0061d080	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D5B	thunk_FUN_0052af50	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D6F	thunk_FUN_004e4d60	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D7E	thunk_FUN_0064f950	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D83	CPanelTy::SetControlObj	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D88	CGenerate::sub_00694CD0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402D8D	thunk_FUN_00672930	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D92	TLOBaseTy::sub_004B9A40	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402D9C	thunk_FUN_004e4b10	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402DA1	STGroupBoatC::RechargeNewCmd	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402DA6	thunk_FUN_004e4b60	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402DB0	thunk_FUN_004f9260	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402DBA	thunk_FUN_004dba70	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402DBF	SetAccelerator	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402DBF	SetAccelerator	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00402DBF	SetAccelerator	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
00402DBF	SetAccelerator	parameter	5	param_6	/undefined4	Stack[0x18]:4	DEFAULT		0	0	no_evidence		-
00402DBF	SetAccelerator	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402DC4	thunk_FUN_0060ca20	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402DC9	AiFltClassTy::sub_00660F70	parameter	2	param_2	/undefined2	Stack[0x8]:2	DEFAULT		0	0	no_evidence		-
00402DC9	AiFltClassTy::sub_00660F70	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402DCE	thunk_FUN_00647960	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402DE2	thunk_FUN_006a55d0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00402DE7	thunk_FUN_00491180	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402DF6	STGroupBoatC::ChangeMDNotify	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402E00	thunk_FUN_00691540	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402E05	thunk_FUN_0067d160	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402E0A	thunk_FUN_00630000	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00402E0F	thunk_FUN_00584a30	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00402E0F	thunk_FUN_00584a30	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00402E0F	thunk_FUN_00584a30	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
