apply	record_id	offset	offset_hex	size	proposed_name	proposed_type	type_confidence	name_confidence	reads	writes	evidence	reason
1	record_a62x8	515	0x203	4		/undefined4	layout	none	32	27	0042D6B0 STAllPlayersC::RemoveActiveTV @ 0042D6CB MOV EDX,dword ptr [EAX + 0x7f5023] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042D9A1 MOV ECX,dword ptr [EAX + 0x7f5023] | 0042DFE0 STAllPlayersC::PrepareToCmd @ 0042E034 MOV EDX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 004315C2 MOV EDX,dword ptr [EDI + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00431615 MOV dword ptr [EDI + 0x7f5023],0x0 | 004314E0 STAllPlayersC::FramePick @ 00431973 MOV ECX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 004319BF MOV dword ptr [EAX + 0x7f5023],0x0 | 004314E0 STAllPlayersC::FramePick @ 00431B16 MOV ECX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00431DD4 MOV dword ptr [ECX + 0x7f5023],0x1 | 004314E0 STAllPlayersC::FramePick @ 00431F9D MOV ECX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00432103 MOV dword ptr [EAX + 0x7f5023],0x1 | 004314E0 STAllPlayersC::FramePick @ 00432297 MOV EAX,dword ptr [EDI + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 0043245A MOV dword ptr [EDI + 0x7f5023],0x1 | 004314E0 STAllPlayersC::FramePick @ 00432635 MOV ECX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00432798 MOV dword ptr [ECX + 0x7f5023],0x1 | 004314E0 STAllPlayersC::FramePick @ 00432961 MOV ECX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00432AC7 MOV dword ptr [EAX + 0x7f5023],0x1 | 004314E0 STAllPlayersC::FramePick @ 00432C7A MOV EAX,dword ptr [EDI + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00432CC3 MOV dword ptr [EDI + 0x7f5023],0x0 | 004314E0 STAllPlayersC::FramePick @ 00432F78 MOV ECX,dword ptr [EAX + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 00432FC4 MOV dword ptr [EAX + 0x7f5023],0x0 | 004314E0 STAllPlayersC::FramePick @ 00433109 MOV EAX,dword ptr [EDI + 0x7f5023] | 004314E0 STAllPlayersC::FramePick @ 004333B6 MOV dword ptr [EDI + 0x7f5023],0x1 | 00433E90 STAllPlayersC::PointPick @ 00433F47 MOV ECX,dword ptr [EAX + 0x7f5023] | 00433E90 STAllPlayersC::PointPick @ 00433F9D MOV dword ptr [ECX + 0x7f5023],0x0 | 00433E90 STAllPlayersC::PointPick @ 00434323 MOV ECX,dword ptr [EAX + 0x7f5023] | 00433E90 STAllPlayersC::PointPick @ 00434373 MOV dword ptr [EAX + 0x7f5023],0x0 | 00433E90 STAllPlayersC::PointPick @ 004345F1 MOV EDX,dword ptr [ECX + 0x7f5023] | 00433E90 STAllPlayersC::PointPick @ 0043479D MOV dword ptr [EDX + 0x7f5023],0x1 | 00433E90 STAllPlayersC::PointPick @ 00434938 MOV ECX,dword ptr [EAX + 0x7f5023] | 00433E90 STAllPlayersC::PointPick @ 00434B7C MOV dword ptr [EDX + 0x7f5023],0x1 | 004353B0 FUN_004353b0 @ 004353CF CMP dword ptr [EAX + 0x7f5023],0x1 | 00435930 STAllPlayersC::GetCursorType @ 0043598A MOV ECX,dword ptr [ESI + 0x7f5023] | 00438E30 STAllPlayersC::SaveTmp @ 00438E9F MOV EAX,dword ptr [ESI + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 004391E8 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 00439234 MOV dword ptr [EBX + 0x7f5023],0x0 | 00439100 STAllPlayersC::RestoreTmp @ 00439596 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 0043969B MOV dword ptr [EBX + 0x7f5023],0x1 | 00439100 STAllPlayersC::RestoreTmp @ 00439794 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 004398B1 MOV dword ptr [EBX + 0x7f5023],0x1 | 00439100 STAllPlayersC::RestoreTmp @ 004399A2 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 00439B72 MOV dword ptr [EBX + 0x7f5023],0x1 | 00439100 STAllPlayersC::RestoreTmp @ 00439D55 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 00439E42 MOV dword ptr [EBX + 0x7f5023],0x1 | 00439100 STAllPlayersC::RestoreTmp @ 00439F00 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 00439F4C MOV dword ptr [EBX + 0x7f5023],0x0 | 00439100 STAllPlayersC::RestoreTmp @ 0043A1D8 MOV EAX,dword ptr [EBX + 0x7f5023] | 00439100 STAllPlayersC::RestoreTmp @ 0043A356 MOV dword ptr [EBX + 0x7f5023],0x1 | 0043AE40 STAllPlayersC::SetActivePanel @ 0043AEAC MOV ECX,dword ptr [EAX + 0x7f5023] | 0043AE40 STAllPlayersC::SetActivePanel @ 0043AEFC MOV ECX,dword ptr [EAX + 0x7f5023] | 0043AE40 STAllPlayersC::SetActivePanel @ 0043B46D MOV dword ptr [EDX*0x2 + 0x7f5023],EBX | 0043AE40 STAllPlayersC::SetActivePanel @ 0043B67A MOV dword ptr [EDX*0x2 + 0x7f5023],EBX | 0043AE40 STAllPlayersC::SetActivePanel @ 0043B7E3 MOV dword ptr [EDX*0x2 + 0x7f5023],0x0 | 0043AE40 STAllPlayersC::SetActivePanel @ 0043B8F4 MOV dword ptr [EDX*0x2 + 0x7f5023],0x0 | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043BFB5 CMP dword ptr [EDX*0x2 + 0x7f5023],EDI | 00443F30 STAllPlayersC::SaveAllPlData @ 00444285 MOV ECX,dword ptr [EDX + 0x1fa] | 00444E70 FUN_00444e70 @ 00444FEA MOV dword ptr [EBX + 0x7f5023],ECX | 0044B5F0 STAllPlayersC::SelectObjects @ 0044BC3E MOV EAX,dword ptr [EDI + 0x7f5023] | 0044B5F0 STAllPlayersC::SelectObjects @ 0044BC87 MOV dword ptr [EDI + 0x7f5023],0x0	stride_relative_memory_access
1	record_a62x8	519	0x207	4		/undefined4	layout	none	3	2	00430A90 STAllPlayersC::GetMessage @ 004310DB MOV dword ptr [ESI + -0xa],EBX | 004354E0 STAllPlayersC::ReplaceObject @ 0043552F CMP dword ptr [EAX + 0x7f5027],0x19a | 00439100 STAllPlayersC::RestoreTmp @ 00439189 MOV EAX,dword ptr [EDI + EBX*0x1 + 0x7f5027] | 00443F30 STAllPlayersC::SaveAllPlData @ 004442A4 MOV EDI,dword ptr [ECX + -0x4] | 00444E70 FUN_00444e70 @ 00445003 MOV dword ptr [EDI + -0x4],EDX	stride_relative_memory_access
1	record_a62x8	523	0x20B	4		/undefined4	layout	none	2	1	004354E0 STAllPlayersC::ReplaceObject @ 0043553F CMP dword ptr [EAX + 0x7f502b],ECX | 00443F30 STAllPlayersC::SaveAllPlData @ 004442AD MOV EDI,dword ptr [ECX + -0x10] | 00444E70 FUN_00444e70 @ 00445008 MOV dword ptr [EDI],ECX	stride_relative_memory_access
1	record_a62x8	527	0x20F	2		/undefined2	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 004442B2 MOV DI,word ptr [ECX + -0xc] | 00444E70 FUN_00444e70 @ 0044500E MOV word ptr [EDI + 0x4],DX	stride_relative_memory_access
1	record_a62x8	529	0x211	4		/undefined4	layout	none	12	2	0042A9F0 FUN_0042a9f0 @ 0042AA72 MOV EAX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CF89 MOV EAX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CF9A MOV ECX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CFBC MOV ECX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CFD1 MOV EDX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D086 MOV ECX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D091 MOV ECX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D0B9 MOV EDX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D0CE MOV EAX,dword ptr [ESI] | 00430A90 STAllPlayersC::GetMessage @ 004310CD MOV EAX,dword ptr [ESI] | 00430A90 STAllPlayersC::GetMessage @ 004310D9 MOV dword ptr [ESI],EBX | 004354E0 STAllPlayersC::ReplaceObject @ 00435547 MOV EDI,dword ptr [EAX + 0x7f5031] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044402E MOV EAX,dword ptr [EDI] | 00444E70 FUN_00444e70 @ 0044502F MOV dword ptr [EDI + 0x6],EAX	stride_relative_memory_access
1	record_a62x8	533	0x215	2		/undefined2	layout	none	1	3	0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CFC6 DEC word ptr [ESI + 0x4] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D0C3 DEC word ptr [ESI + 0x4] | 00443F30 STAllPlayersC::SaveAllPlData @ 004442BA MOV DI,word ptr [ECX + -0x6] | 00444E70 FUN_00444e70 @ 00445016 MOV word ptr [EDI + 0xa],CX	stride_relative_memory_access
1	record_a62x8	535	0x217	4		/undefined4	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 004442A4 MOV EDI,dword ptr [ECX + -0x4] | 00444E70 FUN_00444e70 @ 00445003 MOV dword ptr [EDI + -0x4],EDX	stride_relative_memory_access
1	record_a62x8	539	0x21B	4		/undefined4	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 004442AD MOV EDI,dword ptr [ECX + -0x10] | 00444E70 FUN_00444e70 @ 00445008 MOV dword ptr [EDI],ECX	stride_relative_memory_access
1	record_a62x8	543	0x21F	2		/undefined2	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 004442B2 MOV DI,word ptr [ECX + -0xc] | 00444E70 FUN_00444e70 @ 0044500E MOV word ptr [EDI + 0x4],DX	stride_relative_memory_access
1	record_a62x8	545	0x221	4		/undefined4	layout	none	7	1	0042A9F0 FUN_0042a9f0 @ 0042AA72 MOV EAX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CF89 MOV EAX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042CF9A MOV ECX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D086 MOV ECX,dword ptr [ESI] | 0042CEF0 STAllPlayersC::DelObjFromSaveTmps @ 0042D091 MOV ECX,dword ptr [ESI] | 00430A90 STAllPlayersC::GetMessage @ 004310CD MOV EAX,dword ptr [ESI] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044402E MOV EAX,dword ptr [EDI] | 00444E70 FUN_00444e70 @ 00445037 MOV dword ptr [EDI + 0x6],0x0	stride_relative_memory_access
1	record_a62x8	549	0x225	2		/undefined2	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 004442BA MOV DI,word ptr [ECX + -0x6] | 00444E70 FUN_00444e70 @ 00445016 MOV word ptr [EDI + 0xa],CX	stride_relative_memory_access
1	record_a62x8	679	0x2A7	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FC92 MOV EAX,dword ptr [ESI*0x2 + 0x7f50c7] | 0043FC50 FUN_0043fc50 @ 0043FCBF MOV dword ptr [ECX*0x2 + 0x7f50c7],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 004442CE MOV ECX,dword ptr [EDX + 0x29e] | 00444E70 FUN_00444e70 @ 0044505C MOV dword ptr [EBX + 0x7f50c7],EAX	stride_relative_memory_access
1	record_a62x8	683	0x2AB	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FD02 MOV EAX,dword ptr [ESI*0x2 + 0x7f50cb] | 0043FC50 FUN_0043fc50 @ 0043FD2F MOV dword ptr [ECX*0x2 + 0x7f50cb],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 004442E0 MOV ECX,dword ptr [EDX + 0x2a2] | 00444E70 FUN_00444e70 @ 00445065 MOV dword ptr [EBX + 0x7f50cb],ECX	stride_relative_memory_access
1	record_a62x8	687	0x2AF	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FD75 MOV EAX,dword ptr [ESI*0x2 + 0x7f50cf] | 0043FC50 FUN_0043fc50 @ 0043FDA2 MOV dword ptr [ECX*0x2 + 0x7f50cf],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 004442EC MOV ECX,dword ptr [EDX + 0x2a6] | 00444E70 FUN_00444e70 @ 0044506E MOV dword ptr [EBX + 0x7f50cf],EDX	stride_relative_memory_access
1	record_a62x8	691	0x2B3	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FDE8 MOV EAX,dword ptr [ESI*0x2 + 0x7f50d3] | 0043FC50 FUN_0043fc50 @ 0043FE15 MOV dword ptr [ECX*0x2 + 0x7f50d3],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 004442F8 MOV ECX,dword ptr [EDX + 0x2aa] | 00444E70 FUN_00444e70 @ 00445077 MOV dword ptr [EBX + 0x7f50d3],EAX	stride_relative_memory_access
1	record_a62x8	695	0x2B7	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FE5B MOV EAX,dword ptr [ESI*0x2 + 0x7f50d7] | 0043FC50 FUN_0043fc50 @ 0043FE88 MOV dword ptr [ECX*0x2 + 0x7f50d7],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444304 MOV ECX,dword ptr [EDX + 0x2ae] | 00444E70 FUN_00444e70 @ 00445080 MOV dword ptr [EBX + 0x7f50d7],ECX	stride_relative_memory_access
1	record_a62x8	699	0x2BB	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FECE MOV EAX,dword ptr [ESI*0x2 + 0x7f50db] | 0043FC50 FUN_0043fc50 @ 0043FEFB MOV dword ptr [ECX*0x2 + 0x7f50db],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444310 MOV ECX,dword ptr [EDX + 0x2b2] | 00444E70 FUN_00444e70 @ 00445089 MOV dword ptr [EBX + 0x7f50db],EDX	stride_relative_memory_access
1	record_a62x8	703	0x2BF	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FF41 MOV EAX,dword ptr [ESI*0x2 + 0x7f50df] | 0043FC50 FUN_0043fc50 @ 0043FF6E MOV dword ptr [ECX*0x2 + 0x7f50df],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 0044431C MOV ECX,dword ptr [EDX + 0x2b6] | 00444E70 FUN_00444e70 @ 00445092 MOV dword ptr [EBX + 0x7f50df],EAX	stride_relative_memory_access
1	record_a62x8	707	0x2C3	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0043FFB4 MOV EAX,dword ptr [ESI*0x2 + 0x7f50e3] | 0043FC50 FUN_0043fc50 @ 0043FFE1 MOV dword ptr [ECX*0x2 + 0x7f50e3],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444328 MOV ECX,dword ptr [EDX + 0x2ba] | 00444E70 FUN_00444e70 @ 0044509B MOV dword ptr [EBX + 0x7f50e3],ECX	stride_relative_memory_access
1	record_a62x8	711	0x2C7	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 00440027 MOV EAX,dword ptr [ESI*0x2 + 0x7f50e7] | 0043FC50 FUN_0043fc50 @ 00440054 MOV dword ptr [ECX*0x2 + 0x7f50e7],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444334 MOV ECX,dword ptr [EDX + 0x2be] | 00444E70 FUN_00444e70 @ 004450A4 MOV dword ptr [EBX + 0x7f50e7],EDX	stride_relative_memory_access
1	record_a62x8	715	0x2CB	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0044009A MOV EAX,dword ptr [ESI*0x2 + 0x7f50eb] | 0043FC50 FUN_0043fc50 @ 004400C7 MOV dword ptr [ECX*0x2 + 0x7f50eb],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444340 MOV ECX,dword ptr [EDX + 0x2c2] | 00444E70 FUN_00444e70 @ 004450AD MOV dword ptr [EBX + 0x7f50eb],EAX	stride_relative_memory_access
1	record_a62x8	719	0x2CF	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 0044010D MOV EAX,dword ptr [ESI*0x2 + 0x7f50ef] | 0043FC50 FUN_0043fc50 @ 0044013A MOV dword ptr [ECX*0x2 + 0x7f50ef],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 0044434C MOV ECX,dword ptr [EDX + 0x2c6] | 00444E70 FUN_00444e70 @ 004450B6 MOV dword ptr [EBX + 0x7f50ef],ECX	stride_relative_memory_access
1	record_a62x8	723	0x2D3	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 00440180 MOV EAX,dword ptr [ESI*0x2 + 0x7f50f3] | 0043FC50 FUN_0043fc50 @ 004401AD MOV dword ptr [ECX*0x2 + 0x7f50f3],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444358 MOV ECX,dword ptr [EDX + 0x2ca] | 00444E70 FUN_00444e70 @ 004450BF MOV dword ptr [EBX + 0x7f50f3],EDX	stride_relative_memory_access
1	record_a62x8	727	0x2D7	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 004401F3 MOV EAX,dword ptr [ESI*0x2 + 0x7f50f7] | 0043FC50 FUN_0043fc50 @ 00440220 MOV dword ptr [ECX*0x2 + 0x7f50f7],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444364 MOV ECX,dword ptr [EDX + 0x2ce] | 00444E70 FUN_00444e70 @ 004450C8 MOV dword ptr [EBX + 0x7f50f7],EAX	stride_relative_memory_access
1	record_a62x8	731	0x2DB	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 00440266 MOV EAX,dword ptr [ESI*0x2 + 0x7f50fb] | 0043FC50 FUN_0043fc50 @ 00440293 MOV dword ptr [ECX*0x2 + 0x7f50fb],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444370 MOV ECX,dword ptr [EDX + 0x2d2] | 00444E70 FUN_00444e70 @ 004450D1 MOV dword ptr [EBX + 0x7f50fb],ECX	stride_relative_memory_access
1	record_a62x8	735	0x2DF	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 004402D9 MOV EAX,dword ptr [ESI*0x2 + 0x7f50ff] | 0043FC50 FUN_0043fc50 @ 00440306 MOV dword ptr [ECX*0x2 + 0x7f50ff],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 0044437C MOV ECX,dword ptr [EDX + 0x2d6] | 00444E70 FUN_00444e70 @ 004450DA MOV dword ptr [EBX + 0x7f50ff],EDX	stride_relative_memory_access
1	record_a62x8	739	0x2E3	4		/undefined4	layout	none	2	2	0043FC50 FUN_0043fc50 @ 00440366 MOV EAX,dword ptr [ESI*0x2 + 0x7f5103] | 0043FC50 FUN_0043fc50 @ 0044038F MOV dword ptr [ECX*0x2 + 0x7f5103],EDX | 00443F30 STAllPlayersC::SaveAllPlData @ 00444388 MOV ECX,dword ptr [EDX + 0x2da] | 00444E70 FUN_00444e70 @ 004450E3 MOV dword ptr [EBX + 0x7f5103],EAX	stride_relative_memory_access
1	record_a62x8	743	0x2E7	4		/undefined4	layout	none	4	1	0042E210 STAllPlayersC::RegisterObject @ 0042E241 MOV EAX,dword ptr [EAX + 0x7f5107] | 0042E210 STAllPlayersC::RegisterObject @ 0042EC64 MOV dword ptr [EDX*0x2 + 0x7f5107],EAX | 0042F2B0 STAllPlayersC::UnRegisterObject @ 0042F2E5 MOV EAX,dword ptr [EAX + 0x7f5107] | 00430A90 STAllPlayersC::GetMessage @ 00431063 MOV EAX,dword ptr [ESI + 0x2e2] | 00493340 STBoatC::CheckForReplenisher @ 0049335E MOV EDI,dword ptr [EAX + 0x7f5107]	stride_relative_memory_access
1	record_a62x8	767	0x2FF	4		/undefined4	layout	none	0	1	004E51B0 FUN_004e51b0 @ 004E5220 MOV dword ptr [EBX + 0x7f511f],ECX	stride_relative_memory_access
1	record_a62x8	787	0x313	4		/undefined4	layout	none	0	1	004E5140 FUN_004e5140 @ 004E5167 MOV dword ptr [EAX + 0x7f5133],ECX	stride_relative_memory_access
1	record_a62x8	807	0x327	4		/undefined4	layout	none	7	2	004E51B0 FUN_004e51b0 @ 004E5302 CMP dword ptr [EBX + EAX*0x4 + 0x7f5147],ECX | 004E51B0 FUN_004e51b0 @ 004E530B MOV dword ptr [EBX + EAX*0x4 + 0x7f5147],ECX | 004E51B0 FUN_004e51b0 @ 004E54C5 CMP dword ptr [EBX + ECX*0x4 + 0x7f5147],EDX | 004E60D0 FUN_004e60d0 @ 004E6104 MOV EAX,dword ptr [EAX + EDX*0x2 + 0x7f5147] | 004E6210 FUN_004e6210 @ 004E6244 MOV ECX,dword ptr [EAX + EDX*0x2 + 0x7f5147] | 004E6310 FUN_004e6310 @ 004E6361 MOV dword ptr [EDI + EBX*0x4 + 0x7f5147],EDX | 004E6310 FUN_004e6310 @ 004E6377 MOV EAX,dword ptr [EDI + EBX*0x4 + 0x7f5147] | 004E6310 FUN_004e6310 @ 004E63B8 CMP dword ptr [EDI + ECX*0x4 + 0x7f5147],EDX | 004E6310 FUN_004e6310 @ 004E640A CMP dword ptr [EDI + EDX*0x4 + 0x7f5147],EBX	stride_relative_memory_access
1	record_a62x8	811	0x32B	4		/undefined4	layout	none	1	0	004E51B0 FUN_004e51b0 @ 004E543B MOV ESI,dword ptr [EBX + EAX*0x4 + 0x7f5147]	stride_relative_memory_access
1	record_a62x8	1427	0x593	4		/undefined4	layout	none	1	7	004E6010 FUN_004e6010 @ 004E6040 MOV EAX,dword ptr [EAX + EDX*0x2 + 0x7f53b3] | 004E6080 FUN_004e6080 @ 004E60B3 MOV dword ptr [EAX + EDX*0x2 + 0x7f53b3],ECX | 004E6680 FUN_004e6680 @ 004E6732 MOV dword ptr [EDX + ECX*0x4 + 0x7f53b3],0x1 | 004E6680 FUN_004e6680 @ 004E67FD MOV dword ptr [EDX + ECX*0x4 + 0x7f53b3],0x1 | 004E76E0 FUN_004e76e0 @ 004E77AD MOV dword ptr [EDX + ECX*0x4 + 0x7f53b3],0x0 | 004E76E0 FUN_004e76e0 @ 004E7818 MOV dword ptr [EDX + EAX*0x4 + 0x7f53b3],0x0 | 004E7980 FUN_004e7980 @ 004E7A74 MOV dword ptr [EAX + EDX*0x4 + 0x7f53b3],0x1 | 004E7980 FUN_004e7980 @ 004E7B08 MOV dword ptr [EAX + EDX*0x4 + 0x7f53b3],0x1	stride_relative_memory_access
1	record_a62x8	1851	0x73B	1		/undefined1	layout	none	4	2	004E51B0 FUN_004e51b0 @ 004E53BB MOV DL,byte ptr [EBX + ESI*0x1 + 0x7f555b] | 004E51B0 FUN_004e51b0 @ 004E53C8 MOV byte ptr [EBX + ESI*0x1 + 0x7f555b],AL | 004E5AF0 FUN_004e5af0 @ 004E5B46 MOV byte ptr [EDI + EAX*0x2 + 0x7f555b],CL | 004E5B80 FUN_004e5b80 @ 004E5BD3 MOV BL,byte ptr [EDI + ECX*0x2 + 0x7f555b] | 004E6140 FUN_004e6140 @ 004E616F MOV AL,byte ptr [ECX + EDX*0x2 + 0x7f555b] | 004E6FE0 FUN_004e6fe0 @ 004E7044 MOV CL,byte ptr [EDI + EDX*0x2 + 0x7f555b]	stride_relative_memory_access
1	record_a62x8	1852	0x73C	1		/undefined1	layout	none	1	0	004E51B0 FUN_004e51b0 @ 004E5442 MOV CL,byte ptr [EBX + EAX*0x1 + 0x7f555b]	stride_relative_memory_access
1	record_a62x8	2006	0x7D6	4		/undefined4	layout	none	4	2	00443F30 STAllPlayersC::SaveAllPlData @ 00444403 MOV ECX,dword ptr [EDX + 0x7cd] | 00444E70 FUN_00444e70 @ 00445167 MOV dword ptr [EBX + 0x7f55f6],ECX | 004DE820 FUN_004de820 @ 004DE9AB MOV ECX,dword ptr [ECX*0x2 + 0x7f55f6] | 004DEA40 FUN_004dea40 @ 004DEA69 MOV ECX,dword ptr [ECX*0x2 + 0x7f55f6] | 004E5140 FUN_004e5140 @ 004E5179 MOV dword ptr [EAX + 0x7f55f6],ECX | 004EA870 FUN_004ea870 @ 004EA8E9 MOV ECX,dword ptr [EAX + 0x7f55f6]	stride_relative_memory_access
1	record_a62x8	2010	0x7DA	4		/undefined4	layout	none	7	1	004D78E0 FUN_004d78e0 @ 004D792F MOV EBX,dword ptr [ECX] | 004D78E0 FUN_004d78e0 @ 004D798E MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D79AA MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D79C6 MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D79E3 MOV EAX,dword ptr [ECX + -0x34] | 004D78E0 FUN_004d78e0 @ 004D7A6B SUB ESI,dword ptr [ECX + -0x34] | 004D8080 FUN_004d8080 @ 004D80AA MOV dword ptr [EDI + ESI*0x2 + 0x7f55fa],EAX | 004D80D0 FUN_004d80d0 @ 004D80F2 MOV EAX,dword ptr [EDX + ECX*0x2 + 0x7f55fa]	stride_relative_memory_access
1	record_a62x8	2014	0x7DE	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2018	0x7E2	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2022	0x7E6	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	2026	0x7EA	4		/int	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
