apply	function_address	expected_function	expected_signature	expected_return_type	expected_return_source	expected_noreturn	proposed_return_type	proposed_noreturn	semantic_id	confidence	roundtrip_call_sites	expected_call_overrides	roundtrip_return_ordinals	evidence
0	00650090	FUN_00650090	undefined4 __cdecl FUN_00650090(RecoveredRecord_AiEventClassTy_00650090 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 1]
0	006501A0	FUN_006501a0	undefined4 __cdecl FUN_006501a0(RecoveredRecord_AiEventClassTy_006501A0 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 1, 0]
0	00650240	FUN_00650240	undefined4 __cdecl FUN_00650240(RecoveredRecord_AiEventClassTy_00650240 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
0	006503B0	FUN_006503b0	undefined4 __cdecl FUN_006503b0(RecoveredRecord_006503B0_3B1FB22E * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 1, 1]
0	00650480	FUN_00650480	undefined4 __cdecl FUN_00650480(RecoveredRecord_AiEventClassTy_00650480 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
0	00650600	FUN_00650600	undefined4 __cdecl FUN_00650600(RecoveredRecord_AiEventClassTy_00650600 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
0	00650A20	FUN_00650a20	undefined4 __cdecl FUN_00650a20(RecoveredRecordView_00650A20_3149A900 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 1, 0]
0	00650B10	FUN_00650b10	undefined4 __cdecl FUN_00650b10(RecoveredRecord_AiEventClassTy_00650B10 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 1, 0]
0	00650BD0	FUN_00650bd0	undefined4 __cdecl FUN_00650bd0(RecoveredRecord_AiEventClassTy_00650BD0 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 1]
0	00650CF0	FUN_00650cf0	undefined4 __cdecl FUN_00650cf0(RecoveredRecord_AiEventClassTy_00650CF0 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 1]
0	00650E10	FUN_00650e10	undefined4 __cdecl FUN_00650e10(RecoveredRecord_AiEventClassTy_00650E10 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
