function_address	function_name	call_address	slot_offset	stack_parameter_count	last_ecx_assignment	receiver_register	exact_unadjusted_receiver	physical_vtable_paths	receiver_paths	physical_owners	caller_owner	machine_return	classification
005FC4A0	FUN_005fc4a0	005FC763	280	1	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/void	physical_vtable
005FCEB0	FUN_005fceb0	005FCF1B	0	1	DWORD PTR [0X008117BC]	ECX	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy		/undefined4	physical_vtable
005FCFF0	FUN_005fcff0	005FD13D	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
005FD1B0	FUN_005fd1b0	005FD2DD	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/void	physical_vtable
005FD750	FUN_005fd750	005FD7B3	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC		/undefined4	physical_vtable
005FD750	FUN_005fd750	005FD7EE	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
005FEB60	FUN_005feb60	005FED55	240	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
005FEB60	FUN_005feb60	005FEE5C	248	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
005FEB60	FUN_005feb60	005FEEEF	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
005FF3A0	FUN_005ff3a0	005FF3CD	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC		/undefined4	physical_vtable
005FF430	FUN_005ff430	005FF4B5	120	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC		/undefined4	physical_vtable
006001E0	FUN_006001e0	00600435	224	5	ECX	ECX	1					/undefined4	unresolved_object_dispatch
00601500	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00601500::FUN_00601500	00601853	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00601500	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00601500::FUN_00601500	0060188B	220	6	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00601500	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00601500::FUN_00601500	00601A82	220	6	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00601D10	FUN_00601d10	00601D7B	24	2	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/SystemWithNamedObjClassTy	/STPlaySystemC		/undefined4	physical_vtable
00602BE0	STDestC::sub_00602BE0	00602DAB	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STDestCVTable	/STDestC	/STDestC	STDestC	/void	physical_vtable
006034E0	FUN_006034e0	00603631	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B154	240	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B16F	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B2E5	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B308	120	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B389	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B49E	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B61B	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B6EA	44	0	EBX	EBX	1					/undefined4	unresolved_object_dispatch
0060AEF0	FUN_0060aef0	0060B7C1	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060AEF0	FUN_0060aef0	0060B934	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
0060BCB0	FUN_0060bcb0	0060BCF9	0	1	ECX	ECX	1					/undefined4	unresolved_object_dispatch
0060BD30	FUN_0060bd30	0060BDA7	0	3	DWORD PTR [EBP + 0X8]	ECX	1					/undefined4	unresolved_object_dispatch
0060BDD0	FUN_0060bdd0	0060BF48	0	1	EDI	EDI	1					/void	unresolved_object_dispatch
0060C320	FUN_0060c320	0060C4F0	240	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0060C320	FUN_0060c320	0060C60C	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0060C320	FUN_0060c320	0060C62C	120	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0060EF40	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0060EF40::FUN_0060ef40	0060F1E2	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
006101B0	FUN_006101b0	00610A75	20	6	ESI	ESI	1					/undefined4	unresolved_object_dispatch
006101B0	FUN_006101b0	00610EAB	20	6	ESI	ESI	1					/undefined4	unresolved_object_dispatch
006101B0	FUN_006101b0	00611410	20	6	ESI	ESI	1					/undefined4	unresolved_object_dispatch
006101B0	FUN_006101b0	00611A77	20	6	ESI	ESI	1					/undefined4	unresolved_object_dispatch
006101B0	FUN_006101b0	00612565	20	6	ESI	ESI	1					/undefined4	unresolved_object_dispatch
00613140	FUN_00613140	00613225	20	6	ESI	ESI	1					/undefined4	unresolved_object_dispatch
00614400	FUN_00614400	006146A1	240	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00614400	FUN_00614400	0061479E	248	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00615FD0	FUN_00615fd0	0061602F	224	5	ECX	ECX	1					/undefined4	unresolved_object_dispatch
00618240	FUN_00618240	00618465	240	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00618240	FUN_00618240	00618581	248	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00618240	FUN_00618240	006185B7	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0061B340	STJumpMineC::sub_0061B340	0061B555	240	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STJumpMineC	/undefined4	physical_vtable
0061B340	STJumpMineC::sub_0061B340	0061B567	248	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STJumpMineC	/undefined4	physical_vtable
0061B340	STJumpMineC::sub_0061B340	0061BAC0	240	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STJumpMineC	/undefined4	physical_vtable
0061B340	STJumpMineC::sub_0061B340	0061BAD2	248	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STJumpMineC	/undefined4	physical_vtable
0061C5F0	FUN_0061c5f0	0061C7EB	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC		/undefined4	physical_vtable
0061C910	FUN_0061c910	0061C95B	224	5	ECX	ECX	1					/undefined4	unresolved_object_dispatch
0061CA90	FUN_0061ca90	0061CC76	240	0	EBX	EBX	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0061CA90	FUN_0061ca90	0061CD78	248	0	EBX	EBX	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0061CA90	FUN_0061ca90	0061CDEB	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
0061D0C0	FUN_0061d0c0	0061D14D	8	7	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/void	physical_vtable
0061F5C0	FUN_0061f5c0	0061F635	8	7	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
00623600	FUN_00623600	0062388D	216	0	ESI	ESI	1					/undefined4	unresolved_object_dispatch
00623600	FUN_00623600	006238C6	216	0	ESI	ESI	1					/undefined4	unresolved_object_dispatch
006255B0	FUN_006255b0	00625602	224	5	ECX	ECX	1					/undefined4	unresolved_object_dispatch
00625730	STMineSetC::sub_00625730	006259D6	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625AB5	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625ABD	44	1	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625AEC	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625B8A	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625CE3	240	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625DFB	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625E03	44	1	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625F13	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625F42	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	00625F4A	44	1	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00625730	STMineSetC::sub_00625730	0062605C	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
006264D0	FUN_006264d0	00626798	240	0	ESI	ESI	1					/undefined4	unresolved_object_dispatch
006264D0	FUN_006264d0	00626896	248	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
006264D0	FUN_006264d0	0062697A	16	6	EBX	EBX	1					/undefined4	unresolved_object_dispatch
00626C90	STMineSetC::sub_00626C90	00626CD7	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00626FC0	STMineSetC::sub_00626FC0	00626FFE	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00627050	STMineSetC::sub_00627050	0062708E	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STMineSetCVTable	/STMineSetC	/STMineSetC	STMineSetC	/undefined4	physical_vtable
00627400	STMineSetC::sub_00627400	0062758D	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC	STMineSetC	/undefined4	physical_vtable
00627700	FUN_00627700	00627768	0	1	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy		/undefined4	physical_vtable
00627790	FUN_00627790	00627816	0	1	DWORD PTR [0X008117BC]	ECX	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy		/undefined4	physical_vtable
00627850	FUN_00627850	006279E0	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0062A370	STParticleC::sub_0062A370	0062A58F	224	5	ECX	ECX	1				STParticleC	/undefined4	unresolved_object_dispatch
0062AF90	FUN_0062af90	0062B19D	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0062B680	FUN_0062b680	0062B728	8	8	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0062B770	FUN_0062b770	0062B7ED	8	8	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0062B830	FUN_0062b830	0062B88C	44	3	ESI	ESI	1					/undefined4	unresolved_object_dispatch
0062B830	FUN_0062b830	0062B8C1	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/void	physical_vtable
0062B990	FUN_0062b990	0062BA08	8	8	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0062E170	FUN_0062e170	0062E1F7	8	7	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
0062E240	FUN_0062e240	0062E2BE	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00637350	FUN_00637350	0063751B	240	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00637350	FUN_00637350	00637610	248	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00637350	FUN_00637350	0063767C	0	1	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/void	physical_vtable
006383E0	FUN_006383e0	006385EE	240	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
006383E0	FUN_006383e0	0063860B	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
006383E0	FUN_006383e0	006386C0	0	1	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable		/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/void	physical_vtable
006389F0	FUN_006389f0	00638AEE	24	1	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/SystemWithNamedObjClassTy	/STPlaySystemC		/void	physical_vtable
00638CA0	FUN_00638ca0	00638EBE	216	0	EBX	EBX	1						unresolved_object_dispatch
00638CA0	FUN_00638ca0	006390FD	216	0	EBX	EBX	1						unresolved_object_dispatch
00639670	FUN_00639670	0063988B	224	5	ECX	ECX	1					/undefined4	unresolved_object_dispatch
00639C90	FUN_00639c90	0063A02D	216	0	EBX	EBX	1						unresolved_object_dispatch
00639C90	FUN_00639c90	0063A2E4	216	0	EBX	EBX	1						unresolved_object_dispatch
00639C90	FUN_00639c90	0063A61B	216	0	EBX	EBX	1						unresolved_object_dispatch
00639C90	FUN_00639c90	0063A79E	216	0	EBX	EBX	1						unresolved_object_dispatch
00639C90	FUN_00639c90	0063B2CA	216	0	EBX	EBX	1						unresolved_object_dispatch
00639C90	FUN_00639c90	0063B4A8	216	0	EBX	EBX	1						unresolved_object_dispatch
00639C90	FUN_00639c90	0063B689	216	0	EBX	EBX	1					/undefined4	unresolved_object_dispatch
00639C90	FUN_00639c90	0063B70A	216	0	EBX	EBX	1					/undefined4	unresolved_object_dispatch
0063C170	FUN_0063c170	0063C2B0	224	5	ECX	ECX	1					/undefined4	unresolved_object_dispatch
0063C510	FUN_0063c510	0063C69C	216	0	ESI	ESI	1						unresolved_object_dispatch
0063CC50	FUN_0063cc50	0063CCDD	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/void	physical_vtable
0063CC50	FUN_0063cc50	0063CD7A	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/void	physical_vtable
0063CC50	FUN_0063cc50	0063CF06	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/void	physical_vtable
006406D0	STTorpC::GetMessage	00640A99	16	6	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STTorpCVTable		/STTorpC	STTorpC	/undefined4	physical_vtable
006406D0	STTorpC::GetMessage	00640BF2	44	0	EAX	EAX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STTorpC	/undefined4	physical_vtable
006406D0	STTorpC::GetMessage	00640EDC	20	6	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STTorpCVTable		/STTorpC	STTorpC	/undefined4	physical_vtable
006406D0	STTorpC::GetMessage	006410CB	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STTorpCVTable	/STTorpC	/STTorpC	STTorpC	/void	physical_vtable
006406D0	STTorpC::GetMessage	006419C7	44	0	EAX	EAX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STTorpC	/undefined4	physical_vtable
006406D0	STTorpC::GetMessage	006426FA	216	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STTorpCVTable	/STTorpC	/STTorpC	STTorpC	/undefined4	physical_vtable
006406D0	STTorpC::GetMessage	00642AC6	44	0	DWORD PTR [EBP + -0X2C]	ECX	1				STTorpC	/undefined4	unresolved_object_dispatch
006406D0	STTorpC::GetMessage	00642BE8	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC	STTorpC	/void	physical_vtable
006406D0	STTorpC::GetMessage	00642C26	24	1	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/SystemWithNamedObjClassTy	/STPlaySystemC	STTorpC	/void	physical_vtable
006406D0	STTorpC::GetMessage	00642C8F	216	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STTorpCVTable	/STTorpC	/STTorpC	STTorpC	/undefined4	physical_vtable
006406D0	STTorpC::GetMessage	00642F67	20	6	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STTorpCVTable		/STTorpC	STTorpC	/undefined4	physical_vtable
00643E20	STTorpC::sub_00643E20	00644154	224	5	DWORD PTR [EBP + -0X4]	ECX	1				STTorpC	/undefined4	unresolved_object_dispatch
00643E20	STTorpC::sub_00643E20	006441E9	228	1	DWORD PTR [EBP + -0X4]	ECX	1				STTorpC	/undefined4	unresolved_object_dispatch
00644410	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00644410::FUN_00644410	006446F4	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00644410	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00644410::FUN_00644410	006447C2	220	6	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
00644410	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00644410::FUN_00644410	00644D35	224	5	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/void	physical_vtable
00645880	FUN_00645880	00645A18	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
00645880	FUN_00645880	00645AA8	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
00645880	FUN_00645880	00645B4A	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
00645880	FUN_00645880	00645BE8	8	5	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/STPlaySystemC	/STPlaySystemC		/undefined4	physical_vtable
