apply	function_address	expected_function	expected_signature	expected_signature_source	expected_calling_convention	expected_return_type	expected_return_source	expected_parameter_count	expected_parameter_name	expected_parameter_type	expected_parameter_source	proposed_calling_convention	proposed_return_type	proposed_parameter_name	proposed_parameter_type	shared_zero_stub	confidence	reason	evidence
0	005D1400	SettMapMTy::GetMessage	int __thiscall GetMessage(SettMapMTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0040137A|005D1400; family_names=SettMapMTy::GetMessage; ret4=2; direct_offsets={10:4,14:18,18:10,1c:25}
0	005D5560	SettMapSTy::GetMessage	int __thiscall GetMessage(SettMapSTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00404D7C|005D5560; family_names=SettMapSTy::GetMessage; ret4=2; direct_offsets={10:4,14:10,18:9,1c:28}
0	005D9470	SIDTy::GetMessage	int __thiscall GetMessage(SIDTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00404A70|005D9470; family_names=SIDTy::GetMessage; ret4=2; direct_offsets={10:4,14:14,18:7,1c:0}
0	005DCE90	StartSystemTy::GetMessage	int __thiscall GetMessage(StartSystemTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004046CE|005DCE90; family_names=StartSystemTy::GetMessage; ret4=2; direct_offsets={10:1,14:3,18:1,1c:0}
0	005E4570	MTaskTy::GetMessage	int __thiscall GetMessage(MTaskTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004020F4|005E4570; family_names=MTaskTy::GetMessage; ret4=2; direct_offsets={10:2,14:15,18:3,1c:5}
0	005E5FB0	MTestTy::GetMessage	int __thiscall GetMessage(MTestTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0040598E|005E5FB0; family_names=MTestTy::GetMessage; ret4=2; direct_offsets={10:4,14:0,18:0,1c:0}
0	005EA680	WaitTy::GetMessage	int __thiscall GetMessage(WaitTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004038D7|005EA680; family_names=WaitTy::GetMessage; ret4=2; direct_offsets={10:5,14:9,18:3,1c:0}
0	005EAF10	STArtiafactC::GetMessage	int __thiscall GetMessage(STArtiafactC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00404D68|005EAF10; family_names=STArtiafactC::GetMessage; ret4=22; direct_offsets={10:1,14:3,18:9,1c:0}
0	005F10D0	STManBasisC::GetMessage	int __thiscall GetMessage(STManBasisC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00405A15|005F10D0; family_names=STManBasisC::GetMessage; ret4=5; direct_offsets={10:1,14:0,18:1,1c:2}
0	005F27C0	STBHEShellC::GetMessage	int __thiscall GetMessage(STBHEShellC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00405EDE|005F27C0; family_names=STBHEShellC::GetMessage; ret4=8; direct_offsets={10:1,14:1,18:1,1c:2}
0	005F5F20	STColl3C::GetMessage	int __thiscall GetMessage(STColl3C * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00404917|005F5F20; family_names=STColl3C::GetMessage; ret4=12; direct_offsets={10:1,14:2,18:4,1c:0}
0	005FB640	STContainerC::GetMessage	int __thiscall GetMessage(STContainerC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004033C3|005FB640; family_names=STContainerC::GetMessage; ret4=22; direct_offsets={10:1,14:3,18:9,1c:0}
0	00601F80	STDestC::GetMessage	int __thiscall GetMessage(STDestC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004050CE|00601F80; family_names=STDestC::GetMessage; ret4=11; direct_offsets={10:1,14:1,18:1,1c:0}
0	00603740	STExplosion::GetMessage	int __thiscall GetMessage(STExplosion * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00402E5F|00603740; family_names=STExplosion::GetMessage; ret4=12; direct_offsets={10:1,14:1,18:2,1c:12}
0	00617640	JumpManagC::GetMessage	int __thiscall GetMessage(JumpManagC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0040260D|00617640; family_names=JumpManagC::GetMessage; ret4=5; direct_offsets={10:1,14:1,18:1,1c:1}
0	00618C00	STJumpMineC::GetMessage	int __thiscall GetMessage(STJumpMineC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00402D6A|00618C00; family_names=STJumpMineC::GetMessage; ret4=10; direct_offsets={10:1,14:1,18:4,1c:2}
0	0061D190	STLightC::GetMessage	int __thiscall GetMessage(STLightC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004026EE|0061D190; family_names=STLightC::GetMessage; ret4=6; direct_offsets={10:1,14:1,18:3,1c:1}
0	0061F660	SndUnderAttMenegC::GetMessage	int __thiscall GetMessage(SndUnderAttMenegC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00403292|0061F660; family_names=SndUnderAttMenegC::GetMessage; ret4=4; direct_offsets={10:1,14:0,18:0,1c:1}
0	00621B50	STMineSetC::GetMessage	int __thiscall GetMessage(STMineSetC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00401672|00621B50; family_names=STMineSetC::GetMessage; ret4=13; direct_offsets={10:1,14:3,18:2,1c:0}
0	00627EB0	STParticleC::GetMessage	int __thiscall GetMessage(STParticleC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00405C9A|00627EB0; family_names=STParticleC::GetMessage; ret4=14; direct_offsets={10:1,14:4,18:0,1c:0}
0	0062CCA0	STManRub3C::GetMessage	int __thiscall GetMessage(STManRub3C * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004040D9|0062CCA0; family_names=STManRub3C::GetMessage; ret4=4; direct_offsets={10:1,14:0,18:0,1c:1}
0	0062E740	STRubbishC::GetMessage	int __thiscall GetMessage(STRubbishC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0040231F|0062E740; family_names=STRubbishC::GetMessage; ret4=8; direct_offsets={10:1,14:3,18:4,1c:2}
0	00630430	STManRuinC::GetMessage	int __thiscall GetMessage(STManRuinC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004055A1|00630430; family_names=STManRuinC::GetMessage; ret4=5; direct_offsets={10:1,14:2,18:2,1c:4}
0	006406D0	STTorpC::GetMessage	int __thiscall GetMessage(STTorpC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00404CAF|006406D0; family_names=STTorpC::GetMessage; ret4=11; direct_offsets={10:2,14:3,18:3,1c:13}
0	006461E0	STVolcanoC::GetMessage	int __thiscall GetMessage(STVolcanoC * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004038D2|006461E0; family_names=STVolcanoC::GetMessage; ret4=17; direct_offsets={10:1,14:1,18:1,1c:1}
0	00648030	AiBossClassTy::GetMessage	int __thiscall GetMessage(AiBossClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	USER_DEFINED	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00403792|00648030; family_names=AiBossClassTy::GetMessage; ret4=2; direct_offsets={10:2,14:1,18:1,1c:2}
0	00652810	AiEventClassTy::GetMessage	void __thiscall GetMessage(AiEventClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/void	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	USER_DEFINED	__thiscall	/void	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00401BE0|00652810; family_names=AiEventClassTy::GetMessage; ret4=2; direct_offsets={10:0,14:0,18:100,1c:5}
0	00667D90	AiFltClassTy::GetMessage	int __thiscall GetMessage(AiFltClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	USER_DEFINED	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=004031B6|00667D90; family_names=AiFltClassTy::GetMessage; ret4=2; direct_offsets={10:2,14:2,18:2,1c:8}
0	0067C7E0	AiPlrClassTy::GetMessage	int __thiscall GetMessage(AiPlrClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	USER_DEFINED	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00401F8C|0067C7E0; family_names=AiPlrClassTy::GetMessage; ret4=2; direct_offsets={10:2,14:3,18:4,1c:6}
0	00690B90	AiTactClassTy::GetMessage	int __thiscall GetMessage(AiTactClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	USER_DEFINED	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00402DF1|00690B90; family_names=AiTactClassTy::GetMessage; ret4=2; direct_offsets={10:2,14:1,18:2,1c:3}
0	006E5F00	SystemClassTy::GetMessage	int __thiscall GetMessage(SystemClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=006E5F00; family_names=SystemClassTy::GetMessage; ret4=2; direct_offsets={10:1,14:1,18:0,1c:0}
0	006E5FD0	FUN_006e5fd0	int __thiscall FUN_006e5fd0(void * this, STMessage * message)	ANALYSIS	__thiscall	/int	ANALYSIS	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	true	high	already_typed	family_entries=; family_names=AiBossClassTy::GetMessage|AiFltClassTy::GetMessage|AiPlrClassTy::GetMessage|AiTactClassTy::GetMessage|CPanelTy::GetMessage|ComboTy::GetMessage|ControlClassTy::GetMessage|CursorClassTy::GetMessage|DumpClassC::GetMessage|HelpStringTy::GetMessage|InputClassTy::GetMessage|MAdvTy::GetMessage|MMObjTy::GetMessage|MReportTy::GetMessage|MTaskTy::GetMessage|MTestTy::GetMessage|MoneyTy::GetMessage|OpticClassC::GetMessage|PanelTy::GetMessage|PopUpTy::GetMessage|RadioClassTy::GetMessage|STAlgaC::GetMessage|STAllPlayersC::GetMessage|STGameObjC::GetMessage|STGroupC::GetMessage|SliderClassTy::GetMessage|SoundManagerTy::GetMessage|TabClassTy::GetMessage|TraksClassTy::GetMessage|VisibleClassTy::GetMessage; ret4=1; direct_offsets={10:0,14:0,18:0,1c:0}; shared_zero_stub=true
0	0071CA50	InputClassTy::GetMessage	int __thiscall GetMessage(InputClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0071CA50; family_names=InputClassTy::GetMessage; ret4=22; direct_offsets={10:2,14:10,18:4,1c:6}
0	0071CFD0	ButtonClassTy::GetMessage	int __thiscall GetMessage(ButtonClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0071CFD0; family_names=ButtonClassTy::GetMessage; ret4=4; direct_offsets={10:8,14:5,18:8,1c:27}
0	0071E0E0	RadioClassTy::GetMessage	int __thiscall GetMessage(RadioClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0071E0E0; family_names=RadioClassTy::GetMessage; ret4=17; direct_offsets={10:1,14:12,18:11,1c:15}
0	0071E8B0	ViewerClassTy::GetMessage	int __thiscall GetMessage(ViewerClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0071E8B0; family_names=ViewerClassTy::GetMessage; ret4=2; direct_offsets={10:2,14:11,18:3,1c:11}
0	0071F3A0	ListClassTy::GetMessage	int __thiscall GetMessage(ListClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0071F3A0; family_names=ListClassTy::GetMessage; ret4=2; direct_offsets={10:3,14:13,18:5,1c:12}
0	00722410	EditorClassTy::GetMessage	int __thiscall GetMessage(EditorClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00722410; family_names=EditorClassTy::GetMessage; ret4=2; direct_offsets={10:6,14:20,18:2,1c:14}
0	00723420	TabClassTy::GetMessage	int __thiscall GetMessage(TabClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00723420; family_names=TabClassTy::GetMessage; ret4=3; direct_offsets={10:14,14:19,18:17,1c:11}
0	007244B0	SliderClassTy::GetMessage	int __thiscall GetMessage(SliderClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=007244B0; family_names=SliderClassTy::GetMessage; ret4=18; direct_offsets={10:3,14:11,18:8,1c:5}
0	00725020	TrackbarClassTy::GetMessage	int __thiscall GetMessage(TrackbarClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=00725020; family_names=TrackbarClassTy::GetMessage; ret4=2; direct_offsets={10:3,14:8,18:3,1c:7}
0	0072B780	ControlClassTy::GetMessage	int __thiscall GetMessage(ControlClassTy * this, STMessage * message)	USER_DEFINED	__thiscall	/int	USER_DEFINED	1	message	pointer:/SubmarineTitans/Recovered/STMessage	ANALYSIS	__thiscall	/int	message	pointer:/SubmarineTitans/Recovered/STMessage	false	high	already_typed	family_entries=0072B780; family_names=ControlClassTy::GetMessage; ret4=17; direct_offsets={10:4,14:10,18:8,1c:18}
