function_address	function	parameter_ordinal	parameter_name	current_type	direct_call_sites	byte_reads	byte_writes	bulk_transports	wide_dereferences	escapes	complete	apply	status	evidence
006E3450	FUN_006e3450	3	param_4	pointer:/undefined4	4	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=4, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006E34A3 MOV dword ptr [EAX],ECX operand=DWORD PTR [EAX] width=4
006E3A90	FUN_006e3a90	2	param_2	pointer:/undefined4	1	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006E3A99 PUSH EAX alias passed on stack
006E5360	StartSystemTy::sub_006E5360	3	param_3	pointer:/undefined4	3	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=3, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006E536C PUSH EAX alias passed on stack
006E5380	FUN_006e5380	2	param_2	pointer:/undefined4	1	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006E5389 PUSH EAX alias passed on stack
006E5FE0	FUN_006e5fe0	1	param_1	pointer:/undefined4	83	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=83, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E5FEA MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006E5FEC MOV dword ptr [EAX + 0x4],0x2 operand=DWORD PTR [EAX + 0X4] width=4; escape_sites=006E5FE9 PUSH EAX alias passed on stack
006E6000	FUN_006e6000	3	param_3	pointer:/undefined4	60	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=60, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E600A MOV dword ptr [EAX + 0x8],EDX operand=DWORD PTR [EAX + 0X8] width=4 | 006E6010 MOV dword ptr [EAX + 0xc],EDX operand=DWORD PTR [EAX + 0XC] width=4; escape_sites=006E6009 PUSH EAX alias passed on stack
006E6020	FUN_006e6020	1	param_1	pointer:/undefined4	31	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=31, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E602A MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006E602C MOV dword ptr [EAX + 0x4],0x2 operand=DWORD PTR [EAX + 0X4] width=4; escape_sites=006E6029 PUSH EAX alias passed on stack
006E6040	FUN_006e6040	1	param_1	pointer:/undefined4	0	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E604A MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006E604C MOV dword ptr [EAX + 0x4],0x2 operand=DWORD PTR [EAX + 0X4] width=4; escape_sites=006E6049 PUSH EAX alias passed on stack
006E6060	FUN_006e6060	1	param_1	pointer:/undefined4	43	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=43, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E606A MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006E606C MOV dword ptr [EAX + 0x4],0x2 operand=DWORD PTR [EAX + 0X4] width=4; escape_sites=006E6069 PUSH EAX alias passed on stack
006E6080	FUN_006e6080	3	param_3	pointer:/undefined4	461	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=461, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E608A MOV dword ptr [EAX + 0x8],EDX operand=DWORD PTR [EAX + 0X8] width=4 | 006E6090 MOV dword ptr [EAX + 0xc],EDX operand=DWORD PTR [EAX + 0XC] width=4; escape_sites=006E6089 PUSH EAX alias passed on stack
006E60A0	sub_006E60A0	1	param_1	pointer:/undefined4	40	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=40, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E60AA MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006E60AC MOV dword ptr [EAX + 0x4],0x2 operand=DWORD PTR [EAX + 0X4] width=4; escape_sites=006E60A9 PUSH EAX alias passed on stack
006E60C0	FUN_006e60c0	1	param_1	pointer:/undefined4	0	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006E60CA MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006E60CC MOV dword ptr [EAX + 0x4],0x2 operand=DWORD PTR [EAX + 0X4] width=4; escape_sites=006E60C9 PUSH EAX alias passed on stack
006E6400	ST3DSMAPContext::sub_006E6400	1	param_1	pointer:/undefined4	1	0	0	0	4	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=4, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006E643F MOV EDX,dword ptr [EAX] operand=DWORD PTR [EAX] width=4 | 006E6449 MOV EDX,dword ptr [EAX + 0x4] operand=DWORD PTR [EAX + 0X4] width=4 | 006E644F MOV EDX,dword ptr [EAX + 0x8] operand=DWORD PTR [EAX + 0X8] width=4 | 006E6455 MOV EAX,dword ptr [EAX + 0xc] operand=DWORD PTR [EAX + 0XC] width=4
006E6500	ST3DSMAPContext::sub_006E6500	1	param_1	pointer:/undefined4	4	0	0	0	4	4	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=4, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=4, escapes=4; byte_read_sites=-; byte_write_sites=-; wide_sites=006E651F MOV EDX,dword ptr [EAX] operand=DWORD PTR [EAX] width=4 | 006E6529 MOV EDX,dword ptr [EAX + 0x4] operand=DWORD PTR [EAX + 0X4] width=4 | 006E652F MOV EDX,dword ptr [EAX + 0x8] operand=DWORD PTR [EAX + 0X8] width=4 | 006E6535 MOV EAX,dword ptr [EAX + 0xc] operand=DWORD PTR [EAX + 0XC] width=4; escape_sites=006E6510 MOV dword ptr [ECX],EAX alias stored outside a local spill | 006E6512 MOV dword ptr [ECX + 0x4],EAX alias stored outside a local spill | 006E6515 MOV dword ptr [ECX + 0x8],EAX alias stored outside a local spill | 006E6518 MOV dword ptr [ECX + 0xc],EAX alias stored outside a local spill
006F5760	FUN_006f5760	0	param_1	pointer:/undefined1	1	0	4	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=4, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F57CD MOV byte ptr [EDI],AL | 006F5802 MOV byte ptr [EDI + -0x1],AL | 006F5891 MOV byte ptr [EDI],AL | 006F58CA MOV byte ptr [EDI + -0x1],AL
006F5BD0	FUN_006f5bd0	0	param_1	pointer:/undefined1	1	0	2	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=2, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F5C12 MOV byte ptr [EDI],AL | 006F5C29 MOV byte ptr [EDI + -0x1],AL
006F5C60	FUN_006f5c60	0	param_1	pointer:/undefined1	2	0	2	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=2, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F5CD7 MOV byte ptr [EDX],AL | 006F5D0B MOV byte ptr [EDX],AL
006F5D80	FUN_006f5d80	0	param_1	pointer:/undefined1	1	0	4	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=4, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F5E50 MOV byte ptr [EDI],DL | 006F5EA4 MOV byte ptr [EBX],DL | 006F5F21 MOV byte ptr [EDI],DL | 006F5F5E MOV byte ptr [EBX],DL
006F6020	FUN_006f6020	0	param_1	pointer:/undefined1	1	0	5	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=5, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F60FB MOV byte ptr [ESI],DL | 006F610C MOV byte ptr [ESI],BL | 006F6153 MOV byte ptr [ESI],DL | 006F6212 MOV byte ptr [ESI],DL | 006F6259 MOV byte ptr [ESI],DL
006F6AE0	FUN_006f6ae0	0	param_1	pointer:/undefined1	1	0	4	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=4, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F6C06 MOV byte ptr [EDI],CL | 006F6C5D MOV byte ptr [EDI],AL | 006F6D62 MOV byte ptr [ESI],CL | 006F6DB6 MOV byte ptr [EDI],CL
006F7D10	FUN_006f7d10	0	param_1	pointer:/undefined1	2	0	4	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=4, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F7DDF MOV byte ptr [EDI],AL | 006F7E19 MOV byte ptr [EDI],DL | 006F7EB2 MOV byte ptr [EDI],DL | 006F7EF2 MOV byte ptr [EDI],DL
006F7FC0	FUN_006f7fc0	0	param_1	pointer:/undefined1	1	2	2	0	0	0	1	0	insufficient_direct_calls	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=2, byte_writes=2, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=006F8087 MOV DL,byte ptr [EBX] | 006F810E MOV DL,byte ptr [EBX]; byte_write_sites=006F808C MOV byte ptr [EBX],DL | 006F8113 MOV byte ptr [EBX],DL
006F81D0	FUN_006f81d0	0	param_1	pointer:/undefined1	1	10	4	0	4	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=10, byte_writes=4, rep_movs_transports=0, wide_dereferences=4, escapes=0; byte_read_sites=006F820F MOV BL,byte ptr [EAX] | 006F824D MOV BL,byte ptr [EAX] | 006F8260 MOV BL,byte ptr [EAX] | 006F8276 MOV BL,byte ptr [EAX] | 006F82E1 MOV CL,byte ptr [EAX] | 006F8341 MOV CL,byte ptr [EAX] | 006F83BE MOV BL,byte ptr [EAX] | 006F8431 MOV CL,byte ptr [ESI] | ... +2; byte_write_sites=006F82E9 MOV byte ptr [EDI],CL | 006F8349 MOV byte ptr [EDI],CL | 006F8439 MOV byte ptr [EDI],CL | 006F8496 MOV byte ptr [EDI],CL; wide_sites=006F82D2 MOV CX,word ptr [EAX] operand=WORD PTR [EAX] width=2 | 006F8332 MOV CX,word ptr [EAX] operand=WORD PTR [EAX] width=2 | 006F8422 MOV CX,word ptr [ESI] operand=WORD PTR [ESI] width=2 | 006F847C MOV CX,word ptr [EDI] operand=WORD PTR [EDI] width=2
006F85A0	FUN_006f85a0	0	param_1	pointer:/undefined1	2	0	2	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=2, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F85ED MOV byte ptr [ECX + -0x1],AL | 006F860D MOV byte ptr [ECX + -0x1],AL
006F8660	FUN_006f8660	0	param_1	pointer:/undefined4	1	0	4	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=4, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=006F8743 STOSB.REP ES:EDI | 006F8784 MOV byte ptr [EDI + -0x1],AL | 006F87F6 STOSB.REP ES:EDI | 006F881A MOV byte ptr [EDI + -0x1],AL; wide_sites=006F873C STOSD.REP ES:EDI string_width=4 | 006F87EF STOSD.REP ES:EDI string_width=4
006F88A0	FUN_006f88a0	0	param_1	pointer:/undefined1	2	0	4	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=4, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006F8959 MOV byte ptr [EDI + -0x1],AL | 006F897C MOV byte ptr [EDI + -0x1],DL | 006F89E5 MOV byte ptr [EDI + -0x1],DL | 006F8A0E MOV byte ptr [EDI + -0x1],DL
006FA280	FUN_006fa280	0	param_1	pointer:/undefined1	1	0	12	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=12, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FA3FB MOV byte ptr [ESI],DL | 006FA41C MOV byte ptr [ESI],DL | 006FA43F MOV byte ptr [ESI],DL | 006FA48E MOV byte ptr [ESI],CL | 006FA4BE MOV byte ptr [ESI],CL | 006FA4FF MOV byte ptr [ESI],CL | 006FA5D3 MOV byte ptr [ESI],BL | 006FA5FC MOV byte ptr [ESI],BL | ... +4
006FA7A0	FUN_006fa7a0	0	param_1	pointer:/undefined1	1	0	14	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=14, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FA917 MOV byte ptr [ECX],BL | 006FA940 MOV byte ptr [ECX + -0x1],BL | 006FA972 MOV byte ptr [ECX],BL | 006FA9A8 MOV byte ptr [ECX],BL | 006FAA04 MOV byte ptr [ECX],BL | 006FAA45 MOV byte ptr [ECX],BL | 006FAA98 MOV byte ptr [ECX],BL | 006FAB82 MOV byte ptr [ECX],DL | ... +6
006FADC0	FUN_006fadc0	0	param_1	pointer:/undefined1	1	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FAF2D MOV byte ptr [EBX],DL | 006FAF74 MOV byte ptr [EBX],DL | 006FAFC7 MOV byte ptr [EBX],DL | 006FAFEB MOV byte ptr [EBX],DL | 006FB04B MOV byte ptr [EBX],CL | 006FB095 MOV byte ptr [EBX],CL | 006FB0EF MOV byte ptr [EBX],CL | 006FB129 MOV byte ptr [EBX],CL | ... +8
006FB4A0	FUN_006fb4a0	0	param_1	pointer:/undefined1	1	0	29	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=29, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FB61B MOV byte ptr [ESI],CL | 006FB62C MOV byte ptr [ESI],DL | 006FB673 MOV byte ptr [ESI],CL | 006FB681 MOV byte ptr [ESI],DL | 006FB6D7 MOV byte ptr [ESI],CL | 006FB6E5 MOV byte ptr [ESI],DL | 006FB71C MOV byte ptr [ESI],CL | 006FB72A MOV byte ptr [ESI],DL | ... +21
006FDEA0	FUN_006fdea0	0	param_1	pointer:/undefined1	1	0	12	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=12, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FE028 MOV byte ptr [ECX],BL | 006FE071 MOV byte ptr [ECX],BL | 006FE0B4 MOV byte ptr [ECX],BL | 006FE126 MOV byte ptr [ESI],CL | 006FE180 MOV byte ptr [ESI],CL | 006FE1E1 MOV byte ptr [ESI],CL | 006FE2EB MOV byte ptr [ESI],BL | 006FE338 MOV byte ptr [ESI],BL | ... +4
006FE570	FUN_006fe570	0	param_1	pointer:/undefined1	1	0	14	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=14, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FE713 MOV byte ptr [EDI],BL | 006FE727 MOV byte ptr [EDI],AL | 006FE78A MOV byte ptr [EDI],AL | 006FE7E0 MOV byte ptr [EDI],AL | 006FE85A MOV byte ptr [EDI],AL | 006FE8C0 MOV byte ptr [EDI],AL | 006FE925 MOV byte ptr [EDI],AL | 006FEA39 MOV byte ptr [ESI],BL | ... +6
006FED50	FUN_006fed50	0	param_1	pointer:/undefined1	1	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FEEE1 MOV byte ptr [ECX],BL | 006FEF37 MOV byte ptr [ECX],BL | 006FEF99 MOV byte ptr [ECX],BL | 006FEFEF MOV byte ptr [ECX],BL | 006FF07B MOV byte ptr [ESI],CL | 006FF0EC MOV byte ptr [ESI],CL | 006FF16F MOV byte ptr [ESI],CL | 006FF1C0 MOV byte ptr [ESI],CL | ... +8
006FF690	FUN_006ff690	0	param_1	pointer:/undefined1	1	0	22	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=22, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=006FF840 MOV byte ptr [EDI],BL | 006FF854 MOV byte ptr [EDI],CL | 006FF8BA MOV byte ptr [EDI],BL | 006FF8CB MOV byte ptr [EDI],CL | 006FF93B MOV byte ptr [EDI],BL | 006FF94C MOV byte ptr [EDI],CL | 006FF9A0 MOV byte ptr [EDI],BL | 006FF9B1 MOV byte ptr [EDI],CL | ... +14
007012F0	FUN_007012f0	0	param_1	pointer:/undefined1	1	0	12	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=12, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=007015EA MOV byte ptr [ESI],CL | 0070162E MOV byte ptr [ESI],CL | 00701663 MOV byte ptr [ESI],CL | 007016A9 MOV byte ptr [ESI],CL | 007016E9 MOV byte ptr [ESI],CL | 00701722 MOV byte ptr [ESI],CL | 007017F9 MOV byte ptr [ESI],CL | 0070183A MOV byte ptr [ESI],CL | ... +4
00701AD0	FUN_00701ad0	0	param_1	pointer:/undefined1	1	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00701DD6 MOV byte ptr [ESI],CL | 00701E10 MOV byte ptr [ESI],CL | 00701E64 MOV byte ptr [ESI],CL | 00701E99 MOV byte ptr [ESI],CL | 00701EFE MOV byte ptr [ESI],CL | 00701F41 MOV byte ptr [ESI],CL | 00701F9F MOV byte ptr [ESI],CL | 00701FD8 MOV byte ptr [ESI],CL | ... +8
00702510	FUN_00702510	0	param_1	pointer:/undefined1	2	0	12	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=12, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00702673 MOV byte ptr [ESI],CL | 0070269B MOV byte ptr [ESI],CL | 007026D4 MOV byte ptr [ESI],CL | 0070271B MOV byte ptr [ESI],CL | 0070274A MOV byte ptr [ESI],CL | 00702789 MOV byte ptr [ESI],CL | 0070284E MOV byte ptr [ESI],CL | 0070287D MOV byte ptr [ESI],CL | ... +4
00702A30	FUN_00702a30	0	param_1	pointer:/undefined1	2	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00702B94 MOV byte ptr [ESI],CL | 00702BCD MOV byte ptr [ESI],CL | 00702C11 MOV byte ptr [ESI],CL | 00702C4A MOV byte ptr [ESI],CL | 00702CAA MOV byte ptr [ESI],CL | 00702CF1 MOV byte ptr [ESI],CL | 00702D4A MOV byte ptr [ESI],CL | 00702D8D MOV byte ptr [ESI],CL | ... +8
00703160	FUN_00703160	0	param_1	pointer:/undefined1	1	12	12	0	0	0	1	0	insufficient_direct_calls	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=12, byte_writes=12, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=007032BC MOV BL,byte ptr [ECX] | 007032EB MOV BL,byte ptr [ECX] | 0070332B MOV BL,byte ptr [ECX] | 00703375 MOV BL,byte ptr [ECX] | 0070339B MOV BL,byte ptr [ECX] | 007033CF MOV BL,byte ptr [ECX] | 00703480 MOV BL,byte ptr [ECX] | 007034B6 MOV BL,byte ptr [ECX] | ... +4; byte_write_sites=007032C9 MOV byte ptr [ECX],BL | 007032F8 MOV byte ptr [ECX],BL | 00703338 MOV byte ptr [ECX],BL | 0070337A MOV byte ptr [ECX],BL | 007033A0 MOV byte ptr [ECX],BL | 007033D4 MOV byte ptr [ECX],BL | 0070348D MOV byte ptr [ECX],BL | 007034C3 MOV byte ptr [ECX],BL | ... +4
00703650	FUN_00703650	0	param_1	pointer:/undefined1	1	16	16	0	0	0	1	0	insufficient_direct_calls	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=16, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=007037B3 MOV BL,byte ptr [ESI] | 007037F3 MOV BL,byte ptr [ESI] | 0070383E MOV BL,byte ptr [ESI] | 0070387E MOV BL,byte ptr [ESI] | 007038E3 MOV CL,byte ptr [ESI] | 0070391F MOV CL,byte ptr [ESI] | 00703967 MOV CL,byte ptr [ESI] | 0070399B MOV CL,byte ptr [ESI] | ... +8; byte_write_sites=007037C0 MOV byte ptr [ESI],CL | 00703800 MOV byte ptr [ESI],CL | 0070384B MOV byte ptr [ESI],CL | 0070388B MOV byte ptr [ESI],CL | 007038E8 MOV byte ptr [ESI],CL | 00703924 MOV byte ptr [ESI],CL | 0070396C MOV byte ptr [ESI],CL | 007039A0 MOV byte ptr [ESI],CL | ... +8
00703D40	FUN_00703d40	0	param_1	pointer:/undefined1	1	0	12	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=12, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00703EB9 MOV byte ptr [EBX],CL | 00703F0A MOV byte ptr [EBX],CL | 00703F6C MOV byte ptr [EBX],CL | 00703FE0 MOV byte ptr [EBX],CL | 00704038 MOV byte ptr [EBX],CL | 007040A8 MOV byte ptr [EBX],CL | 007041B0 MOV byte ptr [EBX],CL | 007041FF MOV byte ptr [EBX],CL | ... +4
00704460	FUN_00704460	0	param_1	pointer:/undefined1	1	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00704606 MOV byte ptr [EDI],CL | 00704667 MOV byte ptr [EDI],CL | 007046D4 MOV byte ptr [EDI],CL | 00704735 MOV byte ptr [EDI],CL | 007047C2 MOV byte ptr [EDI],CL | 00704838 MOV byte ptr [EDI],CL | 007048C2 MOV byte ptr [EDI],CL | 0070491D MOV byte ptr [EDI],CL | ... +8
007055D0	FUN_007055d0	0	param_1	pointer:/undefined1	1	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00705713 MOV byte ptr [ECX],DL | 0070571D MOV byte ptr [ECX],DL | 00705734 MOV byte ptr [ECX],DL | 0070573E MOV byte ptr [ECX],DL | 00705778 MOV byte ptr [ECX + -0x1],BL | 00705793 MOV byte ptr [ECX + -0x1],BL | 007057B8 MOV byte ptr [ECX + -0x1],BL | 007057D2 MOV byte ptr [ECX + -0x1],BL | ... +8
007059A0	FUN_007059a0	0	param_1	pointer:/undefined1	1	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00705AEA MOV byte ptr [EDI],DL | 00705B09 MOV byte ptr [EDI],DL | 00705B37 MOV byte ptr [EDI],DL | 00705B4E MOV byte ptr [EDI],DL | 00705B9A MOV byte ptr [EDI + -0x1],CL | 00705BC9 MOV byte ptr [EDI + -0x1],CL | 00705BF5 MOV byte ptr [EDI + -0x1],CL | 00705C16 MOV byte ptr [EDI + -0x1],CL | ... +8
00705ED0	FUN_00705ed0	0	param_1	pointer:/undefined1	2	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00706022 MOV byte ptr [ECX + -0x1],BL | 00706040 MOV byte ptr [ECX + -0x1],BL | 00706067 MOV byte ptr [ECX + -0x1],BL | 00706085 MOV byte ptr [ECX + -0x1],BL | 007060B8 MOV byte ptr [ECX + -0x1],BL | 007060CE MOV byte ptr [ECX + -0x1],BL | 007060F4 MOV byte ptr [ECX + -0x1],BL | 0070610A MOV byte ptr [ECX + -0x1],BL | ... +8
00706340	FUN_00706340	0	param_1	pointer:/undefined1	2	0	16	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=16, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=00706494 MOV byte ptr [ESI + -0x1],CL | 007064BF MOV byte ptr [ESI + -0x1],CL | 007064F5 MOV byte ptr [ESI + -0x1],CL | 0070651D MOV byte ptr [ESI + -0x1],CL | 00706568 MOV byte ptr [ESI + -0x1],CL | 00706595 MOV byte ptr [ESI + -0x1],CL | 007065C2 MOV byte ptr [ESI + -0x1],CL | 007065E4 MOV byte ptr [ESI + -0x1],CL | ... +8
