apply	function_address	expected_function	expected_signature	target_address	expected_target	expected_target_signature	stack_offset	length	element_type	element_width	element_count	proposed_name	expected_overlaps	call_sites	consumer_sites	reason	evidence
0	005FDB50	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_005FDB50::FUN_005fdb50	int __thiscall FUN_005fdb50(int param_1, int param_2)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-40	40	/int	4	10	output_values_neg_28	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	005FE055@005FE045<-005FE042		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005FDB50	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_005FDB50::FUN_005fdb50	int __thiscall FUN_005fdb50(int param_1, int param_2)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-32	32	/int	4	8	output_values_neg_20	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	005FDE2F@005FDE1F<-005FDE1C		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005FE5D0	FUN_005fe5d0	int __thiscall FUN_005fe5d0(int param_1, undefined2 * param_2, RecoveredRecord_005FE5D0_FE3006E4 * param_3)	005FE280	FUN_005fe280	int __stdcall FUN_005fe280(short * param_1, int param_2, int * param_3, int * param_4, int * param_5)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	005FE689@005FE67F<-005FE679		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005FFF60	FUN_005fff60	undefined4 __thiscall FUN_005fff60(int param_1, int param_2)	005FF3A0	FUN_005ff3a0	int __thiscall FUN_005ff3a0(uint * param_1, short * param_2, short * param_3)	-24	0	/short	2	0	output_values_neg_18		005FFF84@005FFF77<-005FFF6A		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	005FFF60	FUN_005fff60	undefined4 __thiscall FUN_005fff60(int param_1, int param_2)	005FF430	FUN_005ff430	undefined4 __thiscall FUN_005ff430(Global_sub_005FF430_param_1Enum param_1, int param_2, uint param_3, uint param_4, undefined4 param_5, short * param_6, short * param_7, undefined2 * param_8)	-16	4	/undefined2	2	2	output_values_neg_10	Stack[-0x10]:2:local_10:/undefined2:DEFAULT:	005FFFBE@005FFFA5<-005FFF9F		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	006001E0	FUN_006001e0	uint __thiscall FUN_006001e0(int param_1)	005FE280	FUN_005fe280	int __stdcall FUN_005fe280(short * param_1, int param_2, int * param_3, int * param_4, int * param_5)	-20	4	/int	4	1	output_values_neg_14	Stack[-0x14]:2:local_14:/undefined2:DEFAULT:	006002F5@006002DF<-006002D9		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00600750	FUN_00600750	undefined4 __fastcall FUN_00600750(RecoveredRecordView_00600750_34156DAE * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-44	44	/int	4	11	output_values_neg_2C	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00600DB5@00600DA5<-00600DA2		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00600750	FUN_00600750	undefined4 __fastcall FUN_00600750(RecoveredRecordView_00600750_34156DAE * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-36	36	/int	4	9	output_values_neg_24	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00600A26@00600A16<-00600A13		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00601500	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00601500::FUN_00601500	int __thiscall FUN_00601500(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6, int param_7, int param_8, int param_9, ushort param_10, int param_11, int param_12, int param_13)	00497850	FUN_00497850	undefined4 __stdcall FUN_00497850(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6, uint param_7, int * param_8, int * param_9, int * param_10)	-28	28	/int	4	7	output_values_neg_1C	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0060175D@00601731<-0060172B		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00602440	STDestC::sub_00602440	void __thiscall sub_00602440(void)	006E60A0	sub_006E60A0	int __thiscall sub_006E60A0(undefined4 * param_1)	-36	12	/undefined4	4	3	output_values_neg_24	Stack[-0x24]:1:local_24:/undefined:DEFAULT:	00602463@00602456<-00602449		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006028A0	FUN_006028a0	int __thiscall FUN_006028a0(int param_1, int param_2, int param_3)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0060291F@00602918<-00602912		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00602BE0	STDestC::sub_00602BE0	void __thiscall sub_00602BE0(void)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-12	12	/int	4	3	output_values_neg_C	Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00602D5F@00602D4B<-00602D45		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00604160	FUN_00604160	int __fastcall FUN_00604160(RecoveredRecord_00604160_F1552931 * param_1)	006E60A0	sub_006E60A0	int __thiscall sub_006E60A0(undefined4 * param_1)	-36	12	/undefined4	4	3	output_values_neg_24	Stack[-0x24]:1:local_24:/undefined:DEFAULT:	0060417E@0060416C<-00604169		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00604350	STExplosion::sub_00604350	int __thiscall sub_00604350(void)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-28	28	/int	4	7	output_values_neg_1C	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	006044E3@006044D3<-006044D0		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00604350	STExplosion::sub_00604350	int __thiscall sub_00604350(void)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00604585@00604578<-00604572|00604616@00604609<-00604603|006046A2@00604695<-0060468F		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00604A90	STExplosionC::SaveObj	undefined4 * __thiscall SaveObj(uint * param_1)	0062AF40	FUN_0062af40	undefined4 __thiscall FUN_0062af40(undefined4 * param_1)	-44	8	/undefined4	4	2	output_values_neg_2C	Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT:	00604C6B@00604C6A<-00604C67		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006051B0	STExplosionC::LoadImagSpr	undefined4 __thiscall LoadImagSpr(undefined4 param_1, undefined4 param_2, char param_3)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-32	32	/int	4	8	output_values_neg_20	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0060554E@00605541<-0060553B		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006057C0	FUN_006057c0	undefined __fastcall FUN_006057c0(STExplosionC * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-16	16	/int	4	4	output_values_neg_10	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0060589F@00605892<-0060588C		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00605B60	FUN_00605b60	int __thiscall FUN_00605b60(uint param_1, uint param_2, int * param_3, int param_4)	00606FD0	FUN_00606fd0	undefined4 __stdcall FUN_00606fd0(Global_sub_00606FD0_param_1Enum param_1, undefined4 * param_2, undefined4 * param_3, undefined4 * param_4, undefined4 * param_5)	-20	20	/undefined4	4	5	output_values_neg_14	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00605BEB@00605BDE<-00605BD8		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00606050	STExplosion::sub_00606050	int __thiscall sub_00606050(int param_1, int param_2, int param_3, int param_4, uint * param_5, undefined4 param_6, int param_7, undefined4 param_8, undefined1 param_9)	00607EE0	FUN_00607ee0	undefined4 __stdcall FUN_00607ee0(Global_sub_00607EE0_param_1Enum param_1, void * * param_2, undefined4 * param_3, undefined4 * param_4, undefined4 * param_5, undefined4 * param_6)	-36	31	/undefined4	4	7	output_values_neg_24	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	006060B0@0060609F<-00606099		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00607200	FUN_00607200	int __thiscall FUN_00607200(int param_1, int param_2, int param_3, undefined4 param_4)	00606CD0	FUN_00606cd0	undefined4 __stdcall FUN_00606cd0(Global_sub_00606CD0_param_1Enum param_1, undefined4 * param_2, undefined4 * param_3, undefined4 * param_4, undefined4 * param_5)	-124	40	/undefined4	4	10	output_values_neg_7C	Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT: | Stack[-0x60]:4:local_60:/undefined4:DEFAULT: | Stack[-0x64]:4:local_64:/undefined4:DEFAULT: | Stack[-0x68]:4:local_68:/undefined4:DEFAULT: | Stack[-0x6c]:4:local_6c:/undefined4:DEFAULT: | Stack[-0x70]:4:local_70:/undefined4:DEFAULT: | Stack[-0x74]:4:local_74:/undefined4:DEFAULT: | Stack[-0x78]:4:local_78:/undefined4:DEFAULT: | Stack[-0x7c]:4:local_7c:/undefined4:DEFAULT:	0060723A@0060722A<-00607221		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00608E90	FUN_00608e90	int __thiscall FUN_00608e90(STMessage * message)	0060C020	FUN_0060c020	int __thiscall FUN_0060c020(uint * param_1)	-8	8	/uint	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	00609615@00609614<-0060960F		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006099A0	FUN_006099a0	int __fastcall FUN_006099a0(RecoveredRecord_006099A0_C28E2104 * param_1)	006E60A0	sub_006E60A0	int __thiscall sub_006E60A0(undefined4 * param_1)	-36	12	/undefined4	4	3	output_values_neg_24	Stack[-0x24]:1:local_24:/undefined:DEFAULT:	006099BE@006099AC<-006099A9		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060A4B0	FUN_0060a4b0	undefined4 __fastcall FUN_0060a4b0(AnonShape_0060A4B0_7BF9A20C * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-32	32	/int	4	8	output_values_neg_20	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0060A5DB@0060A5CE<-0060A5C8		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060AEF0	FUN_0060aef0	int __fastcall FUN_0060aef0(void * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-216	16	/int	4	4	output_values_neg_D8	Stack[-0xd4]:4:local_d4:/undefined4:DEFAULT: | Stack[-0xd8]:4:local_d8:/undefined4:DEFAULT:	0060B586@0060B573<-0060B56D		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060C2D0	FUN_0060c2d0	void __fastcall FUN_0060c2d0(STJellyGunC * param_1)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0060C2E8@0060C2E0<-0060C2D7		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060D070	FUN_0060d070	undefined4 __fastcall FUN_0060d070(RecoveredRecordView_0060D070_8A22D3DD * param_1)	0062CAC0	FUN_0062cac0	undefined4 __cdecl FUN_0062cac0(RecoveredRecordView_0062CAC0_558776B8 * param_1, int param_2, int param_3, int param_4, undefined4 param_5, int param_6, int param_7, short * param_8)	-36	24	/short	2	12	output_values_neg_24	Stack[-0x24]:1:local_24:/undefined:DEFAULT:	0060D16F@0060D13D<-0060D137		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	0060DD70	FUN_0060dd70	int __fastcall FUN_0060dd70(RecoveredRecordView_0060DD70_6BD00D59 * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-36	36	/int	4	9	output_values_neg_24	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0060DEE8@0060DEE1<-0060DEDB		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060DD70	FUN_0060dd70	int __fastcall FUN_0060dd70(RecoveredRecordView_0060DD70_6BD00D59 * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-32	32	/int	4	8	output_values_neg_20	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0060DF8D@0060DF80<-0060DF7A|0060E01B@0060E00E<-0060E008|0060E0AB@0060E09E<-0060E098		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060EC00	FUN_0060ec00	int __fastcall FUN_0060ec00(RecoveredRecord_0060EC00_3D989AA8 * param_1)	006E60A0	sub_006E60A0	int __thiscall sub_006E60A0(undefined4 * param_1)	-36	12	/undefined4	4	3	output_values_neg_24	Stack[-0x24]:1:local_24:/undefined:DEFAULT:	0060EC1E@0060EC0C<-0060EC09		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0060EF40	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_0060EF40::FUN_0060ef40	int __thiscall FUN_0060ef40(int param_1)	00615860	FUN_00615860	undefined4 __stdcall FUN_00615860(int param_1, int * param_2, int * param_3, int * param_4)	-112	16	/int	4	4	output_values_neg_70	Stack[-0x68]:4:local_68:/undefined4:DEFAULT: | Stack[-0x6c]:4:local_6c:/undefined4:DEFAULT: | Stack[-0x70]:4:local_70:/undefined4:DEFAULT:	0060F64A@0060F637<-0060F634		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006101B0	FUN_006101b0	int __fastcall FUN_006101b0(RecoveredReceiver_0060EF40 * param_1)	00615860	FUN_00615860	undefined4 __stdcall FUN_00615860(int param_1, int * param_2, int * param_3, int * param_4)	-40	40	/int	4	10	output_values_neg_28	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00611C79@00611C69<-00611C63		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006101B0	FUN_006101b0	int __fastcall FUN_006101b0(RecoveredReceiver_0060EF40 * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-32	32	/int	4	8	output_values_neg_20	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00610BCA@00610BBD<-00610BB7|00611000@00610FF3<-00610FED|00611565@00611558<-00611552|00611BC4@00611BB7<-00611BB1		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006101B0	FUN_006101b0	int __fastcall FUN_006101b0(RecoveredReceiver_0060EF40 * param_1)	006139A0	FUN_006139a0	int __thiscall FUN_006139a0(int * param_1, int * param_2, int * param_3)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	00610688@00610680<-0061067A		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006101B0	FUN_006101b0	int __fastcall FUN_006101b0(RecoveredReceiver_0060EF40 * param_1)	006164E0	FUN_006164e0	undefined4 __thiscall FUN_006164e0(int * param_1, int * param_2, int * param_3)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0061107E@00611076<-00611070		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006101B0	FUN_006101b0	int __fastcall FUN_006101b0(RecoveredReceiver_0060EF40 * param_1)	00616F60	FUN_00616f60	int __thiscall FUN_00616f60(int * param_1, int * param_2, int * param_3)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	006116CD@006116C5<-006116BF		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	006101B0	FUN_006101b0	int __fastcall FUN_006101b0(RecoveredReceiver_0060EF40 * param_1)	006173A0	FUN_006173a0	int __thiscall FUN_006173a0(int param_1, int * param_2, int * param_3, int * param_4)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	006116AA@006116A0<-0061168E|006121D5@006121C9<-006121C0		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
