apply	anonymous_type	named_type	match_kind	length	observed_fields	concrete_fields	semantic_matches	confidence	evidence
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A5	/wingdi.h/_ABC	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9	/SoundPosition	compatible_same_length	12	3	0	2	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9	/SubmarineTitans/Recovered/STPosition32	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9	/unknwn.h/IUnknownVtbl	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9	/winbase.h/_SECURITY_ATTRIBUTES	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9	/wingdi.h/_ABC	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAppC_115A	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00A5Element	exact	8	2	0	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_SpecPanelTy_0000	/SubmarineTitans/Recovered/SystemClassTyVTable	compatible_same_length	36	5	0	5	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_SpecPanelTy_0000	/time.h/tm	compatible_same_length	36	5	0	5	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_StartSystemTy_000C	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00A5Element	exact	8	2	0	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_TLOBaseTy_0607	/mmsystem.h/tMIXERCONTROLDETAILS	compatible_same_length	24	6	0	6	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_TLOBaseTy_0607	/mmsystem.h/tagMIXERLINECONTROLSA	compatible_same_length	24	6	0	6	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_TLOBaseTy_0607	/winnt.h/_RTL_CRITICAL_SECTION	compatible_same_length	24	6	0	6	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_004EF5F0_0014_2E827CED	/SoundPosition	compatible_same_length	12	3	0	2	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_004EF5F0_0014_2E827CED	/SubmarineTitans/Recovered/STPosition32	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_004EF5F0_0014_2E827CED	/unknwn.h/IUnknownVtbl	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_004EF5F0_0014_2E827CED	/winbase.h/_SECURITY_ATTRIBUTES	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_004EF5F0_0014_2E827CED	/wingdi.h/_ABC	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A430_0014_F40A3334	/SoundPosition	exact	12	3	3	2	review	exact layout has semantic_anchor_count=0 among named structures=[/SoundPosition, /SubmarineTitans/Recovered/STPosition32]
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A430_0014_F40A3334	/SubmarineTitans/Recovered/STPosition32	exact	12	3	3	3	review	exact layout has semantic_anchor_count=0 among named structures=[/SoundPosition, /SubmarineTitans/Recovered/STPosition32]
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A7B0_0014_0177A204	/SoundPosition	compatible_same_length	12	3	0	2	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A7B0_0014_0177A204	/SubmarineTitans/Recovered/STPosition32	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A7B0_0014_0177A204	/unknwn.h/IUnknownVtbl	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A7B0_0014_0177A204	/winbase.h/_SECURITY_ATTRIBUTES	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A7B0_0014_0177A204	/wingdi.h/_ABC	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A890_0014_9BCDCE5B	/SoundPosition	compatible_same_length	12	3	0	2	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A890_0014_9BCDCE5B	/SubmarineTitans/Recovered/STPosition32	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A890_0014_9BCDCE5B	/unknwn.h/IUnknownVtbl	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A890_0014_9BCDCE5B	/winbase.h/_SECURITY_ATTRIBUTES	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052A890_0014_9BCDCE5B	/wingdi.h/_ABC	compatible_same_length	12	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0052EFB0_0018_CB007E0D	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D74_0010	exact	16	4	4	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_00538BA0_0018_DBC85CBF	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D74_0010	exact	16	4	4	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_00538DB0_0018_D0DE3542	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D74_0010	exact	16	4	4	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0053D920_0018_8DE8F5C2	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D74_0010	exact	16	4	4	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0053DAF0_0018_BAFC63C8	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D74_0010	exact	16	4	4	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0053FCD0_0014_03E531EF	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014	compatible_same_length	20	3	3	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0053FCD0_0014_03E531EF	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_00803310_0014	compatible_same_length	20	3	3	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0053FEE0_0014_154E5252	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014	compatible_same_length	20	3	3	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0053FEE0_0014_154E5252	/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_00803310_0014	compatible_same_length	20	3	3	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075D0B0_019E_9C9AA260	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	compatible_same_length	28	5	0	2	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DA80_01B6_323D7698	/mmsystem.h/tMIXERCONTROLDETAILS	compatible_same_length	24	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DA80_01B6_323D7698	/mmsystem.h/tagMIXERLINECONTROLSA	compatible_same_length	24	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DA80_01B6_323D7698	/winnt.h/_RTL_CRITICAL_SECTION	compatible_same_length	24	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/AiPlrClassTy_field_06A1DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00A5DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00BDDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/BldLabPanelTy_field_027ADArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/CGenerate_field_5853DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EA6DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EAADArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EBEDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1FB3DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01BBDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01CBDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01D7DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/MTaskTy_field_0074DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/OptPanelTy_field_02FDDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STBHEShellC_field_0169DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STFieldC_field_0234DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STLightC_field_00A3DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STManBasisC_field_0038DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STManRuinC_field_0038DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STManRuinC_field_003CDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/STTmMineC_field_0336DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1E2FDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1F7CDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1F84DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_2237DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00B9DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00C5DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00D1DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00DDDArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00E9DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00F5DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_0101DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_010ADArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/TraksClassTy_field_0024DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/VisibleClassTy_field_00F4DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArraySpecializations/VisibleClassTy_field_0110DArray	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/DArrayTy	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SubmarineTitans/Recovered/STMessage	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075DF10_01B2_1F0F9C79	/SystemClassTy	compatible_same_length	32	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075EB40_0080_454B432A	/SoundPosition	exact	12	3	3	2	review	exact layout has semantic_anchor_count=0 among named structures=[/SoundPosition, /SubmarineTitans/Recovered/STPosition32]
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075EB40_0080_454B432A	/SubmarineTitans/Recovered/STPosition32	exact	12	3	3	3	review	exact layout has semantic_anchor_count=0 among named structures=[/SoundPosition, /SubmarineTitans/Recovered/STPosition32]
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_0075FA00_01BA_0DE014D6	/SystemClassTy	compatible_same_length	32	3	1	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/AiPlrClassTy_field_06A1DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00A5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00BDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/BldLabPanelTy_field_027ADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/CGenerate_field_5853DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EA6DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EAADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EBEDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1FB3DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
