source_target	destination_target	site
005F6F60|parameter|ECX:4 (auto)	005F8D10|parameter|ECX:4	005F6F60 C call -> FUN_005f8d10
005F6F60|parameter|ECX:4 (auto)	005FA180|parameter|ECX:4	005F6F60 C call -> FUN_005fa180
005F6F60|parameter|ECX:4 (auto)	00495FF0|parameter|Stack[0x14]:4	005F6F60 C call -> FUN_00495ff0
005F6F60|parameter|ECX:4 (auto)	0041C5A0|parameter|ECX:4 (auto)	005F6F60 C call -> sub_0041C5A0
005F6F60|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F6F60 C call -> STFishC::sub_004162B0
005F6F60|parameter|ECX:4 (auto)	005F88D0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f88d0
005F6F60|parameter|ECX:4 (auto)	005F94C0|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::CreateAddSpr
005F6F60|local|EAX:4	006E9EF0|parameter|Stack[0x4]:4	005F6F60 C call -> ST3DSMAPContext::sub_006E9EF0
005F6F60|parameter|ECX:4 (auto)	005F8810|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f8810
005F6F60|parameter|ECX:4 (auto)	005F95B0|parameter|ECX:4	005F6F60 C call -> FUN_005f95b0
005F6F60|parameter|ECX:4 (auto)	005F9450|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005F9450
005F6F60|parameter|ECX:4 (auto)	005F9CB0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f9cb0
005F6F60|parameter|ECX:4 (auto)	005F9E40|parameter|ECX:4	005F6F60 C call -> FUN_005f9e40
005F6F60|parameter|ECX:4 (auto)	005FA030|parameter|ECX:4	005F6F60 C call -> FUN_005fa030
005F6F60|parameter|ECX:4 (auto)	005FA8B0|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005FA8B0
005F6F60|parameter|ECX:4 (auto)	005F9450|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005F9450
005F6F60|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F6F60 C call -> STFishC::sub_004162B0
005F6F60|parameter|ECX:4 (auto)	005FA360|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x1c]:1	005FA360|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x8]:2	005FA360|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x6]:2	005FA360|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0xa]:2	005FA360|parameter|Stack[0x10]:4	005F6F60 C call -> FUN_005fa360
005F6F60|parameter|ECX:4 (auto)	005FB600|parameter|ECX:4	005F6F60 C call -> FUN_005fb600
005F6F60|parameter|ECX:4 (auto)	005FA7F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x14]:4	005FA7F0|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x18]:4	005FA7F0|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x10]:4	005FA7F0|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|parameter|ECX:4 (auto)	005F9050|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f9050
005F6F60|parameter|ECX:4 (auto)	005FADA0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fada0
005F6F60|local|Stack[-0x10]:4	005FADA0|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fada0
005F6F60|local|Stack[-0x20]:4	005FADA0|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fada0
005F6F60|parameter|ECX:4 (auto)	005FAEE0|parameter|ECX:4	005F6F60 C call -> FUN_005faee0
005F6F60|parameter|ECX:4 (auto)	005F91E0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f91e0
005F6F60|parameter|ECX:4 (auto)	005FAC40|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fac40
005F6F60|parameter|ECX:4 (auto)	005FA030|parameter|ECX:4	005F6F60 C call -> FUN_005fa030
005F6F60|parameter|ECX:4 (auto)	005F9310|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f9310
005F6F60|parameter|ECX:4 (auto)	005F89F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f89f0
005F6F60|parameter|ECX:4 (auto)	005FA7F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa7f0
005F6F60|parameter|ECX:4 (auto)	005F9E40|parameter|ECX:4	005F6F60 C call -> FUN_005f9e40
005F6F60|parameter|ECX:4 (auto)	005F9E40|parameter|ECX:4	005F6F60 C call -> FUN_005f9e40
005F6F60|parameter|ECX:4 (auto)	005F89F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f89f0
005F6F60|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F6F60 C call -> STFishC::sub_004162B0
005F6F60|parameter|ECX:4 (auto)	005FA360|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x1c]:1	005FA360|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x8]:2	005FA360|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x6]:2	005FA360|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0xa]:2	005FA360|parameter|Stack[0x10]:4	005F6F60 C call -> FUN_005fa360
005F6F60|parameter|ECX:4 (auto)	005FA7F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x14]:4	005FA7F0|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x18]:4	005FA7F0|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x10]:4	005FA7F0|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|parameter|ECX:4 (auto)	005F9E40|parameter|ECX:4	005F6F60 C call -> FUN_005f9e40
005F6F60|parameter|ECX:4 (auto)	005F9E40|parameter|ECX:4	005F6F60 C call -> FUN_005f9e40
005F6F60|parameter|ECX:4 (auto)	00416390|parameter|ECX:4	005F6F60 C call -> FUN_00416390
005F6F60|parameter|ECX:4 (auto)	005F9450|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005F9450
005F6F60|parameter|ECX:4 (auto)	005F9310|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f9310
005F6F60|parameter|ECX:4 (auto)	005FA8B0|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005FA8B0
005F6F60|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F6F60 C call -> STFishC::sub_004162B0
005F6F60|parameter|ECX:4 (auto)	005FA360|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x1c]:1	005FA360|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x8]:2	005FA360|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x6]:2	005FA360|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0xa]:2	005FA360|parameter|Stack[0x10]:4	005F6F60 C call -> FUN_005fa360
005F6F60|parameter|ECX:4 (auto)	005FA7F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x14]:4	005FA7F0|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x18]:4	005FA7F0|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x10]:4	005FA7F0|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|parameter|ECX:4 (auto)	005F88D0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f88d0
005F6F60|parameter|ECX:4 (auto)	005F89F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005f89f0
005F6F60|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F6F60 C call -> STFishC::sub_004162B0
005F6F60|parameter|ECX:4 (auto)	005FA360|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x1c]:1	005FA360|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x8]:2	005FA360|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x6]:2	005FA360|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0xa]:2	005FA360|parameter|Stack[0x10]:4	005F6F60 C call -> FUN_005fa360
005F6F60|parameter|ECX:4 (auto)	005FA7F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x14]:4	005FA7F0|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x18]:4	005FA7F0|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x10]:4	005FA7F0|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|parameter|ECX:4 (auto)	005FA8B0|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005FA8B0
005F6F60|parameter|ECX:4 (auto)	005F8CC0|parameter|ECX:4	005F6F60 C call -> FUN_005f8cc0
005F6F60|parameter|ECX:4 (auto)	005FA8B0|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005FA8B0
005F6F60|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F6F60 C call -> STFishC::sub_004162B0
005F6F60|parameter|ECX:4 (auto)	005FA360|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x1c]:1	005FA360|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x8]:2	005FA360|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0x6]:2	005FA360|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa360
005F6F60|local|Stack[-0xa]:2	005FA360|parameter|Stack[0x10]:4	005F6F60 C call -> FUN_005fa360
005F6F60|parameter|ECX:4 (auto)	005FA7F0|parameter|ECX:4 (auto)	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x14]:4	005FA7F0|parameter|Stack[0x4]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x18]:4	005FA7F0|parameter|Stack[0x8]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|local|Stack[-0x10]:4	005FA7F0|parameter|Stack[0xc]:4	005F6F60 C call -> FUN_005fa7f0
005F6F60|parameter|ECX:4 (auto)	0041C5A0|parameter|ECX:4 (auto)	005F6F60 C call -> sub_0041C5A0
005F6F60|parameter|ECX:4 (auto)	0041D590|parameter|ECX:4 (auto)	005F6F60 C call -> TLOBaseTy::sub_0041D590
005F6F60|parameter|ECX:4 (auto)	00495FF0|parameter|Stack[0x14]:4	005F6F60 C call -> FUN_00495ff0
005F6F60|parameter|ECX:4 (auto)	0062B770|parameter|Stack[0x14]:4	005F6F60 C call -> FUN_0062b770
005F6F60|parameter|ECX:4 (auto)	005F66B0|parameter|ECX:4 (auto)	005F6F60 C call -> STColl3C::sub_005F66B0
005F8650|parameter|ECX:4 (auto)	005FAF70|parameter|ECX:4 (auto)	005F8650 C call -> FUN_005faf70
005F8650|parameter|Stack[0x4]:4	005FAF70|parameter|Stack[0x4]:4	005F8650 C call -> FUN_005faf70
005F8650|parameter|Stack[0x8]:4	005FAF70|parameter|Stack[0x8]:4	005F8650 C call -> FUN_005faf70
005F8650|parameter|Stack[0xc]:4	005FAF70|parameter|Stack[0xc]:4	005F8650 C call -> FUN_005faf70
005F8810|parameter|Stack[0x4]:4	0062F6C0|parameter|Stack[0x4]:4	005F8810 C call -> FUN_0062f6c0
005F88D0|parameter|Stack[0x4]:4	00630340|parameter|Stack[0x4]:4	005F88D0 C call -> FUN_00630340
005F88D0|parameter|Stack[0x4]:4	00630340|parameter|Stack[0x4]:4	005F88D0 C call -> FUN_00630340
005F88D0|parameter|Stack[0xc]:4	00630340|parameter|Stack[0x8]:4	005F88D0 C call -> FUN_00630340
005F88D0|parameter|Stack[0x10]:4	00630340|parameter|Stack[0xc]:4	005F88D0 C call -> FUN_00630340
005F88D0|parameter|Stack[0x14]:4	00630340|parameter|Stack[0x10]:4	005F88D0 C call -> FUN_00630340
005F8CC0|parameter|ECX:4	005F8BA0|parameter|ECX:4 (auto)	005F8CC0 C call -> FUN_005f8ba0
005F8CC0|parameter|ECX:4	005FA7F0|parameter|ECX:4 (auto)	005F8CC0 C call -> FUN_005fa7f0
005F8CC0|local|Stack[-0x10]:4	005FA7F0|parameter|Stack[0x4]:4	005F8CC0 C call -> FUN_005fa7f0
005F8CC0|local|Stack[-0xc]:4	005FA7F0|parameter|Stack[0x8]:4	005F8CC0 C call -> FUN_005fa7f0
005F8CC0|local|Stack[-0x8]:4	005FA7F0|parameter|Stack[0xc]:4	005F8CC0 C call -> FUN_005fa7f0
005F8D10|parameter|ECX:4	005FA0B0|parameter|ECX:4	005F8D10 C call -> FUN_005fa0b0
005F8D10|parameter|ECX:4	004162B0|parameter|ECX:4 (auto)	005F8D10 C call -> STFishC::sub_004162B0
005F8D10|parameter|ECX:4	005FA180|parameter|ECX:4	005F8D10 C call -> FUN_005fa180
005F8D10|parameter|ECX:4	005F9450|parameter|ECX:4 (auto)	005F8D10 C call -> STColl3C::sub_005F9450
005F8D10|parameter|ECX:4	004162B0|parameter|ECX:4 (auto)	005F8D10 C call -> STFishC::sub_004162B0
005F8D10|parameter|ECX:4	005F8CC0|parameter|ECX:4	005F8D10 C call -> FUN_005f8cc0
005F9050|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F9050 C call -> STFishC::sub_004162B0
005F91E0|parameter|ECX:4 (auto)	004162B0|parameter|ECX:4 (auto)	005F91E0 C call -> STFishC::sub_004162B0
005F91E0|local|Stack[-0xc]:4	004162B0|parameter|Stack[0xc]:4	005F91E0 C call -> STFishC::sub_004162B0
005F91E0|parameter|Stack[0x4]:4	004DD7C0|parameter|Stack[0x8]:4	005F91E0 C call -> FUN_004dd7c0
005F9310|parameter|Stack[0x4]:4	0062D2D0|parameter|Stack[0x18]:4	005F9310 C call -> FUN_0062d2d0
005F9310|parameter|ECX:4 (auto)	005F9450|parameter|ECX:4 (auto)	005F9310 C call -> STColl3C::sub_005F9450
005F95B0|parameter|ECX:4	00416270|parameter|ECX:4 (auto)	005F95B0 C call -> FUN_00416270
005F95B0|local|Stack[-0x18]:4	0060E210|parameter|Stack[0xc]:4	005F95B0 C call -> FUN_0060e210
005F95B0|local|Stack[-0x14]:4	0060E210|parameter|Stack[0x10]:4	005F95B0 C call -> FUN_0060e210
005F95B0|local|Stack[-0x10]:4	0060E210|parameter|Stack[0x14]:4	005F95B0 C call -> FUN_0060e210
005FA030|parameter|ECX:4	005F9F70|parameter|ECX:4	005FA030 C call -> FUN_005f9f70
005FA030|parameter|ECX:4	005F9FF0|parameter|ECX:4	005FA030 C call -> FUN_005f9ff0
005FA070|parameter|ECX:4 (auto)	004167A0|parameter|ECX:4 (auto)	005FA070 C call -> sub_004167A0
005FA070|parameter|ECX:4 (auto)	005FA030|parameter|ECX:4	005FA070 C call -> FUN_005fa030
005FA180|parameter|ECX:4	005FA0B0|parameter|ECX:4	005FA180 C call -> FUN_005fa0b0
005FA180|parameter|ECX:4	00495FF0|parameter|Stack[0x14]:4	005FA180 C call -> FUN_00495ff0
005FA180|parameter|ECX:4	0041C5A0|parameter|ECX:4 (auto)	005FA180 C call -> sub_0041C5A0
005FA360|parameter|Stack[0x8]:4	006ACF90|parameter|Stack[0xc]:4	005FA360 C call -> FUN_006acf90
005FA360|parameter|Stack[0xc]:4	006ACF90|parameter|Stack[0x10]:4	005FA360 C call -> FUN_006acf90
005FA360|parameter|Stack[0x8]:4	005FA5E0|parameter|Stack[0x4]:4	005FA360 C call -> FUN_005fa5e0
005FA360|parameter|Stack[0xc]:4	005FA5E0|parameter|Stack[0x8]:4	005FA360 C call -> FUN_005fa5e0
005FA7F0|parameter|ECX:4 (auto)	00417FF0|parameter|ECX:4 (auto)	005FA7F0 C call -> FUN_00417ff0
005FA7F0|parameter|ECX:4 (auto)	00418010|parameter|ECX:4 (auto)	005FA7F0 C call -> FUN_00418010
005FA7F0|parameter|ECX:4 (auto)	00418030|parameter|ECX:4 (auto)	005FA7F0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
005FA7F0|parameter|Stack[0x4]:4	00418030|parameter|Stack[0x4]:2	005FA7F0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
005FA7F0|parameter|Stack[0x8]:4	00418030|parameter|Stack[0x8]:2	005FA7F0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
005FA7F0|parameter|Stack[0xc]:4	00418030|parameter|Stack[0xc]:2	005FA7F0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030
005FAA10|local|Stack[-0x8]:4	006E98E0|parameter|Stack[0x4]:4	005FAA10 C call -> ST3DSMAPContext::sub_006E98E0
005FAA10|local|Stack[-0x8]:4	006EA270|parameter|Stack[0x4]:4	005FAA10 C call -> ST3DSMAPContext::sub_006EA270
005FAA10|local|Stack[-0x8]:4	006EA960|parameter|Stack[0x4]:4	005FAA10 C call -> Library::Ourlib::ST3DSMAP::SprMove
005FAA10|local|Stack[-0x8]:4	006E9EF0|parameter|Stack[0x4]:4	005FAA10 C call -> ST3DSMAPContext::sub_006E9EF0
005FAA10|local|Stack[-0x8]:4	006EAAA0|parameter|Stack[0x4]:4	005FAA10 C call -> Library::Ourlib::ST3DSMAP::SprShow
005FAC40|parameter|ECX:4 (auto)	00416270|parameter|ECX:4 (auto)	005FAC40 C call -> FUN_00416270
005FADA0|parameter|ECX:4 (auto)	005F94C0|parameter|ECX:4 (auto)	005FADA0 C call -> STColl3C::CreateAddSpr
005FADA0|parameter|ECX:4 (auto)	005F9F70|parameter|ECX:4	005FADA0 C call -> FUN_005f9f70
005FADA0|parameter|ECX:4 (auto)	00416270|parameter|ECX:4 (auto)	005FADA0 C call -> FUN_00416270
005FADA0|parameter|ECX:4 (auto)	005FAC40|parameter|ECX:4 (auto)	005FADA0 C call -> FUN_005fac40
005FADA0|parameter|Stack[0x4]:4	005FAC40|parameter|Stack[0xc]:4	005FADA0 C call -> FUN_005fac40
005FADA0|local|Stack[-0x6]:2	005FAC40|parameter|Stack[0x10]:2	005FADA0 C call -> FUN_005fac40
005FADA0|local|Stack[-0x8]:2	005FAC40|parameter|Stack[0x14]:2	005FADA0 C call -> FUN_005fac40
005FADA0|local|Stack[-0xa]:2	005FAC40|parameter|Stack[0x18]:4	005FADA0 C call -> FUN_005fac40
005FADA0|parameter|ECX:4 (auto)	005FAA10|parameter|ECX:4 (auto)	005FADA0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00416270::FUN_005faa10
005FADA0|parameter|Stack[0xc]:4	005FAA10|parameter|Stack[0x4]:4	005FADA0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00416270::FUN_005faa10
005FADA0|parameter|Stack[0x8]:4	006EA460|parameter|Stack[0x8]:4	005FADA0 C call -> Library::Ourlib::ST3DSMAP::SprSetLevBefore
005FB100|local|EAX:4	006377B0|parameter|Stack[0x4]:4	005FB100 C call -> FUN_006377b0
005FB170|parameter|ECX:4	005F66B0|parameter|ECX:4 (auto)	005FB170 C call -> STColl3C::sub_005F66B0
005FB170|parameter|ECX:4	005F6AF0|parameter|ECX:4 (auto)	005FB170 C call -> STColl3C::LoadImagSpr
005FB170|parameter|ECX:4	005FA070|parameter|ECX:4 (auto)	005FB170 C call -> STColl3C::sub_005FA070
005FB600|parameter|ECX:4	005F9310|parameter|ECX:4 (auto)	005FB600 C call -> FUN_005f9310
005FB640|parameter|ECX:4 (auto)	0041E530|parameter|ECX:4 (auto)	005FB640 C call -> STSprGameObjC::GetMessage
005FB640|parameter|Stack[0x4]:4	0041E530|parameter|Stack[0x4]:4	005FB640 C call -> STSprGameObjC::GetMessage
005FB640|local|EAX:4	006377B0|parameter|Stack[0x4]:4	005FB640 C call -> FUN_006377b0
005FB640|local|Stack[-0x8]:4	005EF5F0|parameter|ECX:4	005FB640 C call -> FUN_005ef5f0
005FB640|local|Stack[-0x8]:4	005FCAD0|parameter|ECX:4 (auto)	005FB640 C call -> STAllPlayersC::FUN_005fcad0
005FB640|local|Stack[-0x14]:4	0054D430|parameter|Stack[0x8]:4	005FB640 C call -> STPlaySystemC::SaveObjData
005FB640|local|Stack[-0x10]:4	0054D430|parameter|Stack[0xc]:4	005FB640 C call -> STPlaySystemC::SaveObjData
005FB640|local|Stack[-0x8]:4	00495FF0|parameter|Stack[0x14]:4	005FB640 C call -> FUN_00495ff0
005FB640|local|Stack[-0x8]:4	005FC3E0|parameter|ECX:4 (auto)	005FB640 C call -> STContainerC::sub_005FC3E0
005FB640|local|Stack[-0x8]:4	005EE6E0|parameter|ECX:4	005FB640 C call -> FUN_005ee6e0
005FB640|local|Stack[-0x8]:4	005FC4A0|parameter|ECX:4	005FB640 C call -> FUN_005fc4a0
005FB640|local|Stack[-0x8]:4	005FCC00|parameter|ECX:4 (auto)	005FB640 C call -> FUN_005fcc00
005FC3E0|parameter|ECX:4 (auto)	006E60A0|parameter|ECX:4 (auto)	005FC3E0 C call -> sub_006E60A0
005FC3E0|local|Stack[-0x24]:1	006E60A0|parameter|Stack[0x4]:4	005FC3E0 C call -> sub_006E60A0
005FC4A0|parameter|ECX:4	00495EC0|parameter|Stack[0x14]:4	005FC4A0 C call -> DumpClassC::WritePtr
005FC4A0|parameter|ECX:4	005EF4B0|parameter|ECX:4 (auto)	005FC4A0 C call -> FUN_005ef4b0
005FC4A0|parameter|ECX:4	005ECD70|parameter|ECX:4 (auto)	005FC4A0 C call -> FUN_005ecd70
005FC4A0|parameter|ECX:4	005ECD70|parameter|ECX:4 (auto)	005FC4A0 C call -> FUN_005ecd70
005FCAD0|parameter|ECX:4 (auto)	004210E0|parameter|ECX:4 (auto)	005FCAD0 C call -> STAllPlayersC::SaveGObjData
005FCAD0|local|Stack[-0x10]:4	006ACF50|parameter|Stack[0x4]:4	005FCAD0 C call -> Library::DKW::LIB::MemRealloc
005FCC00|parameter|ECX:4 (auto)	005EC850|parameter|ECX:4 (auto)	005FCC00 C call -> STAllPlayersC::FUN_005ec850
005FCCB0|parameter|Stack[0x4]:4	0072E340|parameter|Stack[0x8]:4	005FCCB0 C call -> Library::MSVCRT::_strncpy
005FCE70|parameter|Stack[0x4]:4	0072E340|parameter|Stack[0x8]:4	005FCE70 C call -> Library::MSVCRT::_strncpy
005FCFF0|local|Stack[-0x126]:1	0072E340|parameter|Stack[0x4]:4	005FCFF0 C call -> Library::MSVCRT::_strncpy
005FCFF0|parameter|Stack[0x20]:4	0072E340|parameter|Stack[0x8]:4	005FCFF0 C call -> Library::MSVCRT::_strncpy
005FD1B0|local|Stack[-0x12a]:1	0072E340|parameter|Stack[0x4]:4	005FD1B0 C call -> Library::MSVCRT::_strncpy
005FD1B0|parameter|Stack[0x2c]:4	0072E340|parameter|Stack[0x8]:4	005FD1B0 C call -> Library::MSVCRT::_strncpy
005FD3A0|parameter|ECX:4 (auto)	0041AF40|parameter|ECX:4 (auto)	005FD3A0 C call -> STGameObjC::GetMessage
005FD3A0|parameter|Stack[0x4]:4	0041AF40|parameter|Stack[0x4]:4	005FD3A0 C call -> STGameObjC::GetMessage
005FD3A0|parameter|ECX:4 (auto)	005FDA60|parameter|ECX:4	005FD3A0 C call -> FUN_005fda60
005FD3A0|parameter|ECX:4 (auto)	00600750|parameter|ECX:4	005FD3A0 C call -> FUN_00600750
005FD3A0|parameter|ECX:4 (auto)	005FD6A0|parameter|ECX:4	005FD3A0 C call -> FUN_005fd6a0
005FD3A0|parameter|ECX:4 (auto)	005FD850|parameter|ECX:4	005FD3A0 C call -> FUN_005fd850
005FD3A0|parameter|ECX:4 (auto)	005FF3A0|parameter|ECX:4 (auto)	005FD3A0 C call -> FUN_005ff3a0
005FD3A0|parameter|ECX:4 (auto)	005FEA50|parameter|ECX:4	005FD3A0 C call -> FUN_005fea50
005FD3A0|parameter|ECX:4 (auto)	005FEB60|parameter|ECX:4 (auto)	005FD3A0 C call -> FUN_005feb60
005FD3A0|local|Stack[-0x6]:2	005FEB60|parameter|Stack[0x4]:4	005FD3A0 C call -> FUN_005feb60
005FD3A0|local|Stack[-0x8]:2	005FEB60|parameter|Stack[0xc]:4	005FD3A0 C call -> FUN_005feb60
005FD3A0|parameter|ECX:4 (auto)	00600110|parameter|ECX:4 (auto)	005FD3A0 C call -> FUN_00600110
005FD3A0|local|Stack[-0x6]:2	00600110|parameter|Stack[0x4]:4	005FD3A0 C call -> FUN_00600110
005FD3A0|parameter|ECX:4 (auto)	006010A0|parameter|ECX:4 (auto)	005FD3A0 C call -> FUN_006010a0
005FD3A0|parameter|ECX:4 (auto)	005FDB50|parameter|ECX:4 (auto)	005FD3A0 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005FDB50::FUN_005fdb50
005FD3A0|parameter|ECX:4 (auto)	006012D0|parameter|ECX:4 (auto)	005FD3A0 C call -> FUN_006012d0
005FD3A0|local|Stack[-0x10]:4	0054D430|parameter|Stack[0x8]:4	005FD3A0 C call -> STPlaySystemC::SaveObjData
005FD3A0|local|Stack[-0xc]:4	0054D430|parameter|Stack[0xc]:4	005FD3A0 C call -> STPlaySystemC::SaveObjData
005FD6A0|parameter|ECX:4	006E60A0|parameter|ECX:4 (auto)	005FD6A0 C call -> sub_006E60A0
005FD6A0|local|Stack[-0x24]:1	006E60A0|parameter|Stack[0x4]:4	005FD6A0 C call -> sub_006E60A0
005FD710|parameter|ECX:4	004158E0|parameter|ECX:4 (auto)	005FD710 C call -> STGameObjC::STGameObjC
005FD750|parameter|Stack[0x4]:4	0042B620|parameter|Stack[0x4]:1	005FD750 C call -> STAllPlayersC::GetObjPtr
005FD750|local|Stack[-0x12]:2	0042B620|parameter|Stack[0x8]:2	005FD750 C call -> STAllPlayersC::GetObjPtr
005FE280|parameter|Stack[0x8]:4	005FD5C0|parameter|Stack[0x8]:4	005FE280 C call -> FUN_005fd5c0
005FE360|parameter|Stack[0x8]:4	006ACED8|parameter|Stack[0x4]:4	005FE360 C call -> FUN_006aced8
005FE360|parameter|Stack[0xc]:4	006ACED8|parameter|Stack[0x8]:4	005FE360 C call -> FUN_006aced8
005FE360|parameter|Stack[0x14]:4	006ACED8|parameter|Stack[0xc]:4	005FE360 C call -> FUN_006aced8
005FE5D0|local|Stack[-0x8]:4	005FE280|parameter|Stack[0x8]:4	005FE5D0 C call -> FUN_005fe280
005FE5D0|parameter|ECX:4 (auto)	005FD6A0|parameter|ECX:4	005FE5D0 C call -> FUN_005fd6a0
005FE5D0|local|Stack[-0x10]:4	00496250|parameter|Stack[0x4]:4	005FE5D0 C call -> FUN_00496250
