source_target	destination_target	site
005FE5D0|local|Stack[-0x14]:4	00496250|parameter|Stack[0x8]:4	005FE5D0 C call -> FUN_00496250
005FE5D0|local|Stack[-0x18]:4	00496250|parameter|Stack[0xc]:4	005FE5D0 C call -> FUN_00496250
005FEB60|local|Stack[-0x20]:2	00416270|parameter|Stack[0x4]:4	005FEB60 C call -> FUN_00416270
005FEB60|local|Stack[-0x30]:2	00416270|parameter|Stack[0x8]:4	005FEB60 C call -> FUN_00416270
005FEB60|local|Stack[-0x2c]:2	00416270|parameter|Stack[0xc]:4	005FEB60 C call -> FUN_00416270
005FEB60|parameter|Stack[0x4]:4	006ACF90|parameter|Stack[0x4]:4	005FEB60 C call -> FUN_006acf90
005FEB60|parameter|Stack[0x8]:4	006ACF90|parameter|Stack[0x8]:4	005FEB60 C call -> FUN_006acf90
005FF3A0|parameter|Stack[0x4]:4	00416270|parameter|Stack[0x4]:4	005FF3A0 C call -> FUN_00416270
005FF3A0|parameter|Stack[0x8]:4	00416270|parameter|Stack[0x8]:4	005FF3A0 C call -> FUN_00416270
005FF3A0|parameter|Stack[0xc]:4	00416270|parameter|Stack[0xc]:4	005FF3A0 C call -> FUN_00416270
005FFF60|parameter|ECX:4 (auto)	005FF3A0|parameter|ECX:4 (auto)	005FFF60 C call -> FUN_005ff3a0
005FFF60|parameter|ECX:4 (auto)	005FD940|parameter|ECX:4 (auto)	005FFF60 C call -> FUN_005fd940
005FFF60|parameter|Stack[0x4]:4	005FD940|parameter|Stack[0x4]:4	005FFF60 C call -> FUN_005fd940
005FFF60|parameter|ECX:4 (auto)	005FF430|parameter|ECX:4 (auto)	005FFF60 C call -> FUN_005ff430
005FFF60|parameter|Stack[0x4]:4	005FF430|parameter|Stack[0x4]:4	005FFF60 C call -> FUN_005ff430
005FFF60|parameter|Stack[0x8]:4	005FF430|parameter|Stack[0x8]:4	005FFF60 C call -> FUN_005ff430
005FFF60|local|Stack[-0x10]:2	005FF430|parameter|Stack[0x20]:4	005FFF60 C call -> FUN_005ff430
005FFF60|local|Stack[-0x1c]:8	005FE360|parameter|Stack[0x8]:4	005FFF60 C call -> FUN_005fe360
005FFF60|local|Stack[-0x14]:2	005FE360|parameter|Stack[0x14]:4	005FFF60 C call -> FUN_005fe360
005FFF60|local|Stack[-0x12]:2	005FE360|parameter|Stack[0x18]:2	005FFF60 C call -> FUN_005fe360
005FFF60|parameter|ECX:4 (auto)	005FE5D0|parameter|ECX:4 (auto)	005FFF60 C call -> FUN_005fe5d0
005FFF60|parameter|Stack[0x4]:4	005FE5D0|parameter|Stack[0x4]:4	005FFF60 C call -> FUN_005fe5d0
00600110|parameter|Stack[0xc]:4	00568DD0|parameter|Stack[0xc]:4	00600110 C call -> SoundClassTy::PlaySound
006001E0|local|Stack[-0xc]:2	005FE280|parameter|Stack[0xc]:4	006001E0 C call -> FUN_005fe280
006001E0|local|Stack[-0x10]:2	005FE280|parameter|Stack[0x10]:4	006001E0 C call -> FUN_005fe280
006001E0|local|Stack[-0x14]:2	005FE280|parameter|Stack[0x14]:4	006001E0 C call -> FUN_005fe280
006001E0|parameter|ECX:4 (auto)	005FD6A0|parameter|ECX:4	006001E0 C call -> FUN_005fd6a0
00600580|parameter|Stack[0x4]:4	006ACFD0|parameter|Stack[0xc]:4	00600580 C call -> FUN_006acfd0
00600750|parameter|ECX:4	006001E0|parameter|ECX:4 (auto)	00600750 C call -> FUN_006001e0
00600750|local|Stack[-0x8]:4	006001E0|parameter|Stack[0x4]:4	00600750 C call -> FUN_006001e0
00600750|local|Stack[-0xc]:4	004AD460|parameter|ECX:4 (auto)	00600750 C call -> FUN_004ad460
00600750|local|Stack[-0xc]:4	004AD430|parameter|ECX:4	00600750 C call -> FUN_004ad430
00600750|local|Stack[-0xc]:4	004AD3C0|parameter|ECX:4 (auto)	00600750 C call -> STT3DSprC::sub_004AD3C0
00600750|parameter|ECX:4	005FDB50|parameter|ECX:4 (auto)	00600750 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005FDB50::FUN_005fdb50
00600750|parameter|ECX:4	005FD940|parameter|ECX:4 (auto)	00600750 C call -> FUN_005fd940
00600750|parameter|ECX:4	00600110|parameter|ECX:4 (auto)	00600750 C call -> FUN_00600110
00600750|parameter|ECX:4	005FF1F0|parameter|ECX:4 (auto)	00600750 C call -> FUN_005ff1f0
00600750|local|Stack[-0x8]:4	005FF1F0|parameter|Stack[0x4]:4	00600750 C call -> FUN_005ff1f0
00600750|parameter|ECX:4	005FFF60|parameter|ECX:4 (auto)	00600750 C call -> FUN_005fff60
00600750|local|Stack[-0x8]:4	005FFF60|parameter|Stack[0x4]:4	00600750 C call -> FUN_005fff60
00600750|parameter|ECX:4	005FDB50|parameter|ECX:4 (auto)	00600750 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005FDB50::FUN_005fdb50
00600750|local|Stack[-0x8]:4	005FDB50|parameter|Stack[0x8]:4	00600750 C call -> SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005FDB50::FUN_005fdb50
00600750|parameter|ECX:4	005FD940|parameter|ECX:4 (auto)	00600750 C call -> FUN_005fd940
00600750|local|Stack[-0x8]:4	005FD940|parameter|Stack[0x4]:4	00600750 C call -> FUN_005fd940
00600750|local|Stack[-0x10]:4	004ABE40|parameter|Stack[0x8]:4	00600750 C call -> STT3DSprC::SetCurFase
00600750|parameter|ECX:4	005FD940|parameter|ECX:4 (auto)	00600750 C call -> FUN_005fd940
00600750|local|Stack[-0x8]:4	005FD940|parameter|Stack[0x4]:4	00600750 C call -> FUN_005fd940
006010A0|parameter|ECX:4 (auto)	005FD850|parameter|ECX:4	006010A0 C call -> FUN_005fd850
006012D0|local|Stack[-0xc]:4	006ACF50|parameter|Stack[0x4]:4	006012D0 C call -> Library::DKW::LIB::MemRealloc
00601500|parameter|Stack[0x1c]:4	00497030|parameter|Stack[0xc]:4	00601500 C call -> FUN_00497030
00601500|parameter|Stack[0x20]:4	00497030|parameter|Stack[0x14]:4	00601500 C call -> FUN_00497030
00601500|parameter|Stack[0x10]:4	00497850|parameter|Stack[0x4]:4	00601500 C call -> FUN_00497850
00601500|parameter|Stack[0x14]:4	00497850|parameter|Stack[0x8]:4	00601500 C call -> FUN_00497850
00601500|parameter|Stack[0x18]:4	00497850|parameter|Stack[0xc]:4	00601500 C call -> FUN_00497850
00601500|parameter|Stack[0x4]:4	00497850|parameter|Stack[0x10]:4	00601500 C call -> FUN_00497850
00601500|parameter|Stack[0x8]:4	00497850|parameter|Stack[0x14]:4	00601500 C call -> FUN_00497850
00601500|parameter|Stack[0xc]:4	00497850|parameter|Stack[0x18]:4	00601500 C call -> FUN_00497850
00601500|local|Stack[-0x14]:4	00637AE0|parameter|Stack[0x4]:4	00601500 C call -> FUN_00637ae0
00601500|local|Stack[-0x18]:4	00637AE0|parameter|Stack[0x8]:4	00601500 C call -> FUN_00637ae0
00601500|local|Stack[-0x1c]:4	00637AE0|parameter|Stack[0xc]:4	00601500 C call -> FUN_00637ae0
00601500|parameter|Stack[0x1c]:4	00601D10|parameter|Stack[0x4]:4	00601500 C call -> FUN_00601d10
00601500|parameter|Stack[0x20]:4	00601D10|parameter|Stack[0x8]:4	00601500 C call -> FUN_00601d10
00601500|parameter|Stack[0x24]:4	00601D10|parameter|Stack[0x10]:2	00601500 C call -> FUN_00601d10
00601500|parameter|Stack[0x28]:2	00601D10|parameter|Stack[0x14]:2	00601500 C call -> FUN_00601d10
00601500|parameter|Stack[0x2c]:4	00601D10|parameter|Stack[0x18]:4	00601500 C call -> FUN_00601d10
00601F80|parameter|ECX:4 (auto)	0041E530|parameter|ECX:4 (auto)	00601F80 C call -> STSprGameObjC::GetMessage
00601F80|parameter|Stack[0x4]:4	0041E530|parameter|Stack[0x4]:4	00601F80 C call -> STSprGameObjC::GetMessage
00601F80|local|Stack[-0x8]:4	006025D0|parameter|ECX:4 (auto)	00601F80 C call -> STDestC::sub_006025D0
00601F80|local|Stack[-0x10]:4	0054D430|parameter|Stack[0x8]:4	00601F80 C call -> STPlaySystemC::SaveObjData
00601F80|local|Stack[-0xc]:4	0054D430|parameter|Stack[0xc]:4	00601F80 C call -> STPlaySystemC::SaveObjData
00601F80|local|Stack[-0x8]:4	00602BE0|parameter|ECX:4 (auto)	00601F80 C call -> STDestC::sub_00602BE0
00601F80|local|Stack[-0x8]:4	006024B0|parameter|ECX:4 (auto)	00601F80 C call -> STDestC::sub_006024B0
00601F80|local|Stack[-0x8]:4	00602660|parameter|ECX:4 (auto)	00601F80 C call -> STDestC::sub_00602660
006023F0|parameter|ECX:4 (auto)	004158E0|parameter|ECX:4 (auto)	006023F0 C call -> STGameObjC::STGameObjC
00602440|parameter|ECX:4 (auto)	006E60A0|parameter|ECX:4 (auto)	00602440 C call -> sub_006E60A0
00602440|local|Stack[-0x24]:1	006E60A0|parameter|Stack[0x4]:4	00602440 C call -> sub_006E60A0
00602740|parameter|Stack[0x4]:4	0072E340|parameter|Stack[0x8]:4	00602740 C call -> Library::MSVCRT::_strncpy
006027F0|parameter|Stack[0x4]:4	0072E340|parameter|Stack[0x8]:4	006027F0 C call -> Library::MSVCRT::_strncpy
006028A0|parameter|Stack[0x4]:4	00558C00|parameter|Stack[0x8]:4	006028A0 C call -> VisibleClassTy::sub_00558C00
00602BE0|parameter|ECX:4 (auto)	00602E90|parameter|ECX:4 (auto)	00602BE0 C call -> STDestC::sub_00602E90
006034E0|local|Stack[-0x11a]:1	0072E340|parameter|Stack[0x4]:4	006034E0 C call -> Library::MSVCRT::_strncpy
006034E0|parameter|Stack[0x18]:4	0072E340|parameter|Stack[0x8]:4	006034E0 C call -> Library::MSVCRT::_strncpy
006034E0|local|Stack[-0x10b]:1	0072E340|parameter|Stack[0x4]:4	006034E0 C call -> Library::MSVCRT::_strncpy
006034E0|parameter|Stack[0x1c]:4	0072E340|parameter|Stack[0x8]:4	006034E0 C call -> Library::MSVCRT::_strncpy
006036A0|parameter|Stack[0x4]:2	004961B0|parameter|Stack[0x4]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0x8]:2	004961B0|parameter|Stack[0x8]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0xc]:2	004961B0|parameter|Stack[0xc]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0x4]:2	004961B0|parameter|Stack[0x4]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0xc]:2	004961B0|parameter|Stack[0xc]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0x8]:2	004961B0|parameter|Stack[0x8]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0xc]:2	004961B0|parameter|Stack[0xc]:2	006036A0 C call -> FUN_004961b0
006036A0|parameter|Stack[0xc]:2	004961B0|parameter|Stack[0xc]:2	006036A0 C call -> FUN_004961b0
00603740|local|Stack[-0x10]:4	0041AF40|parameter|ECX:4 (auto)	00603740 C call -> STGameObjC::GetMessage
00603740|parameter|Stack[0x4]:4	0041AF40|parameter|Stack[0x4]:4	00603740 C call -> STGameObjC::GetMessage
00603740|local|Stack[-0x10]:4	00605130|parameter|ECX:4 (auto)	00603740 C call -> STExplosion::sub_00605130
00603740|local|Stack[-0xc]:4	0054D430|parameter|Stack[0x8]:4	00603740 C call -> STPlaySystemC::SaveObjData
00603740|local|Stack[-0x8]:4	0054D430|parameter|Stack[0xc]:4	00603740 C call -> STPlaySystemC::SaveObjData
00604080|parameter|ECX:4 (auto)	004158E0|parameter|ECX:4 (auto)	00604080 C call -> STGameObjC::STGameObjC
00604160|parameter|ECX:4	006E60A0|parameter|ECX:4 (auto)	00604160 C call -> sub_006E60A0
00604160|local|Stack[-0x24]:1	006E60A0|parameter|Stack[0x4]:4	00604160 C call -> sub_006E60A0
00604350|local|Stack[-0xc]:4	00558C00|parameter|Stack[0x8]:4	00604350 C call -> VisibleClassTy::sub_00558C00
00604350|local|Stack[-0x10]:4	00558C00|parameter|Stack[0x8]:4	00604350 C call -> VisibleClassTy::sub_00558C00
00604350|local|Stack[-0xc]:4	00558C00|parameter|Stack[0x8]:4	00604350 C call -> VisibleClassTy::sub_00558C00
00604350|local|Stack[-0x14]:4	00558C00|parameter|Stack[0xc]:4	00604350 C call -> VisibleClassTy::sub_00558C00
00604350|local|Stack[-0x10]:4	005F1D80|parameter|Stack[0x4]:4	00604350 C call -> VisibleClassTy::sub_005F1D80
00604350|local|Stack[-0x8]:4	005F1D80|parameter|Stack[0xc]:4	00604350 C call -> VisibleClassTy::sub_005F1D80
00604870|parameter|Stack[0x4]:4	006AE1C0|parameter|Stack[0x8]:4	00604870 C call -> Library::DKW::TBL::DArrayAppend
006048E0|parameter|ECX:4	00604A00|parameter|ECX:4 (auto)	006048E0 C call -> FUN_00604a00
00604970|parameter|ECX:4 (auto)	00604A00|parameter|ECX:4 (auto)	00604970 C call -> FUN_00604a00
00604A90|local|Stack[-0x48]:4	006ACF50|parameter|Stack[0x4]:4	00604A90 C call -> Library::DKW::LIB::MemRealloc
00604A90|local|Stack[-0x3c]:4	006AB060|parameter|Stack[0x4]:4	00604A90 C call -> FreeAndNull
00604A90|local|Stack[-0x2c]:4	0062AF40|parameter|Stack[0x4]:4	00604A90 C call -> FUN_0062af40
00604A90|local|Stack[-0x48]:4	006ACF50|parameter|Stack[0x4]:4	00604A90 C call -> Library::DKW::LIB::MemRealloc
00604A90|local|Stack[-0x3c]:4	006AB060|parameter|Stack[0x4]:4	00604A90 C call -> FreeAndNull
006051B0|local|Stack[-0x8]:4	004AB880|parameter|Stack[0xc]:4	006051B0 C call -> STT3DSprC::LoadSequence
006051B0|local|Stack[-0x8]:4	004AB880|parameter|Stack[0xc]:4	006051B0 C call -> STT3DSprC::LoadSequence
006051B0|local|Stack[-0x10]:4	004AB880|parameter|Stack[0xc]:4	006051B0 C call -> STT3DSprC::LoadSequence
006057C0|parameter|ECX:4	006051B0|parameter|ECX:4 (auto)	006057C0 C call -> STExplosionC::LoadImagSpr
006057C0|parameter|ECX:4	00605780|parameter|ECX:4 (auto)	006057C0 C call -> STExplosion::sub_00605780
00605B60|local|Stack[-0x20]:4	006ACF0D|parameter|Stack[0x4]:4	00605B60 C call -> FUN_006acf0d
00605B60|local|Stack[-0x18]:4	006ACF0D|parameter|Stack[0x14]:4	00605B60 C call -> FUN_006acf0d
00605B60|local|Stack[-0xc]:4	006ACF0D|parameter|Stack[0x18]:4	00605B60 C call -> FUN_006acf0d
00605B60|parameter|Stack[0x10]:4	00606FD0|parameter|Stack[0x4]:4	00605B60 C call -> FUN_00606fd0
00605B60|parameter|ECX:4 (auto)	006041A0|parameter|ECX:4 (auto)	00605B60 C call -> STExplosionC::CreateGroupPart
00605B60|local|Stack[-0x64]:4	006C82A3|parameter|ECX:4 (auto)	00605B60 C call -> FUN_006c82a3
00605B60|local|Stack[-0x4c]:4	006AFF5B|parameter|Stack[0x4]:4	00605B60 C call -> FUN_006aff5b
00606050|parameter|Stack[0x20]:4	004406C0|parameter|Stack[0x4]:1	00606050 C call -> LookupRecordByte
00606050|parameter|Stack[0x14]:4	00606A50|parameter|Stack[0x4]:4	00606050 C call -> FUN_00606a50
00606050|parameter|Stack[0x10]:4	00607EE0|parameter|Stack[0x4]:4	00606050 C call -> FUN_00607ee0
00606050|parameter|ECX:4 (auto)	006041A0|parameter|ECX:4 (auto)	00606050 C call -> STExplosionC::CreateGroupPart
00606050|local|Stack[-0x40]:4	006AFF50|parameter|Stack[0x4]:4	00606050 C call -> FUN_006aff50
00606050|local|Stack[-0x40]:4	006AFF5B|parameter|Stack[0x4]:4	00606050 C call -> FUN_006aff5b
00607200|parameter|Stack[0x10]:4	00606CD0|parameter|Stack[0x4]:4	00607200 C call -> FUN_00606cd0
00607200|parameter|ECX:4 (auto)	006041A0|parameter|ECX:4 (auto)	00607200 C call -> STExplosionC::CreateGroupPart
00607200|local|Stack[-0x38]:4	006AFF5B|parameter|Stack[0x4]:4	00607200 C call -> FUN_006aff5b
00607200|local|Stack[-0x38]:4	006AFF50|parameter|Stack[0x4]:4	00607200 C call -> FUN_006aff50
00607200|local|Stack[-0x38]:4	006AFF5B|parameter|Stack[0x4]:4	00607200 C call -> FUN_006aff5b
00607200|local|Stack[-0x38]:4	006AFF50|parameter|Stack[0x4]:4	00607200 C call -> FUN_006aff50
00607A60|parameter|ECX:4 (auto)	006041A0|parameter|ECX:4 (auto)	00607A60 C call -> STExplosionC::CreateGroupPart
00608B50|local|Stack[-0x10]:4	006ACF0D|parameter|Stack[0x4]:4	00608B50 C call -> FUN_006acf0d
00608B50|local|Stack[-0x14]:4	006ACF0D|parameter|Stack[0x8]:4	00608B50 C call -> FUN_006acf0d
00608B50|local|Stack[-0xc]:4	006ACF0D|parameter|Stack[0xc]:4	00608B50 C call -> FUN_006acf0d
00608B50|local|Stack[-0x10]:4	006ACF0D|parameter|Stack[0x10]:4	00608B50 C call -> FUN_006acf0d
00608B50|local|Stack[-0x14]:4	006ACF0D|parameter|Stack[0x14]:4	00608B50 C call -> FUN_006acf0d
00608B50|parameter|ECX:4 (auto)	006041A0|parameter|ECX:4 (auto)	00608B50 C call -> STExplosionC::CreateGroupPart
00608E90|parameter|ECX:4 (auto)	0041AF40|parameter|ECX:4 (auto)	00608E90 C call -> STGameObjC::GetMessage
00608E90|parameter|Stack[0x4]:4	0041AF40|parameter|Stack[0x4]:4	00608E90 C call -> STGameObjC::GetMessage
00608E90|parameter|ECX:4 (auto)	0060C020|parameter|ECX:4 (auto)	00608E90 C call -> FUN_0060c020
00608E90|local|Stack[-0xc]:4	0054D430|parameter|Stack[0x8]:4	00608E90 C call -> STPlaySystemC::SaveObjData
00608E90|local|Stack[-0x8]:4	0054D430|parameter|Stack[0xc]:4	00608E90 C call -> STPlaySystemC::SaveObjData
00608E90|parameter|ECX:4 (auto)	0060C2D0|parameter|ECX:4	00608E90 C call -> FUN_0060c2d0
00608E90|parameter|ECX:4 (auto)	0060D300|parameter|ECX:4	00608E90 C call -> FUN_0060d300
00608E90|parameter|ECX:4 (auto)	0060A9D0|parameter|ECX:4	00608E90 C call -> FUN_0060a9d0
00608E90|parameter|ECX:4 (auto)	0060C2D0|parameter|ECX:4	00608E90 C call -> FUN_0060c2d0
00608E90|parameter|ECX:4 (auto)	006099A0|parameter|ECX:4	00608E90 C call -> FUN_006099a0
00608E90|parameter|ECX:4 (auto)	0060CEF0|parameter|ECX:4	00608E90 C call -> FUN_0060cef0
00608E90|parameter|ECX:4 (auto)	006099A0|parameter|ECX:4	00608E90 C call -> FUN_006099a0
00608E90|parameter|ECX:4 (auto)	0060AA00|parameter|ECX:4	00608E90 C call -> FUN_0060aa00
00608E90|parameter|ECX:4 (auto)	0060BCB0|parameter|ECX:4 (auto)	00608E90 C call -> FUN_0060bcb0
00608E90|parameter|ECX:4 (auto)	0060C320|parameter|ECX:4	00608E90 C call -> FUN_0060c320
00608E90|parameter|ECX:4 (auto)	0060AEF0|parameter|ECX:4	00608E90 C call -> FUN_0060aef0
00608E90|parameter|ECX:4 (auto)	0060D070|parameter|ECX:4	00608E90 C call -> FUN_0060d070
00608E90|parameter|ECX:4 (auto)	0060D220|parameter|ECX:4	00608E90 C call -> FUN_0060d220
00608E90|parameter|ECX:4 (auto)	0060DAB0|parameter|ECX:4	00608E90 C call -> FUN_0060dab0
00608E90|parameter|ECX:4 (auto)	0060D300|parameter|ECX:4	00608E90 C call -> FUN_0060d300
00608E90|parameter|ECX:4 (auto)	006099A0|parameter|ECX:4	00608E90 C call -> FUN_006099a0
00608E90|parameter|ECX:4 (auto)	0060A4B0|parameter|ECX:4	00608E90 C call -> FUN_0060a4b0
00608E90|parameter|ECX:4 (auto)	0060DD70|parameter|ECX:4	00608E90 C call -> FUN_0060dd70
00608E90|parameter|ECX:4 (auto)	0060A430|parameter|ECX:4 (auto)	00608E90 C call -> FUN_0060a430
00608E90|parameter|ECX:4 (auto)	0060C1A0|parameter|ECX:4 (auto)	00608E90 C call -> STFieldC::FUN_0060c1a0
00608E90|parameter|ECX:4 (auto)	006099A0|parameter|ECX:4	00608E90 C call -> FUN_006099a0
00608E90|parameter|ECX:4 (auto)	00496CC0|parameter|Stack[0x18]:4	00608E90 C call -> FUN_00496cc0
00608E90|parameter|ECX:4 (auto)	0060C2D0|parameter|ECX:4	00608E90 C call -> FUN_0060c2d0
00608E90|parameter|ECX:4 (auto)	0060C320|parameter|ECX:4	00608E90 C call -> FUN_0060c320
00608E90|parameter|ECX:4 (auto)	0060DD70|parameter|ECX:4	00608E90 C call -> FUN_0060dd70
00608E90|parameter|ECX:4 (auto)	0060CB60|parameter|ECX:4 (auto)	00608E90 C call -> FUN_0060cb60
00608E90|parameter|ECX:4 (auto)	0060CEF0|parameter|ECX:4	00608E90 C call -> FUN_0060cef0
00608E90|parameter|ECX:4 (auto)	0060CB60|parameter|ECX:4 (auto)	00608E90 C call -> FUN_0060cb60
00608E90|parameter|ECX:4 (auto)	0060D810|parameter|ECX:4 (auto)	00608E90 C call -> FUN_0060d810
00608E90|parameter|ECX:4 (auto)	006099A0|parameter|ECX:4	00608E90 C call -> FUN_006099a0
00608E90|parameter|ECX:4 (auto)	006099E0|parameter|ECX:4 (auto)	00608E90 C call -> STFieldC::CreateField
00608E90|parameter|ECX:4 (auto)	0060A000|parameter|ECX:4	00608E90 C call -> FUN_0060a000
00608E90|parameter|ECX:4 (auto)	0060A000|parameter|ECX:4	00608E90 C call -> FUN_0060a000
00608E90|parameter|ECX:4 (auto)	0060D940|parameter|ECX:4	00608E90 C call -> FUN_0060d940
00608E90|parameter|ECX:4 (auto)	006099A0|parameter|ECX:4	00608E90 C call -> FUN_006099a0
00608E90|parameter|ECX:4 (auto)	00609CD0|parameter|ECX:4 (auto)	00608E90 C call -> STFieldC::sub_00609CD0
00609950|parameter|ECX:4	004158E0|parameter|ECX:4 (auto)	00609950 C call -> STGameObjC::STGameObjC
006099A0|parameter|ECX:4	006E60A0|parameter|ECX:4 (auto)	006099A0 C call -> sub_006E60A0
006099A0|local|Stack[-0x24]:1	006E60A0|parameter|Stack[0x4]:4	006099A0 C call -> sub_006E60A0
006099E0|parameter|Stack[0x4]:4	006AE290|parameter|Stack[0x8]:4	006099E0 C call -> Library::DKW::TBL::DArrayCreate
006099E0|local|Stack[-0x90]:1	006AE1C0|parameter|Stack[0x8]:4	006099E0 C call -> Library::DKW::TBL::DArrayAppend
00609CD0|parameter|ECX:4 (auto)	00609D60|parameter|ECX:4 (auto)	00609CD0 C call -> STFieldC::LoadImagSpr
00609D60|local|Stack[-0x8]:4	006E98E0|parameter|Stack[0x4]:4	00609D60 C call -> ST3DSMAPContext::sub_006E98E0
00609D60|local|Stack[-0x8]:4	006EA270|parameter|Stack[0x4]:4	00609D60 C call -> ST3DSMAPContext::sub_006EA270
00609D60|local|Stack[-0x8]:4	006EA5E0|parameter|Stack[0x4]:4	00609D60 C call -> ST3DSMAPContext::sub_006EA5E0
00609D60|local|Stack[-0x8]:4	006EA960|parameter|Stack[0x4]:4	00609D60 C call -> Library::Ourlib::ST3DSMAP::SprMove
00609D60|local|Stack[-0x8]:4	006EAAA0|parameter|Stack[0x4]:4	00609D60 C call -> Library::Ourlib::ST3DSMAP::SprShow
0060A430|parameter|ECX:4 (auto)	00609B90|parameter|ECX:4 (auto)	0060A430 C call -> STFieldC::InitSprSistem
0060A430|parameter|Stack[0x4]:4	00609B90|parameter|Stack[0x4]:4	0060A430 C call -> STFieldC::InitSprSistem
0060A430|parameter|ECX:4 (auto)	0060A4B0|parameter|ECX:4	0060A430 C call -> FUN_0060a4b0
0060A470|parameter|ECX:4	0060A800|parameter|ECX:4 (auto)	0060A470 C call -> FUN_0060a800
0060A470|parameter|ECX:4	0060A940|parameter|ECX:4	0060A470 C call -> FUN_0060a940
0060A9D0|parameter|ECX:4	0060A940|parameter|ECX:4	0060A9D0 C call -> FUN_0060a940
0060AA00|parameter|ECX:4	0060AEF0|parameter|ECX:4	0060AA00 C call -> FUN_0060aef0
0060AEF0|local|Stack[-0x98]:4	006ACF90|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|Stack[-0x40]:4	006ACF90|parameter|Stack[0x8]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|parameter|ECX:4	0060BDD0|parameter|ECX:4 (auto)	0060AEF0 C call -> FUN_0060bdd0
0060AEF0|parameter|ECX:4	0060BDD0|parameter|ECX:4 (auto)	0060AEF0 C call -> FUN_0060bdd0
0060AEF0|local|Stack[-0x7c]:4	006ACF90|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|Stack[-0x8c]:4	006ACF90|parameter|Stack[0x8]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|Stack[-0x98]:4	006ACF90|parameter|Stack[0xc]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|Stack[-0x40]:4	006ACF90|parameter|Stack[0x10]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|Stack[-0x70]:2	004162B0|parameter|Stack[0x4]:4	0060AEF0 C call -> STFishC::sub_004162B0
0060AEF0|local|Stack[-0xa0]:2	004162B0|parameter|Stack[0x8]:4	0060AEF0 C call -> STFishC::sub_004162B0
0060AEF0|local|Stack[-0x34]:2	004162B0|parameter|Stack[0xc]:4	0060AEF0 C call -> STFishC::sub_004162B0
0060AEF0|local|Stack[-0xd4]:4	00558C00|parameter|Stack[0x10]:4	0060AEF0 C call -> VisibleClassTy::sub_00558C00
0060AEF0|local|EAX:4	00637F40|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_00637f40
0060AEF0|parameter|ECX:4	0060BDD0|parameter|ECX:4 (auto)	0060AEF0 C call -> FUN_0060bdd0
0060AEF0|local|Stack[-0x50]:2	00416270|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_00416270
0060AEF0|local|Stack[-0x94]:2	00416270|parameter|Stack[0x8]:4	0060AEF0 C call -> FUN_00416270
0060AEF0|local|Stack[-0x60]:2	00416270|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_00416270
0060AEF0|local|Stack[-0x9c]:2	00416270|parameter|Stack[0x8]:4	0060AEF0 C call -> FUN_00416270
0060AEF0|local|Stack[-0x28]:2	00416270|parameter|Stack[0xc]:4	0060AEF0 C call -> FUN_00416270
0060AEF0|local|Stack[-0x20]:2	006ACF0D|parameter|Stack[0xc]:4	0060AEF0 C call -> FUN_006acf0d
0060AEF0|local|Stack[-0x50]:2	004162B0|parameter|Stack[0x4]:4	0060AEF0 C call -> STFishC::sub_004162B0
0060AEF0|local|Stack[-0x94]:2	004162B0|parameter|Stack[0x8]:4	0060AEF0 C call -> STFishC::sub_004162B0
0060AEF0|local|Stack[-0x7c]:4	006ACF90|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|Stack[-0x8c]:4	006ACF90|parameter|Stack[0x8]:4	0060AEF0 C call -> FUN_006acf90
0060AEF0|local|EAX:4	00637D80|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_00637d80
0060AEF0|parameter|ECX:4	0060BDD0|parameter|ECX:4 (auto)	0060AEF0 C call -> FUN_0060bdd0
0060AEF0|local|Stack[-0x7c]:4	006211E0|parameter|Stack[0x4]:4	0060AEF0 C call -> FUN_006211e0
0060AEF0|local|Stack[-0x8c]:4	006211E0|parameter|Stack[0x8]:4	0060AEF0 C call -> FUN_006211e0
0060C020|local|Stack[-0x18]:4	0060D390|parameter|ECX:4 (auto)	0060C020 C call -> FUN_0060d390
0060C1A0|parameter|ECX:4 (auto)	00609CD0|parameter|ECX:4 (auto)	0060C1A0 C call -> STFieldC::sub_00609CD0
